static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
5000.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,16.0,15.0,93.0,0.5477225575051661,5.0,5.0,5.0,30.0,0.0,10.0,10.0,10.0,60.0,0.0,946.1666666666666,984.0,909.0,5677.0,40.36541423875971,12.502027777777776,71.45705,0.0,75.01216666666666,28.90189954204023,37.174708333333335,75.01216666666667,0.0,223.04825,40.44968831085346,3.5,6.0,1.0,21.0,1.8708286933869707,17.5,18.0,17.0,105.0,0.5477225575051664
10000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.333333333333334,16.0,15.0,92.0,0.5163977794943226,5.0,5.0,5.0,30.0,0.0,10.0,10.0,10.0,60.0,0.0,939.8333333333334,994.0,914.0,5639.0,39.31115193767115,13.233308333333333,72.55111666666667,0.0,79.39985,29.15891227750055,25.675397222222227,79.39985,0.0,154.05238333333335,39.28321860323992,3.5,6.0,1.0,21.0,1.8708286933869707,18.0,18.0,18.0,108.0,0.0
32000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,96.0,0.0,5.0,5.0,5.0,30.0,0.0,10.0,10.0,10.0,60.0,0.0,987.5,1016.0,975.0,5925.0,19.49102357496908,6.881230555555557,33.47385,0.0,41.28738333333334,13.32599354248604,12.793127777777778,41.28738333333333,0.0,76.75876666666667,19.437361633747365,3.5,6.0,1.0,21.0,1.8708286933869707,18.0,18.0,18.0,108.0,0.0
5000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,20.0,10.0,100.0,5.163977794943222,3.3333333333333335,5.0,0.0,20.0,2.581988897471611,10.0,10.0,10.0,60.0,0.0,1009.5,1206.0,616.0,6057.0,303.6437056815108,382.30454722222225,2290.0966166666667,0.0,2293.8272833333335,934.6241252796385,764.3697305555555,2293.827283333333,0.0,4586.218383333333,1183.5648844329112,3.5,6.0,1.0,21.0,1.8708286933869707,37.0,64.0,23.0,222.0,20.91889098398861
5000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,16.666666666666668,20.0,10.0,100.0,5.163977794943222,3.3333333333333335,5.0,0.0,20.0,2.581988897471611,10.0,10.0,10.0,60.0,0.0,1011.8333333333334,1206.0,620.0,6071.0,300.809851345774,383.6586944444444,2293.8244,0.0,2301.9521666666665,935.7907190693135,766.3389722222222,2301.9521666666665,0.0,4598.033833333333,1186.6271695690075,3.5,6.0,1.0,21.0,1.8708286933869707,36.833333333333336,64.0,24.0,221.0,19.90393595916814
5000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,20.0,10.0,100.0,5.163977794943222,3.3333333333333335,5.0,0.0,20.0,2.581988897471611,10.0,10.0,10.0,60.0,0.0,1016.8333333333334,1214.0,620.0,6101.0,305.4533788758387,381.79473333333334,2285.310916666667,0.0,2290.7684,932.5305015655182,763.0360722222222,2290.7684,0.0,4578.216433333333,1181.5399211091096,3.5,6.0,1.0,21.0,1.8708286933869707,37.833333333333336,64.0,25.0,227.0,19.883829275737273
6000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,20.0,10.0,100.0,5.163977794943222,3.3333333333333335,5.0,0.0,20.0,2.581988897471611,10.0,10.0,10.0,60.0,0.0,1031.0,1233.0,627.0,6186.0,312.16341874088965,379.5169888888889,2274.2575666666667,0.0,2277.1019333333334,928.2298903020612,758.9167305555557,2277.1019333333334,0.0,4553.500383333334,1175.1564854287412,3.5,6.0,1.0,21.0,1.8708286933869707,37.5,61.0,26.0,225.0,17.81852968120546
15000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.333333333333332,21.0,10.0,104.0,5.680375574437545,3.3333333333333335,5.0,0.0,20.0,2.581988897471611,10.0,10.0,10.0,60.0,0.0,1062.8333333333333,1279.0,629.0,6377.0,334.88530374841275,372.1861305555556,2230.078266666667,0.0,2233.116783333334,910.1779909655986,744.2228694444444,2233.1167833333334,0.0,4465.337216666667,1152.3919983266253,3.5,6.0,1.0,21.0,1.8708286933869707,38.0,60.0,27.0,228.0,17.041126723312633
5000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,10.0,108.0,6.196773353931867,3.3333333333333335,5.0,0.0,20.0,2.581988897471611,10.0,10.0,10.0,60.0,0.0,1097.0,1328.0,635.0,6582.0,357.08990464587487,364.97914722222214,2186.957433333333,0.0,2189.874883333333,892.5837946459989,729.8913416666668,2189.8748833333334,0.0,4379.3480500000005,1130.093964304657,3.5,6.0,1.0,21.0,1.8708286933869707,39.5,59.0,30.0,237.0,14.720733677368122
50000.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,23.0,0.0,76.0,8.891943919451283,2.6666666666666665,6.0,0.0,16.0,2.943920288775949,10.0,10.0,10.0,60.0,0.0,783.8333333333334,1439.0,0.0,4703.0,559.5149387341384,341.62500277777775,2047.360683333333,0.0,2049.7500166666664,835.6366938570218,1024.6824694444442,2049.750016666667,0.0,6148.094816666666,1122.2564618259894,3.5,6.0,1.0,21.0,1.8708286933869707,47.5,64.0,31.0,285.0,18.074844397670482
7000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,1.0,24.0,4.6475800154489,4.0,6.0,0.0,24.0,3.0983866769659336,10.0,10.0,10.0,60.0,0.0,292.0,644.0,117.0,1752.0,270.34126581045666,327.7581055555555,1959.8329666666664,0.0,1966.548633333333,799.5534604717704,654.7940166666666,1966.548633333333,0.0,3928.7640999999994,1013.788721556796,3.5,6.0,1.0,21.0,1.8708286933869707,41.166666666666664,58.0,33.0,247.0,12.655697004379753
15000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,60.0,0.0,4.0,6.0,0.0,24.0,3.0983866769659336,10.0,10.0,10.0,60.0,0.0,631.5,652.0,623.0,3789.0,12.723993083933996,244.77802777777777,1459.13835,0.0,1468.6681666666666,594.9229116370816,488.2919694444445,1468.6681666666666,0.0,2929.751816666667,755.960310720905,3.5,6.0,1.0,21.0,1.8708286933869707,41.666666666666664,57.0,34.0,250.0,11.877148928369412
10000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.666666666666666,11.0,10.0,64.0,0.5163977794943226,4.0,6.0,0.0,24.0,3.0983866769659336,10.0,10.0,10.0,60.0,0.0,672.1666666666666,681.0,654.0,4033.0,12.952477240538478,236.11993055555556,1413.449,0.0,1416.7195833333333,576.7718703517636,472.1127861111111,1416.7195833333333,0.0,2832.676716666667,730.7469783993645,3.5,6.0,1.0,21.0,1.8708286933869707,44.0,58.0,37.0,264.0,10.844353369380766
