static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_FINALIZED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_O_CREATED-COMPLETE,agg__Activity_O_SELECTED-COMPLETE,agg__Activity_O_SENT-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
5000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,16.0,15.0,157.0,0.483045891539648,5.0,5.0,5.0,50.0,0.0,10.0,10.0,10.0,100.0,0.0,971.1,1017.0,909.0,9711.0,45.059096997412375,10.793914999999998,71.45705,0.0,107.93914999999998,23.603568092363286,62.15460333333333,107.93915,0.0,621.5460333333333,45.15080234678772,5.5,10.0,1.0,55.0,3.0276503540974917,17.7,18.0,17.0,177.0,0.48304589153964783
10000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,15.0,160.0,0.9428090415820636,5.0,5.0,5.0,50.0,0.0,10.0,10.0,10.0,100.0,0.0,989.9,1069.0,914.0,9899.0,71.02339207769664,15.532915,72.55111666666667,0.0,155.32915,28.232361725249568,75.75613333333334,155.32915,0.0,757.5613333333333,71.04366434798965,5.5,10.0,1.0,55.0,3.0276503540974917,18.4,19.0,18.0,184.0,0.5163977794943226
32000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,17.0,16.0,164.0,0.5163977794943226,5.0,5.0,5.0,50.0,0.0,10.0,10.0,10.0,100.0,0.0,1000.9,1021.0,975.0,10009.0,22.59031257469056,4.644855000000001,33.47385,0.0,46.448550000000004,10.449591972310731,26.252071666666666,46.44855,0.0,262.52071666666666,22.623004371843713,5.5,10.0,1.0,55.0,3.0276503540974917,18.0,18.0,18.0,180.0,0.0
5000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,20.0,10.0,152.0,4.491968140779471,2.2,5.0,0.0,22.0,2.4404006956964173,10.0,10.0,10.0,100.0,0.0,924.9,1206.0,616.0,9249.0,267.4947351506816,377.555405,2290.0966166666667,0.0,3775.55405,765.4332080279978,1735.6763033333332,3775.55405,0.0,17356.763033333333,1581.5859595905704,5.5,10.0,1.0,55.0,3.0276503540974917,58.0,104.0,23.0,580.0,32.73462319250911
5000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,20.0,10.0,140.0,5.163977794943223,2.0,5.0,0.0,20.0,2.5819888974716116,10.0,10.0,10.0,100.0,0.0,859.5,1206.0,620.0,8595.0,298.238253005136,230.51109333333335,2293.8244,0.0,2305.1109333333334,724.9782776217395,1381.8438283333332,2305.1109333333334,0.0,13818.438283333333,1188.9824602297338,5.5,10.0,1.0,55.0,3.0276503540974917,46.1,64.0,24.0,461.0,19.058098307835206
5000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,10.0,140.0,5.163977794943223,2.0,5.0,0.0,20.0,2.5819888974716116,10.0,10.0,10.0,100.0,0.0,860.5,1214.0,620.0,8605.0,304.24962339061875,229.19353166666664,2285.310916666667,0.0,2291.9353166666665,722.4475042128473,1374.5925033333333,2291.9353166666665,0.0,13745.925033333333,1182.7558192922656,5.5,10.0,1.0,55.0,3.0276503540974917,47.5,64.0,25.0,475.0,19.374955197080816
6000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,10.0,160.0,3.9440531887330774,2.0,5.0,0.0,20.0,2.5819888974716116,10.0,10.0,10.0,100.0,0.0,997.9,1233.0,627.0,9979.0,236.60536764832705,260.05496000000005,2274.2575666666667,0.0,2600.5496000000003,714.200655197275,1493.654225,2600.5496,0.0,14936.54225,1291.1115960482646,5.5,10.0,1.0,55.0,3.0276503540974917,51.6,75.0,26.0,516.0,22.549698199507876
15000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,21.0,10.0,152.0,5.0508525133002165,2.0,5.0,0.0,20.0,2.5819888974716116,10.0,10.0,10.0,100.0,0.0,929.5,1279.0,629.0,9295.0,303.23194276182556,233.66951500000005,2230.078266666667,0.0,2336.6951500000005,702.0017705295868,1378.9184716666666,2336.69515,0.0,13789.184716666667,1187.0957052072888,5.5,10.0,1.0,55.0,3.0276503540974917,47.3,62.0,27.0,473.0,17.48046528747638
5000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,14.8,22.0,10.0,148.0,6.196773353931867,2.0,5.0,0.0,20.0,2.5819888974716116,10.0,10.0,10.0,100.0,0.0,918.0,1328.0,635.0,9180.0,352.4930259357387,220.5496583333333,2186.957433333333,0.0,2205.496583333333,690.9307501077291,1318.773665,2205.496583333333,0.0,13187.736649999999,1134.6747716361194,5.5,10.0,1.0,55.0,3.0276503540974917,46.7,59.0,30.0,467.0,14.384018909887459
50000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,23.0,0.0,122.0,6.6799866932668515,1.6,6.0,0.0,16.0,2.590581230363393,10.0,10.0,10.0,100.0,0.0,751.1,1439.0,0.0,7511.0,420.7631822718755,219.24473833333332,2047.360683333333,0.0,2192.447383333333,643.3471646206543,1472.0817683333332,2192.447383333333,0.0,14720.817683333333,1017.1812008776542,5.5,10.0,1.0,55.0,3.0276503540974917,53.3,64.0,31.0,533.0,15.434809144700601
7000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,10.0,1.0,64.0,4.6475800154489,2.4,6.0,0.0,24.0,3.0983866769659336,10.0,10.0,10.0,100.0,0.0,436.0,652.0,117.0,4360.0,274.1576999546875,197.51761166666662,1959.8329666666664,0.0,1975.1761166666663,619.2220033427482,1182.9433949999998,1975.1761166666668,0.0,11829.433949999999,1017.7843226873365,5.5,10.0,1.0,55.0,3.0276503540974917,47.5,58.0,33.0,475.0,12.483322207382674
15000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,0.0,2.4,6.0,0.0,24.0,3.0983866769659336,10.0,10.0,10.0,100.0,0.0,641.7,657.0,623.0,6417.0,16.22789094258538,147.4066633333333,1459.13835,0.0,1474.0666333333331,460.90559349632707,882.5969933333333,1474.0666333333334,0.0,8825.969933333334,759.3510925221836,5.5,10.0,1.0,55.0,3.0276503540974917,48.2,58.0,34.0,482.0,12.227473619317731
