static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_CANCELLED-COMPLETE,agg__Activity_A_FINALIZED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_O_CREATED-COMPLETE,agg__Activity_O_SELECTED-COMPLETE,agg__Activity_O_SENT-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Activity_W_Nabellen offertes-SCHEDULE,agg__Activity_W_Nabellen offertes-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10789.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10899.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
5000.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.923076923076923,17.0,15.0,207.0,0.6405126152203489,5.0,5.0,5.0,65.0,0.0,10.0,10.0,10.0,130.0,0.0,982.1538461538462,1020.0,909.0,12768.0,44.32239116941179,8.555178205128204,71.45705,0.0,111.21731666666665,20.88818066233801,73.20303461538461,111.21731666666666,0.0,951.63945,44.38751132872884,7.0,13.0,1.0,91.0,3.8944404818493075,17.76923076923077,18.0,17.0,231.0,0.438529009653514
10000.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.23076923076923,17.0,15.0,211.0,0.9268086959962989,5.0,5.0,5.0,65.0,0.0,10.0,10.0,10.0,130.0,0.0,1008.3846153846154,1070.0,914.0,13109.0,70.83141777198692,11.950866666666666,72.55111666666667,0.0,155.36126666666667,25.379798101750183,94.12621153846155,155.3612666666667,0.0,1223.64075,70.73900211378967,7.0,13.0,1.0,91.0,3.8944404818493075,18.53846153846154,19.0,18.0,241.0,0.5188745216627713
32000.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.23076923076923,17.0,13.0,211.0,1.0919284281983377,5.0,5.0,5.0,65.0,0.0,10.0,10.0,10.0,130.0,0.0,989.4615384615385,1021.0,812.0,12863.0,57.28818287776195,762.8932564102565,9871.143733333334,0.0,9917.612333333334,2736.7041846020225,790.234732051282,9917.612333333333,0.0,10273.051516666666,2742.515984732691,7.0,13.0,1.0,91.0,3.8944404818493075,38.92307692307692,290.0,18.0,506.0,75.43922668663116
5000.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.23076923076923,20.0,10.0,198.0,4.003203845127178,1.9230769230769231,5.0,0.0,25.0,2.177978361598146,10.0,10.0,10.0,130.0,0.0,931.0,1206.0,616.0,12103.0,237.36856011977093,323.7336987179487,2290.0966166666667,0.0,4208.538083333333,672.5919356783796,2273.4153307692304,4208.538083333333,0.0,29554.399299999997,1709.6214711617426,7.0,13.0,1.0,91.0,3.8944404818493075,70.53846153846153,120.0,23.0,917.0,37.1317819498234
5000.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,13.076923076923077,20.0,10.0,170.0,4.803844614152615,1.5384615384615385,5.0,0.0,20.0,2.4019223070763074,10.0,10.0,10.0,130.0,0.0,806.8461538461538,1206.0,620.0,10489.0,276.9858137624398,177.42493846153846,2293.8244,0.0,2306.5242,635.9023895253301,1595.0162435897437,2306.5242,0.0,20735.211166666668,1106.50685330725,7.0,13.0,1.0,91.0,3.8944404818493075,49.30769230769231,64.0,24.0,641.0,17.5944338517641
5000.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.076923076923077,20.0,10.0,170.0,4.803844614152615,1.5384615384615385,5.0,0.0,20.0,2.4019223070763074,10.0,10.0,10.0,130.0,0.0,806.3846153846154,1214.0,620.0,10483.0,282.8443442547916,176.34993076923078,2285.310916666667,0.0,2292.5491,633.6652503615403,1586.3360487179486,2292.5491,0.0,20622.36863333333,1100.4948300437482,7.0,13.0,1.0,91.0,3.8944404818493075,50.76923076923077,64.0,25.0,660.0,17.89391817608172
6000.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.76923076923077,20.0,10.0,205.0,3.4436861586059724,1.5384615384615385,5.0,0.0,20.0,2.4019223070763074,10.0,10.0,10.0,130.0,0.0,987.5384615384615,1233.0,627.0,12838.0,205.8501135068165,200.04394615384615,2274.2575666666667,0.0,2600.5713,628.9409392241299,1749.0960474358976,2600.5713,0.0,22738.248616666668,1218.956012190635,7.0,13.0,1.0,91.0,3.8944404818493075,56.30769230769231,75.0,26.0,732.0,21.4801637772489
15000.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.461538461538462,21.0,10.0,188.0,4.593752725448346,1.5384615384615385,5.0,0.0,20.0,2.4019223070763074,10.0,10.0,10.0,130.0,0.0,884.8461538461538,1279.0,629.0,11503.0,275.9757978983682,179.80816025641028,2230.078266666667,0.0,2337.5060833333337,616.5070139530521,1600.1305602564103,2337.506083333333,0.0,20801.697283333335,1110.6782239503507,7.0,13.0,1.0,91.0,3.8944404818493075,50.46153846153846,62.0,27.0,656.0,16.28708785416321
5000.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,13.692307692307692,22.0,10.0,178.0,5.764613536983138,1.5384615384615385,5.0,0.0,20.0,2.4019223070763074,10.0,10.0,10.0,130.0,0.0,856.8461538461538,1328.0,635.0,11139.0,326.63941539916414,169.65491025641023,2186.957433333333,0.0,2205.513833333333,606.1293164855402,1523.405469230769,2205.5138333333334,0.0,19804.271099999998,1056.8005619536964,7.0,13.0,1.0,91.0,3.8944404818493075,49.30769230769231,59.0,30.0,641.0,13.406370471934945
50000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.153846153846153,23.0,0.0,158.0,5.785702980136378,1.2307692307692308,6.0,0.0,16.0,2.3506682083273738,10.0,10.0,10.0,130.0,0.0,754.6153846153846,1439.0,0.0,9810.0,364.453137925289,169.86918589743587,2047.360683333333,0.0,2208.2994166666663,565.008123336753,1641.8029615384617,2208.2994166666667,0.0,21343.4385,938.089848437624,7.0,13.0,1.0,91.0,3.894440481849308,55.30769230769231,64.0,31.0,719.0,13.900747074555715
