static__AMOUNT_REQ,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Resource_112.0,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
5000.0,1.0,1.0,2.0,15.0,15.0,15.0,30.0,0.0,5.0,5.0,5.0,10.0,0.0,10.0,10.0,10.0,20.0,0.0,909.0,909.0,909.0,1818.0,0.0,0.001825,0.00365,0.0,0.00365,0.0025809397513308985,0.001825,0.00365,0.0,0.00365,0.0025809397513308985,1.5,2.0,1.0,3.0,0.7071067811865476,17.0,17.0,17.0,34.0,0.0
10000.0,1.0,1.0,2.0,15.0,15.0,15.0,30.0,0.0,5.0,5.0,5.0,10.0,0.0,10.0,10.0,10.0,20.0,0.0,914.0,914.0,914.0,1828.0,0.0,0.0021333333333333,0.0042666666666666,0.0,0.0042666666666666,0.003016988933062556,0.0021333333333333,0.0042666666666666,0.0,0.0042666666666666,0.003016988933062556,1.5,2.0,1.0,3.0,0.7071067811865476,18.0,18.0,18.0,36.0,0.0
32000.0,1.0,1.0,2.0,16.0,16.0,16.0,32.0,0.0,5.0,5.0,5.0,10.0,0.0,10.0,10.0,10.0,20.0,0.0,975.0,975.0,975.0,1950.0,0.0,0.0027583333333333,0.0055166666666666,0.0,0.0055166666666666,0.0039008724095457403,0.0027583333333333,0.0055166666666666,0.0,0.0055166666666666,0.0039008724095457403,1.5,2.0,1.0,3.0,0.7071067811865476,18.0,18.0,18.0,36.0,0.0
5000.0,1.0,1.0,2.0,20.0,20.0,20.0,40.0,0.0,5.0,5.0,5.0,10.0,0.0,10.0,10.0,10.0,20.0,0.0,1205.0,1205.0,1205.0,2410.0,0.0,0.00111666666666665,0.0022333333333333,0.0,0.0022333333333333,0.0015792051446499324,0.00111666666666665,0.0022333333333333,0.0,0.0022333333333333,0.0015792051446499324,1.5,2.0,1.0,3.0,0.7071067811865476,23.0,23.0,23.0,46.0,0.0
5000.0,1.0,1.0,2.0,20.0,20.0,20.0,40.0,0.0,5.0,5.0,5.0,10.0,0.0,10.0,10.0,10.0,20.0,0.0,1206.0,1206.0,1206.0,2412.0,0.0,0.00135,0.0027,0.0,0.0027,0.0019091883092036783,0.00135,0.0027,0.0,0.0027,0.0019091883092036783,1.5,2.0,1.0,3.0,0.7071067811865476,24.0,24.0,24.0,48.0,0.0
5000.0,1.0,1.0,2.0,20.0,20.0,20.0,40.0,0.0,5.0,5.0,5.0,10.0,0.0,10.0,10.0,10.0,20.0,0.0,1214.0,1214.0,1214.0,2428.0,0.0,0.0012083333333333,0.0024166666666666,0.0,0.0024166666666666,0.0017088413878674428,0.0012083333333333,0.0024166666666666,0.0,0.0024166666666666,0.0017088413878674428,1.5,2.0,1.0,3.0,0.7071067811865476,25.0,25.0,25.0,50.0,0.0
6000.0,1.0,1.0,2.0,20.0,20.0,20.0,40.0,0.0,5.0,5.0,5.0,10.0,0.0,10.0,10.0,10.0,20.0,0.0,1232.0,1232.0,1232.0,2464.0,0.0,0.001475,0.00295,0.0,0.00295,0.002085965004500315,0.001475,0.00295,0.0,0.00295,0.002085965004500315,1.5,2.0,1.0,3.0,0.7071067811865476,26.0,26.0,26.0,52.0,0.0
15000.0,1.0,1.0,2.0,21.0,21.0,21.0,42.0,0.0,5.0,5.0,5.0,10.0,0.0,10.0,10.0,10.0,20.0,0.0,1279.0,1279.0,1279.0,2558.0,0.0,0.0041083333333333,0.0082166666666666,0.0,0.0082166666666666,0.005810060718749418,0.0041083333333333,0.0082166666666666,0.0,0.0082166666666666,0.005810060718749418,1.5,2.0,1.0,3.0,0.7071067811865476,27.0,27.0,27.0,54.0,0.0
5000.0,1.0,1.0,2.0,22.0,22.0,22.0,44.0,0.0,5.0,5.0,5.0,10.0,0.0,10.0,10.0,10.0,20.0,0.0,1327.0,1327.0,1327.0,2654.0,0.0,0.0017083333333333,0.0034166666666666,0.0,0.0034166666666666,0.0024159481690539902,0.0017083333333333,0.0034166666666666,0.0,0.0034166666666666,0.0024159481690539902,1.5,2.0,1.0,3.0,0.7071067811865476,30.0,30.0,30.0,60.0,0.0
50000.0,1.0,1.0,2.0,23.0,23.0,23.0,46.0,0.0,5.0,5.0,5.0,10.0,0.0,10.0,10.0,10.0,20.0,0.0,1439.0,1439.0,1439.0,2878.0,0.0,0.003625,0.00725,0.0,0.00725,0.00512652416360247,0.003625,0.00725,0.0,0.00725,0.00512652416360247,1.5,2.0,1.0,3.0,0.7071067811865476,31.0,31.0,31.0,62.0,0.0
7000.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,117.0,117.0,117.0,234.0,0.0,0.0054083333333333,0.0108166666666666,0.0,0.0108166666666666,0.007648538349834442,0.0054083333333333,0.0108166666666666,0.0,0.0108166666666666,0.007648538349834442,1.5,2.0,1.0,3.0,0.7071067811865476,33.0,33.0,33.0,66.0,0.0
15000.0,1.0,1.0,2.0,10.0,10.0,10.0,20.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,623.0,623.0,623.0,1246.0,0.0,0.008675,0.01735,0.0,0.01735,0.0122683026535866,0.008675,0.01735,0.0,0.01735,0.0122683026535866,1.5,2.0,1.0,3.0,0.7071067811865476,34.0,34.0,34.0,68.0,0.0
10000.0,1.0,1.0,2.0,11.0,11.0,11.0,22.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,680.0,680.0,680.0,1360.0,0.0,0.00269166666666665,0.0053833333333333,0.0,0.0053833333333333,0.003806591505387557,0.00269166666666665,0.0053833333333333,0.0,0.0053833333333333,0.003806591505387557,1.5,2.0,1.0,3.0,0.7071067811865476,37.0,37.0,37.0,74.0,0.0
15500.0,1.0,1.0,2.0,12.0,12.0,12.0,24.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,723.0,723.0,723.0,1446.0,0.0,0.001375,0.00275,0.0,0.00275,0.0019445436482630055,0.001375,0.00275,0.0,0.00275,0.0019445436482630055,1.5,2.0,1.0,3.0,0.7071067811865476,39.0,39.0,39.0,78.0,0.0
5000.0,1.0,1.0,2.0,12.0,12.0,12.0,24.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,746.0,746.0,746.0,1492.0,0.0,0.0017,0.0034,0.0,0.0034,0.0024041630560342614,0.0017,0.0034,0.0,0.0034,0.0024041630560342614,1.5,2.0,1.0,3.0,0.7071067811865476,40.0,40.0,40.0,80.0,0.0
5000.0,1.0,1.0,2.0,12.0,12.0,12.0,24.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,767.0,767.0,767.0,1534.0,0.0,0.001425,0.00285,0.0,0.00285,0.0020152543263816606,0.001425,0.00285,0.0,0.00285,0.0020152543263816606,1.5,2.0,1.0,3.0,0.7071067811865476,42.0,42.0,42.0,84.0,0.0
5000.0,1.0,1.0,2.0,13.0,13.0,13.0,26.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,804.0,804.0,804.0,1608.0,0.0,0.0012083333333333,0.0024166666666666,0.0,0.0024166666666666,0.0017088413878674428,0.0012083333333333,0.0024166666666666,0.0,0.0024166666666666,0.0017088413878674428,1.5,2.0,1.0,3.0,0.7071067811865476,44.0,44.0,44.0,88.0,0.0
15500.0,1.0,1.0,2.0,14.0,14.0,14.0,28.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,845.0,845.0,845.0,1690.0,0.0,0.008675,0.01735,0.0,0.01735,0.0122683026535866,0.008675,0.01735,0.0,0.01735,0.0122683026535866,1.5,2.0,1.0,3.0,0.7071067811865476,45.0,45.0,45.0,90.0,0.0
50000.0,1.0,1.0,2.0,14.0,14.0,14.0,28.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,864.0,864.0,864.0,1728.0,0.0,0.00165,0.0033,0.0,0.0033,0.0023334523779156065,0.00165,0.0033,0.0,0.0033,0.0023334523779156065,1.5,2.0,1.0,3.0,0.7071067811865476,46.0,46.0,46.0,92.0,0.0
7000.0,1.0,1.0,2.0,17.0,17.0,17.0,34.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,1025.0,1025.0,1025.0,2050.0,0.0,0.0016,0.0032,0.0,0.0032,0.002262741699796952,0.0016,0.0032,0.0,0.0032,0.002262741699796952,1.5,2.0,1.0,3.0,0.7071067811865476,48.0,48.0,48.0,96.0,0.0
5500.0,1.0,1.0,2.0,18.0,18.0,18.0,36.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,1098.0,1098.0,1098.0,2196.0,0.0,0.00109166666666665,0.0021833333333333,0.0,0.0021833333333333,0.0015438498055906054,0.00109166666666665,0.0021833333333333,0.0,0.0021833333333333,0.0015438498055906054,1.5,2.0,1.0,3.0,0.7071067811865476,52.0,52.0,52.0,104.0,0.0
33000.0,1.0,1.0,2.0,19.0,19.0,19.0,38.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,1170.0,1170.0,1170.0,2340.0,0.0,0.001875,0.00375,0.0,0.00375,0.0026516504294495534,0.001875,0.00375,0.0,0.00375,0.0026516504294495534,1.5,2.0,1.0,3.0,0.7071067811865476,55.0,55.0,55.0,110.0,0.0
7000.0,1.0,1.0,2.0,22.0,22.0,22.0,44.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,1328.0,1328.0,1328.0,2656.0,0.0,0.0007333333333333,0.0014666666666666,0.0,0.0014666666666666,0.0010370899457402226,0.0007333333333333,0.0014666666666666,0.0,0.0014666666666666,0.0010370899457402226,1.5,2.0,1.0,3.0,0.7071067811865476,58.0,58.0,58.0,116.0,0.0
7493.0,1.0,1.0,2.0,23.0,23.0,23.0,46.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,1391.0,1391.0,1391.0,2782.0,0.0,0.0014583333333333,0.0029166666666666,0.0,0.0029166666666666,0.0020623947784607164,0.0014583333333333,0.0029166666666666,0.0,0.0029166666666666,0.0020623947784607164,1.5,2.0,1.0,3.0,0.7071067811865476,59.0,59.0,59.0,118.0,0.0
8000.0,1.0,1.0,2.0,23.0,23.0,23.0,46.0,0.0,6.0,6.0,6.0,12.0,0.0,10.0,10.0,10.0,20.0,0.0,1431.0,1431.0,1431.0,2862.0,0.0,0.0016083333333333,0.0032166666666666,0.0,0.0032166666666666,0.0022745268128166805,0.0016083333333333,0.0032166666666666,0.0,0.0032166666666666,0.0022745268128166805,1.5,2.0,1.0,3.0,0.7071067811865476,60.0,60.0,60.0,120.0,0.0
50000.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,12.0,12.0,12.0,24.0,0.0,0.00221666666666665,0.0044333333333333,0.0,0.0044333333333333,0.0031348400632603365,0.00221666666666665,0.0044333333333333,0.0,0.0044333333333333,0.0031348400632603365,1.5,2.0,1.0,3.0,0.7071067811865476,61.0,61.0,61.0,122.0,0.0
10000.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,15.0,15.0,15.0,30.0,0.0,0.0019,0.0038,0.0,0.0038,0.002687005768508881,0.0019,0.0038,0.0,0.0038,0.002687005768508881,1.5,2.0,1.0,3.0,0.7071067811865476,62.0,62.0,62.0,124.0,0.0
30000.0,1.0,1.0,2.0,9.0,9.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,549.5,550.0,549.0,1099.0,0.7071067811865476,0.02441666666666665,0.0488333333333333,0.0,0.0488333333333333,0.034530381147943046,0.02441666666666665,0.0488333333333333,0.0,0.0488333333333333,0.034530381147943046,1.5,2.0,1.0,3.0,0.7071067811865476,66.0,66.0,66.0,132.0,0.0
8000.0,1.0,1.0,2.0,10.0,10.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,630.0,630.0,630.0,1260.0,0.0,0.01391666666666665,0.0278333333333333,0.0,0.0278333333333333,0.01968113874302555,0.01391666666666665,0.0278333333333333,0.0,0.0278333333333333,0.01968113874302555,1.5,2.0,1.0,3.0,0.7071067811865476,60.0,60.0,60.0,120.0,0.0
5800.0,1.0,1.0,2.0,10.0,10.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,634.0,634.0,634.0,1268.0,0.0,0.003225,0.00645,0.0,0.00645,0.004560838738653232,0.003225,0.00645,0.0,0.00645,0.004560838738653232,1.5,2.0,1.0,3.0,0.7071067811865476,60.0,60.0,60.0,120.0,0.0
10000.0,1.0,1.0,2.0,10.0,10.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,652.0,652.0,652.0,1304.0,0.0,0.0033833333333333,0.0067666666666666,0.0,0.0067666666666666,0.004784755886028924,0.0033833333333333,0.0067666666666666,0.0,0.0067666666666666,0.004784755886028924,1.5,2.0,1.0,3.0,0.7071067811865476,58.0,58.0,58.0,116.0,0.0
50000.0,1.0,1.0,2.0,11.0,11.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,698.0,698.0,698.0,1396.0,0.0,0.00299166666666665,0.0059833333333333,0.0,0.0059833333333333,0.004230855574099485,0.00299166666666665,0.0059833333333333,0.0,0.0059833333333333,0.004230855574099485,1.5,2.0,1.0,3.0,0.7071067811865476,58.0,58.0,58.0,116.0,0.0
20000.0,1.0,1.0,2.0,11.0,11.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,699.0,699.0,699.0,1398.0,0.0,0.00245,0.0049,0.0,0.0049,0.003464823227814083,0.00245,0.0049,0.0,0.0049,0.003464823227814083,1.5,2.0,1.0,3.0,0.7071067811865476,59.0,59.0,59.0,118.0,0.0
7000.0,1.0,1.0,2.0,12.0,12.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,720.0,720.0,720.0,1440.0,0.0,0.00389166666666665,0.0077833333333333,0.0,0.0077833333333333,0.005503647780235272,0.00389166666666665,0.0077833333333333,0.0,0.0077833333333333,0.005503647780235272,1.5,2.0,1.0,3.0,0.7071067811865476,61.0,61.0,61.0,122.0,0.0
7500.0,1.0,1.0,2.0,12.0,12.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,726.0,726.0,726.0,1452.0,0.0,0.00275,0.0055,0.0,0.0055,0.003889087296526011,0.00275,0.0055,0.0,0.0055,0.003889087296526011,1.5,2.0,1.0,3.0,0.7071067811865476,62.0,62.0,62.0,124.0,0.0
25000.0,1.0,1.0,2.0,12.0,12.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,741.0,741.0,741.0,1482.0,0.0,0.00414166666666665,0.0082833333333333,0.0,0.0082833333333333,0.005857201170828545,0.00414166666666665,0.0082833333333333,0.0,0.0082833333333333,0.005857201170828545,1.5,2.0,1.0,3.0,0.7071067811865476,62.0,62.0,62.0,124.0,0.0
25000.0,1.0,1.0,2.0,12.0,12.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,775.0,775.0,775.0,1550.0,0.0,0.00304166666666665,0.0060833333333333,0.0,0.0060833333333333,0.004301566252218141,0.00304166666666665,0.0060833333333333,0.0,0.0060833333333333,0.004301566252218141,1.5,2.0,1.0,3.0,0.7071067811865476,65.0,65.0,65.0,130.0,0.0
15000.0,1.0,1.0,2.0,13.0,13.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,782.0,782.0,782.0,1564.0,0.0,0.0029,0.0058,0.0,0.0058,0.004101219330881975,0.0029,0.0058,0.0,0.0058,0.004101219330881975,1.5,2.0,1.0,3.0,0.7071067811865476,66.0,66.0,66.0,132.0,0.0
26000.0,1.0,1.0,2.0,13.0,13.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,789.0,789.0,789.0,1578.0,0.0,0.0031,0.0062,0.0,0.0062,0.0043840620433565946,0.0031,0.0062,0.0,0.0062,0.0043840620433565946,1.5,2.0,1.0,3.0,0.7071067811865476,67.0,67.0,67.0,134.0,0.0
7500.0,1.0,1.0,2.0,13.0,13.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,790.0,790.0,790.0,1580.0,0.0,0.00361666666666665,0.0072333333333333,0.0,0.0072333333333333,0.00511473905058267,0.00361666666666665,0.0072333333333333,0.0,0.0072333333333333,0.00511473905058267,1.5,2.0,1.0,3.0,0.7071067811865476,68.0,68.0,68.0,136.0,0.0
25000.0,1.0,1.0,2.0,13.0,13.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,795.0,795.0,795.0,1590.0,0.0,0.00354166666666665,0.0070833333333333,0.0,0.0070833333333333,0.005008673033404688,0.00354166666666665,0.0070833333333333,0.0,0.0070833333333333,0.005008673033404688,1.5,2.0,1.0,3.0,0.7071067811865476,66.0,66.0,66.0,132.0,0.0
6000.0,1.0,1.0,2.0,13.0,13.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,835.0,835.0,835.0,1670.0,0.0,0.0046083333333333,0.0092166666666666,0.0,0.0092166666666666,0.006517167499935966,0.0046083333333333,0.0092166666666666,0.0,0.0092166666666666,0.006517167499935966,1.5,2.0,1.0,3.0,0.7071067811865476,66.0,66.0,66.0,132.0,0.0
43640.0,1.0,1.0,2.0,14.0,14.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,845.0,845.0,845.0,1690.0,0.0,0.003475,0.00695,0.0,0.00695,0.004914392129246505,0.003475,0.00695,0.0,0.00695,0.004914392129246505,1.5,2.0,1.0,3.0,0.7071067811865476,67.0,67.0,67.0,134.0,0.0
10000.0,1.0,1.0,2.0,14.0,14.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,863.0,863.0,863.0,1726.0,0.0,0.07154166666666666,0.1430833333333333,0.0,0.1430833333333333,0.10117519527477516,0.07154166666666666,0.1430833333333333,0.0,0.1430833333333333,0.10117519527477516,1.5,2.0,1.0,3.0,0.7071067811865476,70.0,70.0,70.0,140.0,0.0
8400.0,1.0,1.0,2.0,14.0,14.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,866.0,866.0,866.0,1732.0,0.0,0.00189166666666665,0.0037833333333333,0.0,0.0037833333333333,0.0026752206554890813,0.00189166666666665,0.0037833333333333,0.0,0.0037833333333333,0.0026752206554890813,1.5,2.0,1.0,3.0,0.7071067811865476,72.0,72.0,72.0,144.0,0.0
15000.0,1.0,1.0,2.0,14.0,14.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,886.0,886.0,886.0,1772.0,0.0,0.0021583333333333,0.0043166666666666,0.0,0.0043166666666666,0.003052344272121883,0.0021583333333333,0.0043166666666666,0.0,0.0043166666666666,0.003052344272121883,1.5,2.0,1.0,3.0,0.7071067811865476,69.0,69.0,69.0,138.0,0.0
21000.0,1.0,1.0,2.0,14.0,14.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,894.0,894.0,894.0,1788.0,0.0,0.0032583333333333,0.0065166666666666,0.0,0.0065166666666666,0.0046079791907322875,0.0032583333333333,0.0065166666666666,0.0,0.0065166666666666,0.0046079791907322875,1.5,2.0,1.0,3.0,0.7071067811865476,71.0,71.0,71.0,142.0,0.0
5000.0,1.0,1.0,2.0,15.0,15.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,910.0,910.0,910.0,1820.0,0.0,0.00239166666666665,0.0047833333333333,0.0,0.0047833333333333,0.003382327436675629,0.00239166666666665,0.0047833333333333,0.0,0.0047833333333333,0.003382327436675629,1.5,2.0,1.0,3.0,0.7071067811865476,72.0,72.0,72.0,144.0,0.0
15000.0,1.0,1.0,2.0,15.0,15.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,917.0,917.0,917.0,1834.0,0.0,0.00355,0.0071,0.0,0.0071,0.005020458146424488,0.00355,0.0071,0.0,0.0071,0.005020458146424488,1.5,2.0,1.0,3.0,0.7071067811865476,73.0,73.0,73.0,146.0,0.0
5000.0,1.0,1.0,2.0,15.0,15.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,924.0,924.0,924.0,1848.0,0.0,0.00375,0.0075,0.0,0.0075,0.005303300858899107,0.00375,0.0075,0.0,0.0075,0.005303300858899107,1.5,2.0,1.0,3.0,0.7071067811865476,75.0,75.0,75.0,150.0,0.0
