static__AMOUNT_REQ,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10809.0,agg__Resource_10861.0,agg__Resource_10863.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11119.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11201.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
5000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.25,16.0,15.0,61.0,0.5,5.0,5.0,5.0,20.0,0.0,10.0,10.0,10.0,40.0,0.0,927.25,981.0,909.0,3709.0,35.836433974378636,18.059737499999997,71.45705,0.0,72.23894999999999,35.60008991941769,18.256125,72.23895,0.0,73.0245,35.990428718260176,2.5,4.0,1.0,10.0,1.2909944487358056,17.25,18.0,17.0,69.0,0.5
10000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,60.0,0.0,5.0,5.0,5.0,20.0,0.0,10.0,10.0,10.0,40.0,0.0,914.5,915.0,914.0,3658.0,0.5773502691896093,0.17529999999999998,0.6904833333333333,0.0,0.7011999999999999,0.3434660005277357,0.35005416666666667,0.7012,0.0,1.4002166666666667,0.4017567790515661,2.5,4.0,1.0,10.0,1.2909944487358056,18.0,18.0,18.0,72.0,0.0
32000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,64.0,0.0,5.0,5.0,5.0,20.0,0.0,10.0,10.0,10.0,40.0,0.0,975.0,975.0,975.0,3900.0,0.0,0.1664375,0.655,0.0,0.66575,0.3257182093793595,0.3329458333333333,0.66575,0.0,1.331783333333333,0.3812803217753943,2.5,4.0,1.0,10.0,1.2909944487358056,18.0,18.0,18.0,72.0,0.0
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,80.0,0.0,5.0,5.0,5.0,20.0,0.0,10.0,10.0,10.0,40.0,0.0,1205.5,1206.0,1205.0,4822.0,0.5773502691896586,0.19146666666666665,0.7582833333333333,0.0,0.7658666666666666,0.3778841471981905,0.3821541666666667,0.7658666666666667,0.0,1.5286166666666667,0.43999057215804405,2.5,4.0,1.0,10.0,1.2909944487358056,23.5,24.0,23.0,94.0,0.5773502691896263
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,80.0,0.0,5.0,5.0,5.0,20.0,0.0,10.0,10.0,10.0,40.0,0.0,1206.0,1206.0,1206.0,4824.0,0.0,0.18837916666666668,0.7448333333333333,0.0,0.7535166666666667,0.3709775118908203,0.37593750000000004,0.7535166666666666,0.0,1.5037500000000001,0.4325446897003395,2.5,4.0,1.0,10.0,1.2909944487358056,24.0,24.0,24.0,96.0,0.0
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,80.0,0.0,5.0,5.0,5.0,20.0,0.0,10.0,10.0,10.0,40.0,0.0,1214.0,1214.0,1214.0,4856.0,0.0,0.17830416666666665,0.70585,0.0,0.7132166666666666,0.3517030290244882,0.35597500000000004,0.7132166666666667,0.0,1.4239000000000002,0.40965543346410854,2.5,4.0,1.0,10.0,1.2909944487358056,25.0,25.0,25.0,100.0,0.0
6000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,80.0,0.0,5.0,5.0,5.0,20.0,0.0,10.0,10.0,10.0,40.0,0.0,1232.5,1233.0,1232.0,4930.0,0.5773502691896586,0.17858749999999998,0.7062833333333334,0.0,0.7143499999999999,0.35180347217218794,0.35663333333333336,0.71435,0.0,1.4265333333333334,0.4101086068890099,2.5,4.0,1.0,10.0,1.2909944487358056,26.0,26.0,26.0,104.0,0.0
15000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,21.0,21.0,84.0,0.0,5.0,5.0,5.0,20.0,0.0,10.0,10.0,10.0,40.0,0.0,1279.0,1279.0,1279.0,5116.0,0.0,0.17832916666666668,0.6991,0.0,0.7133166666666667,0.3471979055596391,0.35721250000000004,0.7133166666666667,0.0,1.4288500000000002,0.40775072731388234,2.5,4.0,1.0,10.0,1.2909944487358056,27.0,27.0,27.0,108.0,0.0
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,88.0,0.0,5.0,5.0,5.0,20.0,0.0,10.0,10.0,10.0,40.0,0.0,1327.5,1328.0,1327.0,5310.0,0.5773502691896586,0.20994583333333333,0.8293333333333334,0.0,0.8397833333333333,0.4129349857748213,0.41898749999999996,0.8397833333333333,0.0,1.6759499999999998,0.4818430527431643,2.5,4.0,1.0,10.0,1.2909944487358056,30.0,30.0,30.0,120.0,0.0
50000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,23.0,0.0,56.0,11.16542281629615,4.0,6.0,0.0,16.0,2.70801280154532,10.0,10.0,10.0,40.0,0.0,871.25,1439.0,0.0,3485.0,700.8529921935602,511.9938791666666,2047.360683333333,0.0,2047.9755166666664,1023.5779090446539,512.1493999999999,2047.9755166666664,0.0,2048.5975999999996,1023.8841183221941,2.5,4.0,1.0,10.0,1.2909944487358056,39.25,64.0,31.0,157.0,16.5
7000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,6.0,6.0,6.0,24.0,0.0,10.0,10.0,10.0,40.0,0.0,117.5,118.0,117.0,470.0,0.5773502691896278,0.19825833333333331,0.7748,0.0,0.7930333333333333,0.38438764300194744,0.39736666666666665,0.7930333333333334,0.0,1.5894666666666666,0.4526261680050801,2.5,4.0,1.0,10.0,1.2909944487358056,33.0,33.0,33.0,132.0,0.0
15000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,40.0,0.0,6.0,6.0,6.0,24.0,0.0,10.0,10.0,10.0,40.0,0.0,623.5,624.0,623.0,2494.0,0.5773502691896093,0.16123333333333334,0.6207333333333334,0.0,0.6449333333333334,0.30641641872893605,0.32509166666666667,0.6449333333333334,0.0,1.3003666666666667,0.36544584654810247,2.5,4.0,1.0,10.0,1.2909944487358056,34.0,34.0,34.0,136.0,0.0
10000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,44.0,0.0,6.0,6.0,6.0,24.0,0.0,10.0,10.0,10.0,40.0,0.0,680.5,681.0,680.0,2722.0,0.5773502691896093,0.20907083333333332,0.8248,0.0,0.8362833333333333,0.4104951387755199,0.4179625,0.8362833333333334,0.0,1.67185,0.4795249577127811,2.5,4.0,1.0,10.0,1.2909944487358056,37.0,37.0,37.0,148.0,0.0
15500.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,48.0,0.0,6.0,6.0,6.0,24.0,0.0,10.0,10.0,10.0,40.0,0.0,723.5,724.0,723.0,2894.0,0.5773502691896093,0.2031375,0.8043833333333333,0.0,0.81255,0.40083665588251044,0.40560833333333335,0.81255,0.0,1.6224333333333334,0.46677503592915787,2.5,4.0,1.0,10.0,1.2909944487358056,39.0,39.0,39.0,156.0,0.0
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,48.0,0.0,6.0,6.0,6.0,24.0,0.0,10.0,10.0,10.0,40.0,0.0,746.5,747.0,746.0,2986.0,0.5773502691896093,0.186325,0.7343833333333334,0.0,0.7453,0.36538514750673506,0.3716208333333333,0.7453,0.0,1.4864833333333332,0.42716106325171227,2.5,4.0,1.0,10.0,1.2909944487358056,40.0,40.0,40.0,160.0,0.0
5000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.5,12.0,10.0,46.0,1.0,4.5,6.0,0.0,18.0,3.0,10.0,10.0,10.0,40.0,0.0,731.75,767.0,626.0,2927.0,70.5,324.76234999999997,1298.8121333333331,0.0,1299.0493999999999,649.366531511824,324.8223791666667,1299.0494,0.0,1299.2895166666667,649.4846900720547,2.5,4.0,1.0,10.0,1.2909944487358056,46.75,61.0,42.0,187.0,9.5
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,52.0,0.0,6.0,6.0,6.0,24.0,0.0,10.0,10.0,10.0,40.0,0.0,804.5,805.0,804.0,3218.0,0.5773502691896093,0.18774999999999997,0.7413666666666666,0.0,0.7509999999999999,0.36908996419120726,0.37429999999999997,0.751,0.0,1.4971999999999999,0.43082035205029573,2.5,4.0,1.0,10.0,1.2909944487358056,44.0,44.0,44.0,176.0,0.0
15500.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,56.0,0.0,6.0,6.0,6.0,24.0,0.0,10.0,10.0,10.0,40.0,0.0,845.5,846.0,845.0,3382.0,0.5773502691896093,0.18209166666666665,0.6996666666666667,0.0,0.7283666666666666,0.34512499627751614,0.36568333333333336,0.7283666666666667,0.0,1.4627333333333334,0.4123245981738893,2.5,4.0,1.0,10.0,1.2909944487358056,45.0,45.0,45.0,180.0,0.0
