sepal_length,sepal_width,petal_length,petal_width,Result
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.13, 5.7]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.8, 3.99]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(2.79, 3.4]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(2.85, 2.94]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.13]","(3.4, 3.8]","(1.6, 2.85]","(0.2, 0.79]",Positive
