iter;dataset;cls;method;param;value;score
6;bpic2011_f1;xgboost;single_agg;processing_time;10.832390546798706;0
7;bpic2011_f1;xgboost;single_agg;colsample_bytree;0.713401085663815;0.48383473893814144
7;bpic2011_f1;xgboost;single_agg;learning_rate;2.992654233663724;0.48383473893814144
7;bpic2011_f1;xgboost;single_agg;max_depth;25;0.48383473893814144
7;bpic2011_f1;xgboost;single_agg;min_child_weight;1;0.48383473893814144
7;bpic2011_f1;xgboost;single_agg;n_estimators;70;0.48383473893814144
7;bpic2011_f1;xgboost;single_agg;subsample;0.7887582883792705;0.48383473893814144
7;bpic2011_f1;xgboost;single_agg;processing_time;13.80156421661377;0
8;bpic2011_f1;xgboost;single_agg;colsample_bytree;0.38718531368955134;0.9967710712821695
8;bpic2011_f1;xgboost;single_agg;learning_rate;0.5526450376573189;0.9967710712821695
8;bpic2011_f1;xgboost;single_agg;max_depth;6;0.9967710712821695
8;bpic2011_f1;xgboost;single_agg;min_child_weight;4;0.9967710712821695
8;bpic2011_f1;xgboost;single_agg;n_estimators;160;0.9967710712821695
8;bpic2011_f1;xgboost;single_agg;subsample;0.5881517540696752;0.9967710712821695
8;bpic2011_f1;xgboost;single_agg;processing_time;25.126587390899658;0
9;bpic2011_f1;xgboost;single_agg;colsample_bytree;0.33677314756562426;0.5055682671475958
9;bpic2011_f1;xgboost;single_agg;learning_rate;2.526649830464614;0.5055682671475958
9;bpic2011_f1;xgboost;single_agg;max_depth;13;0.5055682671475958
9;bpic2011_f1;xgboost;single_agg;min_child_weight;4;0.5055682671475958
9;bpic2011_f1;xgboost;single_agg;n_estimators;165;0.5055682671475958
9;bpic2011_f1;xgboost;single_agg;subsample;0.8296455340636911;0.5055682671475958
9;bpic2011_f1;xgboost;single_agg;processing_time;16.24754238128662;0
10;bpic2011_f1;xgboost;single_agg;colsample_bytree;0.6029865366246848;0.252791506498261
10;bpic2011_f1;xgboost;single_agg;learning_rate;4.432875045744309;0.252791506498261
10;bpic2011_f1;xgboost;single_agg;max_depth;18;0.252791506498261
10;bpic2011_f1;xgboost;single_agg;min_child_weight;2;0.252791506498261
10;bpic2011_f1;xgboost;single_agg;n_estimators;85;0.252791506498261
10;bpic2011_f1;xgboost;single_agg;subsample;0.7567663134546407;0.252791506498261
10;bpic2011_f1;xgboost;single_agg;processing_time;12.81397032737732;0
11;bpic2011_f1;xgboost;single_agg;colsample_bytree;0.39546232953113325;0.252791506498261
11;bpic2011_f1;xgboost;single_agg;learning_rate;3.874532204147425;0.252791506498261
11;bpic2011_f1;xgboost;single_agg;max_depth;26;0.252791506498261
11;bpic2011_f1;xgboost;single_agg;min_child_weight;1;0.252791506498261
11;bpic2011_f1;xgboost;single_agg;n_estimators;95;0.252791506498261
11;bpic2011_f1;xgboost;single_agg;subsample;0.6784311889372852;0.252791506498261
11;bpic2011_f1;xgboost;single_agg;processing_time;13.041388988494873;0
