static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_FINALIZED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_O_SELECTED-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
5000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.571428571428571,16.0,15.0,109.0,0.5345224838248487,5.0,5.0,5.0,35.0,0.0,10.0,10.0,10.0,70.0,0.0,951.5714285714286,984.0,909.0,6661.0,39.52576013545738,10.718607142857142,71.45705,0.0,75.03025,26.802312494930597,42.58264285714286,75.03025,0.0,298.0785,39.600522232259415,4.0,7.0,1.0,28.0,2.160246899469287,17.571428571428573,18.0,17.0,123.0,0.5345224838248489
10000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.571428571428571,17.0,15.0,109.0,0.7867957924694436,5.0,5.0,5.0,35.0,0.0,10.0,10.0,10.0,70.0,0.0,956.8571428571429,1059.0,914.0,6698.0,57.58885474183515,20.623676190476193,72.55111666666667,0.0,144.36573333333334,33.02813796022581,42.63115952380952,144.36573333333334,0.0,298.41811666666666,57.43223119283384,4.0,7.0,1.0,28.0,2.160246899469287,18.142857142857142,19.0,18.0,127.0,0.3779644730092273
32000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.142857142857142,17.0,16.0,113.0,0.3779644730092273,5.0,5.0,5.0,35.0,0.0,10.0,10.0,10.0,70.0,0.0,992.2857142857143,1021.0,975.0,6946.0,21.8381492325875,5.89819761904762,33.47385,0.0,41.28738333333334,12.439837734410592,17.59877380952381,46.43265,0.0,123.19141666666667,21.828929410561642,4.0,7.0,1.0,28.0,2.160246899469287,18.0,18.0,18.0,126.0,0.0
5000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.428571428571427,20.0,10.0,115.0,4.7559486560567095,2.857142857142857,5.0,0.0,20.0,2.6726124191242437,10.0,10.0,10.0,70.0,0.0,998.8571428571429,1206.0,616.0,6992.0,278.6140870878741,372.77840476190477,2290.0966166666667,0.0,2609.4488333333334,853.5633805954274,1027.9524595238095,2609.4488333333334,0.0,7195.667216666667,1285.9571719636335,4.0,7.0,1.0,28.0,2.160246899469287,42.42857142857143,75.0,23.0,297.0,23.89460987236203
5000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,15.714285714285714,20.0,10.0,110.0,5.3452248382484875,2.857142857142857,5.0,0.0,20.0,2.6726124191242437,10.0,10.0,10.0,70.0,0.0,957.4285714285714,1206.0,620.0,6702.0,310.0397055985233,329.2987976190476,2293.8244,0.0,2305.0915833333333,866.2785619689315,986.1607738095237,2305.0915833333333,0.0,6903.125416666666,1229.493691513328,4.142857142857143,8.0,1.0,29.0,2.410295378065479,40.142857142857146,64.0,24.0,281.0,20.16951967225605
5000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.714285714285714,20.0,10.0,110.0,5.3452248382484875,2.857142857142857,5.0,0.0,20.0,2.6726124191242437,10.0,10.0,10.0,70.0,0.0,961.0,1214.0,620.0,6727.0,315.55189747488447,327.4170238095238,2285.310916666667,0.0,2291.9191666666666,863.3517016120494,981.4479428571428,2291.9191666666666,0.0,6870.1356,1223.6380337413857,4.0,7.0,1.0,28.0,2.160246899469287,41.285714285714285,64.0,25.0,289.0,20.320058117652174
6000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.428571428571427,20.0,10.0,115.0,4.7559486560567095,2.857142857142857,5.0,0.0,20.0,2.6726124191242437,10.0,10.0,10.0,70.0,0.0,1017.5714285714286,1233.0,627.0,7123.0,287.17117841852746,369.24077380952383,2274.2575666666667,0.0,2584.6854166666667,847.790153998214,1019.7408285714286,2584.6854166666667,0.0,7138.1858,1275.5515572142046,4.0,7.0,1.0,28.0,2.160246899469287,42.857142857142854,75.0,26.0,300.0,21.57489722979441
15000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.571428571428573,21.0,10.0,116.0,5.5634864026418684,2.857142857142857,5.0,0.0,20.0,2.6726124191242437,10.0,10.0,10.0,70.0,0.0,1014.0,1279.0,629.0,7098.0,331.88803332851074,331.72109285714293,2230.078266666667,0.0,2322.0476500000004,837.7441421042677,969.6264095238095,2322.04765,0.0,6787.384866666666,1209.2642622692238,4.0,7.0,1.0,28.0,2.160246899469287,41.285714285714285,61.0,27.0,289.0,17.82053390253582
5000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.857142857142858,22.0,10.0,118.0,6.4142698058981855,2.857142857142857,5.0,0.0,20.0,2.6726124191242437,10.0,10.0,10.0,70.0,0.0,1032.0,1328.0,635.0,7224.0,368.5593574988973,313.48017619047613,2186.957433333333,0.0,2194.361233333333,826.1274317612927,939.1013261904762,2194.361233333333,0.0,6573.709283333334,1170.7442206431547,4.0,7.0,1.0,28.0,2.160246899469287,42.0,59.0,30.0,294.0,14.977761292440647
50000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.285714285714286,23.0,0.0,86.0,8.179533110438632,2.2857142857142856,6.0,0.0,16.0,2.8702082220799308,10.0,10.0,10.0,70.0,0.0,758.8571428571429,1439.0,0.0,5312.0,515.0218210818607,292.82341428571425,2047.360683333333,0.0,2049.7639,773.6784875142597,1171.1226738095236,2049.7639,0.0,8197.858716666666,1095.2911816528792,4.0,7.0,1.0,28.0,2.160246899469287,49.857142857142854,64.0,31.0,349.0,17.63924196622001
7000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.857142857142857,10.0,1.0,34.0,4.810702354423639,3.4285714285714284,6.0,0.0,24.0,3.2071349029490928,10.0,10.0,10.0,70.0,0.0,343.42857142857144,652.0,117.0,2404.0,281.8119095796918,282.16557142857135,1959.8329666666664,0.0,1975.1589999999997,739.7897455609672,843.4175857142857,1975.159,0.0,5903.9231,1051.4394572354777,4.0,7.0,1.0,28.0,2.160246899469287,43.42857142857143,58.0,33.0,304.0,13.010984370358544
15000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,70.0,0.0,3.4285714285714284,6.0,0.0,24.0,3.2071349029490928,10.0,10.0,10.0,70.0,0.0,635.1428571428571,657.0,623.0,4446.0,15.09336025573908,210.57754999999997,1459.13835,0.0,1474.0428499999998,550.5743374760732,629.1135238095238,1474.04285,0.0,4403.794666666667,784.24802456724,4.0,7.0,1.0,28.0,2.160246899469287,44.0,58.0,34.0,308.0,12.476644848141932
