static__AMOUNT_REQ,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Resource_112.0,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
5500.0,1.0,1.0,1.0,0.0,0.0,3.0,18.0,18.0,18.0,54.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,1098.0,1098.0,1098.0,3294.0,0.0,0.2003611111111111,0.5989,0.0,0.6010833333333333,0.34514652859865724,0.20108888888888887,0.6010833333333333,0.0,0.6032666666666666,0.34640707040406366,2.0,3.0,1.0,6.0,1.0,51.666666666666664,52.0,51.0,155.0,0.5773502691896247
33000.0,1.0,1.0,1.0,0.0,0.0,3.0,19.0,19.0,19.0,57.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,1170.0,1170.0,1170.0,3510.0,0.0,0.30150000000000005,0.90075,0.0,0.9045000000000001,0.5189691103524372,0.30275,0.9045,0.0,0.90825,0.5211341597899719,2.0,3.0,1.0,6.0,1.0,55.0,55.0,55.0,165.0,0.0
7000.0,1.0,1.0,1.0,0.0,0.0,3.0,22.0,22.0,22.0,66.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,1328.0,1328.0,1328.0,3984.0,0.0,0.22461666666666666,0.6723833333333333,0.0,0.67385,0.3877780017111738,0.22510555555555553,0.67385,0.0,0.6753166666666666,0.38862478059510386,2.0,3.0,1.0,6.0,1.0,58.0,58.0,58.0,174.0,0.0
7493.0,1.0,0.0,1.0,1.0,0.0,3.0,23.0,23.0,23.0,69.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,1391.3333333333333,1392.0,1391.0,4174.0,0.5773502691896586,0.2400055555555555,0.7171,0.0,0.7200166666666665,0.4131784825301602,0.24097777777777774,0.7200166666666666,0.0,0.7229333333333332,0.4148624103688318,2.0,3.0,1.0,6.0,1.0,59.0,59.0,59.0,177.0,0.0
8000.0,1.0,1.0,1.0,0.0,0.0,3.0,23.0,23.0,23.0,69.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,1431.0,1431.0,1431.0,4293.0,0.0,0.22026666666666664,0.6575833333333333,0.0,0.6607999999999999,0.3787307578537086,0.2213388888888889,0.6608,0.0,0.6640166666666667,0.3805878845554209,2.0,3.0,1.0,6.0,1.0,60.0,60.0,60.0,180.0,0.0
50000.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,12.0,12.0,12.0,36.0,0.0,0.09007777777777776,0.2658,0.0,0.27023333333333327,0.1521960516838336,0.09155555555555554,0.2702333333333333,0.0,0.2746666666666666,0.15475537087550406,2.0,3.0,1.0,6.0,1.0,61.0,61.0,61.0,183.0,0.0
10000.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,15.333333333333334,16.0,15.0,46.0,0.5773502691896255,0.23526666666666665,0.702,0.0,0.7058,0.4042073890137751,0.23653333333333335,0.7058,0.0,0.7096,0.40640129592969226,2.0,3.0,1.0,6.0,1.0,62.0,62.0,62.0,186.0,0.0
30000.0,1.0,1.0,1.0,0.0,0.0,3.0,9.0,9.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,549.6666666666666,550.0,549.0,1649.0,0.577350269189634,0.2545222222222222,0.7147333333333333,0.0,0.7635666666666666,0.39930173265802854,0.2708,0.7635666666666666,0.0,0.8123999999999999,0.4274463878013761,2.0,3.0,1.0,6.0,1.0,66.0,66.0,66.0,198.0,0.0
8000.0,1.0,1.0,1.0,0.0,0.0,3.0,10.0,10.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,630.3333333333334,631.0,630.0,1891.0,0.5773502691896093,0.2897888888888889,0.8415333333333334,0.0,0.8693666666666666,0.4780273241066797,0.29906666666666665,0.8693666666666666,0.0,0.8971999999999999,0.49409031675505555,2.0,3.0,1.0,6.0,1.0,60.0,60.0,60.0,180.0,0.0
5800.0,1.0,0.0,1.0,1.0,0.0,3.0,10.0,10.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,634.3333333333334,635.0,634.0,1903.0,0.5773502691896093,0.24377777777777776,0.7248833333333333,0.0,0.7313333333333333,0.4166621140862399,0.24592777777777775,0.7313333333333333,0.0,0.7377833333333332,0.42038591276129617,2.0,3.0,1.0,6.0,1.0,60.0,60.0,60.0,180.0,0.0
10000.0,1.0,0.0,1.0,1.0,0.0,3.0,10.0,10.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,652.3333333333334,653.0,652.0,1957.0,0.5773502691896093,0.1919611111111111,0.5691166666666667,0.0,0.5758833333333333,0.3266438148186175,0.19421666666666662,0.5758833333333333,0.0,0.5826499999999999,0.33055034454342624,2.0,3.0,1.0,6.0,1.0,58.0,58.0,58.0,174.0,0.0
50000.0,1.0,1.0,1.0,0.0,0.0,3.0,11.0,11.0,11.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,698.0,698.0,698.0,2094.0,0.0,0.24434444444444445,0.72705,0.0,0.7330333333333333,0.41804597844327196,0.24633888888888889,0.7330333333333333,0.0,0.7390166666666667,0.4215003698210231,2.0,3.0,1.0,6.0,1.0,58.0,58.0,58.0,174.0,0.0
20000.0,1.0,0.0,1.0,1.0,0.0,3.0,11.0,11.0,11.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,699.0,699.0,699.0,2097.0,0.0,0.2011166666666667,0.59845,0.0,0.60335,0.34410948233568533,0.20275,0.60335,0.0,0.6082500000000001,0.34693842753433934,2.0,3.0,1.0,6.0,1.0,59.0,59.0,59.0,177.0,0.0
7000.0,1.0,1.0,1.0,0.0,0.0,3.0,12.0,12.0,12.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,720.0,720.0,720.0,2160.0,0.0,0.24616111111111108,0.7307,0.0,0.7384833333333333,0.41964103255485363,0.24875555555555554,0.7384833333333334,0.0,0.7462666666666666,0.424134550956197,2.0,3.0,1.0,6.0,1.0,61.0,61.0,61.0,183.0,0.0
7500.0,1.0,1.0,1.0,0.0,0.0,3.0,12.0,12.0,12.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,726.3333333333334,727.0,726.0,2179.0,0.5773502691896093,0.2671722222222222,0.7960166666666667,0.0,0.8015166666666667,0.4580009796002786,0.26900555555555555,0.8015166666666667,0.0,0.8070166666666666,0.4611763492337748,2.0,3.0,1.0,6.0,1.0,62.0,62.0,62.0,186.0,0.0
25000.0,1.0,1.0,1.0,0.0,0.0,3.0,12.0,12.0,12.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,741.0,741.0,741.0,2223.0,0.0,0.2167,0.6418166666666667,0.0,0.6501,0.3681851281775394,0.2194611111111111,0.6501,0.0,0.6583833333333333,0.372967214203032,2.0,3.0,1.0,6.0,1.0,62.0,62.0,62.0,186.0,0.0
25000.0,1.0,1.0,1.0,0.0,0.0,3.0,12.0,12.0,12.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,775.3333333333334,776.0,775.0,2326.0,0.5773502691896093,0.24777777777777776,0.73725,0.0,0.7433333333333333,0.4239062915096702,0.24980555555555553,0.7433333333333333,0.0,0.7494166666666666,0.42741841597527686,2.0,3.0,1.0,6.0,1.0,65.0,65.0,65.0,195.0,0.0
15000.0,1.0,1.0,1.0,0.0,0.0,3.0,13.0,13.0,13.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,782.3333333333334,783.0,782.0,2347.0,0.5773502691896093,0.23666111111111113,0.7041833333333334,0.0,0.7099833333333334,0.40489650678130545,0.23859444444444444,0.7099833333333333,0.0,0.7157833333333333,0.40824505315548637,2.0,3.0,1.0,6.0,1.0,66.0,66.0,66.0,198.0,0.0
26000.0,1.0,1.0,1.0,0.0,0.0,3.0,13.0,13.0,13.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,789.3333333333334,790.0,789.0,2368.0,0.5773502691896093,0.23740555555555554,0.7060166666666666,0.0,0.7122166666666666,0.40584096650362017,0.23947222222222223,0.7122166666666667,0.0,0.7184166666666667,0.40942043465710753,2.0,3.0,1.0,6.0,1.0,67.0,67.0,67.0,201.0,0.0
7500.0,1.0,1.0,1.0,0.0,0.0,3.0,13.0,13.0,13.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,790.0,790.0,790.0,2370.0,0.0,0.22053333333333333,0.6543666666666667,0.0,0.6616,0.3757280946523844,0.22294444444444442,0.6616,0.0,0.6688333333333333,0.37990407025009953,2.0,3.0,1.0,6.0,1.0,67.66666666666667,68.0,67.0,203.0,0.5773502691896278
25000.0,1.0,1.0,1.0,0.0,0.0,3.0,13.0,13.0,13.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,795.3333333333334,796.0,795.0,2386.0,0.5773502691896093,0.29631111111111114,0.88185,0.0,0.8889333333333334,0.5071039205169919,0.29867222222222223,0.8889333333333334,0.0,0.8960166666666667,0.5111933859806583,2.0,3.0,1.0,6.0,1.0,66.0,66.0,66.0,198.0,0.0
6000.0,1.0,1.0,1.0,0.0,0.0,3.0,13.0,13.0,13.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,835.0,835.0,835.0,2505.0,0.0,0.3150166666666666,0.9358333333333332,0.0,0.9450499999999998,0.5376627539121939,0.31808888888888887,0.94505,0.0,0.9542666666666666,0.5429838053481617,2.0,3.0,1.0,6.0,1.0,66.0,66.0,66.0,198.0,0.0
43640.0,1.0,0.0,1.0,1.0,0.0,3.0,14.0,14.0,14.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,845.3333333333334,846.0,845.0,2536.0,0.5773502691896093,0.13258333333333333,0.3908,0.0,0.39775,0.2236491914435045,0.1349,0.39775,0.0,0.4047,0.22766129996114845,2.0,3.0,1.0,6.0,1.0,67.0,67.0,67.0,201.0,0.0
10000.0,1.0,1.0,1.0,0.0,0.0,3.0,14.0,14.0,14.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,863.3333333333334,864.0,863.0,2590.0,0.5773502691896093,0.3046111111111111,0.77075,0.0,0.9138333333333334,0.40997842366442944,0.3523055555555556,0.9138333333333334,0.0,1.0569166666666667,0.49153157984150064,2.0,3.0,1.0,6.0,1.0,70.0,70.0,70.0,210.0,0.0
8400.0,1.0,1.0,1.0,0.0,0.0,3.0,14.0,14.0,14.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,30.0,0.0,866.3333333333334,867.0,866.0,2599.0,0.5773502691896093,0.20359999999999998,0.6070166666666666,0.0,0.6107999999999999,0.3493742028414678,0.20486111111111108,0.6108,0.0,0.6145833333333333,0.3515584795407971,2.0,3.0,1.0,6.0,1.0,71.66666666666667,72.0,71.0,215.0,0.5773502691896278
