static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_FINALIZED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_O_SELECTED-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
5000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.625,16.0,15.0,125.0,0.5175491695067657,5.0,5.0,5.0,40.0,0.0,10.0,10.0,10.0,80.0,0.0,959.625,1016.0,909.0,7677.0,43.104316986319816,13.457672916666665,71.45705,0.0,107.66138333333332,25.995391580590763,50.71748541666666,107.66138333333332,0.0,405.7398833333333,43.284846112083855,4.5,8.0,1.0,36.0,2.449489742783178,17.625,18.0,17.0,141.0,0.5175491695067657
10000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75,17.0,15.0,126.0,0.8864052604279188,5.0,5.0,5.0,40.0,0.0,10.0,10.0,10.0,80.0,0.0,970.125,1063.0,914.0,7761.0,65.19955630874446,18.560614583333333,72.55111666666667,0.0,148.48491666666666,31.129902669828116,55.862879166666666,148.48491666666666,0.0,446.9030333333333,65.02214759199285,4.5,8.0,1.0,36.0,2.449489742783178,18.25,19.0,18.0,146.0,0.4629100498862759
32000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,17.0,16.0,130.0,0.4629100498862759,5.0,5.0,5.0,40.0,0.0,10.0,10.0,10.0,80.0,0.0,995.875,1021.0,975.0,7967.0,22.62386540170105,5.80408125,33.47385,0.0,46.43265,11.520127845536049,21.203008333333333,46.43265,0.0,169.62406666666666,22.63524848995618,4.5,8.0,1.0,36.0,2.449489742783178,18.0,18.0,18.0,144.0,0.0
5000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,20.0,10.0,130.0,4.432026302139591,2.5,5.0,0.0,20.0,2.672612419124244,10.0,10.0,10.0,80.0,0.0,991.0,1206.0,616.0,7928.0,258.9020774622824,326.36233541666667,2290.0966166666667,0.0,2610.8986833333333,801.0771277112582,1225.8207375,2610.8986833333333,0.0,9806.5659,1315.545459538523,4.5,8.0,1.0,36.0,2.449489742783178,46.5,75.0,23.0,372.0,24.939927826679853
5000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,20.0,10.0,120.0,5.345224838248488,2.5,5.0,0.0,20.0,2.672612419124244,10.0,10.0,10.0,80.0,0.0,916.625,1206.0,620.0,7333.0,309.37353174254764,288.13644791666667,2293.8244,0.0,2305.0915833333333,810.4244273757286,1151.027125,2305.0915833333333,0.0,9208.217,1230.1021789787956,4.5,8.0,1.0,36.0,2.449489742783178,42.625,64.0,24.0,341.0,19.949489789394185
5000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,10.0,120.0,5.345224838248488,2.5,5.0,0.0,20.0,2.672612419124244,10.0,10.0,10.0,80.0,0.0,919.125,1214.0,620.0,7353.0,315.240242853424,286.4898979166667,2285.310916666667,0.0,2291.9191833333334,807.6472553529537,1145.2568479166666,2291.9191833333334,0.0,9162.054783333333,1223.9519270911928,4.5,8.0,1.0,36.0,2.449489742783178,43.875,64.0,25.0,351.0,20.18795609834169
6000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,20.0,10.0,130.0,4.432026302139591,2.5,5.0,0.0,20.0,2.672612419124244,10.0,10.0,10.0,80.0,0.0,1009.125,1233.0,627.0,8073.0,266.94003473225433,324.65715625,2274.2575666666667,0.0,2597.25725,794.9663077102027,1216.93038125,2597.25725,0.0,9735.44305,1306.012412600262,4.5,8.0,1.0,36.0,2.449489742783178,46.5,75.0,26.0,372.0,22.47538335919673
15000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,10.0,128.0,5.398412465054625,2.5,5.0,0.0,20.0,2.672612419124244,10.0,10.0,10.0,80.0,0.0,978.125,1279.0,629.0,7825.0,323.5894389500374,291.05119375000004,2230.078266666667,0.0,2328.4095500000003,784.0843399068079,1139.4743020833332,2328.40955,0.0,9115.794416666666,1218.2789679354014,4.5,8.0,1.0,36.0,2.449489742783178,43.875,62.0,27.0,351.0,18.051018966094013
5000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,22.0,10.0,128.0,6.414269805898186,2.5,5.0,0.0,20.0,2.672612419124244,10.0,10.0,10.0,80.0,0.0,984.25,1328.0,635.0,7874.0,366.97596262269974,275.3792770833333,2186.957433333333,0.0,2203.0342166666665,772.4000811724384,1097.0929375,2203.0342166666665,0.0,8776.7435,1172.4021578847755,4.5,8.0,1.0,36.0,2.449489742783178,43.875,59.0,30.0,351.0,14.846235694131838
50000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,23.0,0.0,98.0,7.573449864965295,2.0,6.0,0.0,16.0,2.7774602993176543,10.0,10.0,10.0,80.0,0.0,754.5,1439.0,0.0,6036.0,476.97678889318826,270.64630416666665,2047.360683333333,0.0,2165.170433333333,719.0283690206157,1295.3786437499998,2165.170433333333,0.0,10363.029149999998,1073.2188709889037,4.5,8.0,1.0,36.0,2.449489742783178,51.25,64.0,31.0,410.0,16.799234676445405
7000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,10.0,1.0,44.0,4.810702354423639,3.0,6.0,0.0,24.0,3.2071349029490928,10.0,10.0,10.0,80.0,0.0,382.0,652.0,117.0,3056.0,282.7977571137569,246.8948770833333,1959.8329666666664,0.0,1975.1590166666665,692.1393781065751,984.8852645833333,1975.1590166666667,0.0,7879.0821166666665,1052.4721527776665,4.5,8.0,1.0,36.0,2.449489742783178,45.125,58.0,33.0,361.0,12.966302479889942
15000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,80.0,0.0,3.0,6.0,0.0,24.0,3.2071349029490928,10.0,10.0,10.0,80.0,0.0,637.875,657.0,623.0,5103.0,15.968160284050983,184.2553583333333,1459.13835,0.0,1474.0428666666664,515.1411237813463,734.7296916666667,1474.042866666667,0.0,5877.837533333333,785.1239373813255,4.5,8.0,1.0,36.0,2.449489742783178,45.75,58.0,34.0,366.0,12.566963492768306
10000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,11.0,10.0,86.0,0.46291004988627593,3.0,6.0,0.0,24.0,3.2071349029490928,10.0,10.0,10.0,80.0,0.0,671.625,681.0,654.0,5373.0,10.99269237786113,178.76726458333334,1413.449,0.0,1430.1381166666667,498.90742377992825,711.6072166666667,1430.1381166666667,0.0,5692.857733333333,760.3136299433309,4.5,8.0,1.0,36.0,2.449489742783178,47.5,58.0,37.0,380.0,11.224972160321823
