static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_CANCELLED-COMPLETE,agg__Activity_A_DECLINED-COMPLETE,agg__Activity_A_FINALIZED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_O_CANCELLED-COMPLETE,agg__Activity_O_CREATED-COMPLETE,agg__Activity_O_DECLINED-COMPLETE,agg__Activity_O_SELECTED-COMPLETE,agg__Activity_O_SENT-COMPLETE,agg__Activity_O_SENT_BACK-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Activity_W_Nabellen offertes-COMPLETE,agg__Activity_W_Nabellen offertes-SCHEDULE,agg__Activity_W_Nabellen offertes-START,agg__Activity_W_Valideren aanvraag-SCHEDULE,agg__Activity_W_Valideren aanvraag-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10789.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10899.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11029.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_11289.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
10000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.176470588235293,21.0,9.0,224.0,4.141788474162567,1.3529411764705883,5.0,0.0,23.0,2.2062744749517296,10.0,10.0,10.0,170.0,0.0,816.5294117647059,1297.0,594.0,13881.0,260.37499823501173,1029.8906362745097,10571.322366666667,0.0,17508.140816666666,2736.7272841504605,3982.8176362745103,17508.140816666666,0.0,67707.89981666667,5203.99664710638,9.0,17.0,1.0,153.0,5.049752469181039,373.5882352941176,553.0,297.0,6351.0,74.66429771277019
6000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.823529411764707,17.0,10.0,201.0,2.984026099870087,1.1764705882352942,5.0,0.0,20.0,2.1861865804880156,10.0,10.0,10.0,170.0,0.0,733.2352941176471,1078.0,604.0,12465.0,198.76195857474988,739.1828598039216,10148.763833333333,0.0,12566.108616666666,2493.703624983699,3637.171411764706,12566.108616666665,0.0,61831.914000000004,4380.711676248004,9.0,17.0,1.0,153.0,5.049752469181039,368.11764705882354,484.0,299.0,6258.0,61.187092545059265
7000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.529411764705882,18.0,10.0,264.0,2.8088620262221746,1.588235294117647,5.0,0.0,27.0,2.0018373912924274,10.0,10.0,10.0,170.0,0.0,957.2941176470588,1114.0,615.0,16274.0,173.14977790408884,241.87643137254898,2381.3177666666666,0.0,4111.899333333333,623.7513665446352,2639.486765686275,4111.899333333334,0.0,44871.275016666674,1636.3481535884443,9.0,17.0,1.0,153.0,5.049752469181039,344.11764705882354,369.0,300.0,5850.0,27.479270261738176
6000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.470588235294118,19.0,10.0,212.0,3.8098170405352723,1.1764705882352942,5.0,0.0,20.0,2.1861865804880156,10.0,10.0,10.0,170.0,0.0,777.4117647058823,1173.0,623.0,13216.0,228.66161101711228,735.8746784313726,10150.284433333334,0.0,12509.869533333334,2490.622319936734,3585.8914009803916,12509.869533333333,0.0,60960.15381666666,4371.627081002002,9.0,17.0,1.0,153.0,5.049752469181039,365.0,484.0,301.0,6205.0,61.23214025330159
15500.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.588235294117647,20.0,10.0,214.0,3.641064808703145,0.8823529411764706,5.0,0.0,15.0,1.9647631199834394,10.0,10.0,10.0,170.0,0.0,788.8823529411765,1233.0,607.0,13411.0,221.34952065481787,142.35886666666664,2253.87745,0.0,2420.1007333333328,544.5940966208817,1927.9025901960786,2420.100733333333,0.0,32774.344033333335,922.0588950284425,9.0,17.0,1.0,153.0,5.049752469181039,342.11764705882354,361.0,302.0,5816.0,20.018373912924268
45000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.352941176470589,12.0,1.0,159.0,4.0917779825918625,1.0588235294117647,6.0,0.0,18.0,2.357715743980127,10.0,10.0,10.0,170.0,0.0,588.4117647058823,725.0,110.0,10003.0,231.1217370844663,120.90622058823529,1966.9517666666666,0.0,2055.40575,476.00640654619406,1664.3759990196074,2055.40575,0.0,28294.391983333328,794.9554542018237,9.0,17.0,1.0,153.0,5.049752469181039,340.0,353.0,306.0,5780.0,16.35160542576781
30000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.529411764705882,21.0,4.0,247.0,6.783414028522285,1.411764705882353,6.0,0.0,24.0,2.623423896585619,10.0,10.0,10.0,170.0,0.0,898.4705882352941,1271.0,263.0,15274.0,407.46796156984215,144.03448627450985,1807.8545166666668,0.0,2448.5862666666676,444.0365073479399,1736.8629225490197,2448.5862666666667,0.0,29526.669683333334,1009.9613903137406,9.058823529411764,18.0,1.0,154.0,5.153525349642879,336.88235294117646,357.0,308.0,5727.0,17.20422314775204
15000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.176470588235293,18.0,10.0,190.0,1.8109146210426055,1.411764705882353,6.0,0.0,24.0,2.623423896585619,10.0,10.0,10.0,170.0,0.0,707.4117647058823,1126.0,652.0,12026.0,109.62439214399858,705.5247196078432,10503.35325,0.0,11993.920233333334,2549.078337448391,1749.1572215686274,11993.920233333334,0.0,29735.672766666667,2716.513771412465,9.0,17.0,1.0,153.0,5.049752469181039,346.3529411764706,502.0,312.0,5888.0,42.55575927014843
17000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.764705882352942,11.0,10.0,183.0,0.43723731609760286,1.0588235294117647,6.0,0.0,18.0,2.357715743980127,10.0,10.0,10.0,170.0,0.0,679.0,701.0,628.0,11543.0,29.419381366711264,85.73965490196078,1384.4766166666666,0.0,1457.5741333333333,334.9681585639515,1182.028075490196,1457.574133333333,0.0,20094.47728333333,564.6546277650774,9.0,17.0,1.0,153.0,5.049752469181039,342.1764705882353,357.0,313.0,5817.0,14.816524955761578
5000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.411764705882353,18.0,11.0,262.0,3.202710249332035,1.411764705882353,6.0,0.0,24.0,2.623423896585619,10.0,10.0,10.0,170.0,0.0,965.3529411764706,1123.0,708.0,16411.0,192.4100248091528,676.5403931372549,9696.9828,0.0,11501.186683333333,2349.6847869143035,1900.4387647058822,11501.186683333333,0.0,32307.459,2588.7947734695963,9.0,17.0,1.0,153.0,5.049752469181039,344.0,487.0,317.0,5848.0,38.337318633415144
19000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.941176470588236,12.0,10.0,186.0,0.658652814016432,1.0588235294117647,6.0,0.0,18.0,2.357715743980127,10.0,10.0,10.0,170.0,0.0,688.7058823529412,766.0,629.0,11708.0,44.73220974013352,80.46383529411764,1302.84195,0.0,1367.8852,315.1496843929981,1108.683620588235,1367.8852,0.0,18847.621549999996,529.5872395559114,9.0,17.0,1.0,153.0,5.049752469181039,343.0,357.0,318.0,5831.0,12.980754985747167
6500.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.411764705882353,19.0,11.0,228.0,2.7170485717367057,1.411764705882353,6.0,0.0,24.0,2.623423896585619,10.0,10.0,10.0,170.0,0.0,819.6470588235294,1165.0,715.0,13934.0,166.58066408517774,699.5606647058823,10510.939666666667,0.0,11892.5313,2549.675689985916,2906.841427450981,11892.5313,0.0,49416.30426666667,4326.076690647967,9.0,17.0,1.0,153.0,5.049752469181039,367.3529411764706,501.0,319.0,6245.0,64.5319118503305
6000.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.823529411764707,20.0,13.0,252.0,2.5058754487615467,1.411764705882353,6.0,0.0,24.0,2.623423896585619,10.0,10.0,10.0,170.0,0.0,919.2352941176471,1255.0,795.0,15627.0,162.8363938942109,704.6838735294118,10461.010616666666,0.0,11979.62585,2540.337531200106,3003.982889215686,11979.62585,0.0,51067.709116666665,4329.912567408628,9.0,17.0,1.0,153.0,5.049752469181039,369.05882352941177,498.0,320.0,6274.0,62.817663308415185
40000.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,10.0,221.0,2.3979157616563596,1.411764705882353,6.0,0.0,24.0,2.2377115411009685,10.0,10.0,10.0,170.0,0.0,814.1176470588235,1098.0,617.0,13840.0,147.0841095907972,173.8039411764706,1235.5940166666671,0.0,2954.6670000000004,394.12819342164767,1687.3313735294118,2954.667,0.0,28684.63335,1083.4392108719653,9.0,17.0,1.0,153.0,5.049752469181039,352.05882352941177,369.0,322.0,5985.0,16.946498857563817
3000.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.352941176470587,21.0,10.0,278.0,3.534493890053218,2.176470588235294,6.0,0.0,37.0,2.3247390745427503,10.0,10.0,10.0,170.0,0.0,1016.4117647058823,1315.0,634.0,17279.0,214.91860634421855,356.1527401960784,1573.3517,0.0,6054.596583333333,588.6699207278597,2295.3058411764705,6054.596583333332,0.0,39020.1993,1785.1911065281745,9.0,17.0,1.0,153.0,5.049752469181039,360.7647058823529,417.0,328.0,6133.0,29.72063553275044
50000.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.235294117647058,20.0,11.0,242.0,2.610780816267087,1.8235294117647058,6.0,0.0,31.0,2.429899537986269,10.0,10.0,10.0,170.0,0.0,891.2352941176471,1242.0,682.0,15151.0,155.45358206381283,186.43874411764708,1240.2257833333333,0.0,3169.4586500000005,373.75169259129336,1632.7504647058825,3169.45865,0.0,27756.7579,1146.8105524616,9.0,17.0,1.0,153.0,5.049752469181039,351.4117647058824,375.0,329.0,5974.0,16.822822383333182
20000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.764705882352942,21.0,12.0,285.0,2.359274564477021,1.5294117647058822,6.0,0.0,26.0,2.600904819933429,10.0,10.0,10.0,170.0,0.0,1038.7058823529412,1294.0,763.0,17658.0,139.95167233097038,858.805874509804,10317.61505,0.0,14599.699866666668,2538.949962100675,3105.297531372549,14599.699866666666,0.0,52790.058033333335,4679.65883375052,9.0,17.0,1.0,153.0,5.049752469181039,370.5882352941176,534.0,331.0,6300.0,66.0407628131382
30000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.823529411764707,18.0,12.0,286.0,2.0073394742060646,1.411764705882353,6.0,0.0,24.0,2.623423896585619,10.0,10.0,10.0,170.0,0.0,1049.8235294117646,1125.0,758.0,17847.0,121.84479640823695,92.38583627450983,1202.7678166666667,0.0,1570.559216666667,298.12551206200794,1156.0844117647061,1570.5592166666668,0.0,19653.435000000005,671.250091018977,9.0,17.0,1.0,153.0,5.049752469181039,339.70588235294116,348.0,333.0,5775.0,4.355523876101943
28500.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.882352941176471,17.0,10.0,219.0,2.3152308994238693,1.0588235294117647,6.0,0.0,18.0,2.357715743980127,10.0,10.0,10.0,170.0,0.0,812.4117647058823,1077.0,629.0,13811.0,149.5180000967816,657.214544117647,9981.078916666667,0.0,11172.64725,2414.770678057533,2107.120519607843,11172.64725,0.0,35821.048833333334,3440.3594096069614,9.0,17.0,1.0,153.0,5.049752469181039,364.3529411764706,485.0,337.0,6194.0,45.88019885592066
5000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.294117647058824,19.0,12.0,243.0,2.710274568248413,1.411764705882353,6.0,0.0,24.0,2.623423896585619,10.0,10.0,10.0,170.0,0.0,865.1176470588235,1141.0,769.0,14707.0,157.778278904663,63.77289607843137,1068.0520666666666,0.0,1084.1392333333333,258.8062556163257,825.7370774509803,1084.1392333333329,0.0,14037.530316666665,471.93268439190734,9.0,17.0,1.0,153.0,5.049752469181039,345.7647058823529,347.0,342.0,5878.0,2.1659123875605424
14000.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.352941176470587,19.0,16.0,295.0,0.996316746232607,1.411764705882353,6.0,0.0,24.0,2.623423896585619,10.0,10.0,10.0,170.0,0.0,1087.3529411764705,1190.0,969.0,18485.0,67.57767861549272,77.9037205882353,1218.5397,0.0,1324.36325,294.75842246308997,998.7925450980392,1324.36325,0.0,16979.473266666668,571.8678916434891,9.0,17.0,1.0,153.0,5.049752469181039,343.4117647058824,346.0,343.0,5838.0,1.003669737103027
