static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_ACTIVATED-COMPLETE,agg__Activity_A_APPROVED-COMPLETE,agg__Activity_A_CANCELLED-COMPLETE,agg__Activity_A_DECLINED-COMPLETE,agg__Activity_A_FINALIZED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_REGISTERED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_O_ACCEPTED-COMPLETE,agg__Activity_O_CANCELLED-COMPLETE,agg__Activity_O_CREATED-COMPLETE,agg__Activity_O_DECLINED-COMPLETE,agg__Activity_O_SELECTED-COMPLETE,agg__Activity_O_SENT-COMPLETE,agg__Activity_O_SENT_BACK-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Activity_W_Nabellen incomplete dossiers-SCHEDULE,agg__Activity_W_Nabellen incomplete dossiers-START,agg__Activity_W_Nabellen offertes-COMPLETE,agg__Activity_W_Nabellen offertes-SCHEDULE,agg__Activity_W_Nabellen offertes-START,agg__Activity_W_Valideren aanvraag-COMPLETE,agg__Activity_W_Valideren aanvraag-SCHEDULE,agg__Activity_W_Valideren aanvraag-START,agg__Activity_W_Wijzigen contractgegevens-SCHEDULE,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10789.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10899.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11029.0,agg__Resource_11049.0,agg__Resource_11079.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_11289.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
6950.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,21.0,16.0,332.0,1.142481141154959,4.0,4.0,4.0,80.0,0.0,10.05,11.0,10.0,201.0,0.22360679774997888,1012.6,1300.0,963.0,20252.0,73.0402916925057,1023.0282383333331,10415.989116666668,0.0,20460.564766666663,3144.5133571382717,4548.909536666667,20460.564766666666,0.0,90978.19073333334,6117.347214479977,10.5,20.0,1.0,210.0,5.916079783099616,608.4,674.0,571.0,12168.0,46.95058992959337
8000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,16.25,21.0,12.0,325.0,2.33677690757793,2.9,5.0,0.0,58.0,1.5525869752736792,10.0,10.0,10.0,200.0,0.0,1007.9,1315.0,723.0,20158.0,153.37017482651504,428.261935,2879.01845,0.0,8565.2387,774.1977562518327,3447.788475,8565.2387,0.0,68955.7695,3436.7254444640225,10.5,20.0,1.0,210.0,5.916079783099616,609.45,655.0,571.0,12189.0,36.767369686778096
7500.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,11.0,280.0,2.4279079146675344,3.4,5.0,0.0,68.0,1.957441939718371,10.0,10.0,10.0,200.0,0.0,870.25,1094.0,667.0,17405.0,148.8021911977884,700.5947741666666,6991.1682666666675,0.0,14011.895483333334,1975.7072274355694,3989.9309408333334,14011.895483333336,0.0,79798.61881666667,5511.000122378059,10.5,20.0,1.0,210.0,5.916079783099616,610.35,698.0,571.0,12207.0,50.691299990598424
10000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,18.0,15.0,344.0,0.695852373938459,4.05,5.0,4.0,81.0,0.223606797749979,10.0,10.0,10.0,200.0,0.0,1070.5,1080.0,952.0,21410.0,28.21440468234173,570.1360099999999,11391.324783333332,0.0,11402.720199999998,2547.043837236101,577.5139041666666,11402.7202,0.0,11550.278083333333,2547.9929149758586,10.5,20.0,1.0,210.0,5.916079783099616,576.8,655.0,572.0,11536.0,18.412238492801194
45000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,17.1,21.0,12.0,342.0,2.918182563460383,4.25,5.0,4.0,85.0,0.44426165831931935,10.0,10.0,10.0,200.0,0.0,1065.3,1281.0,762.0,21306.0,178.16287639773836,58.54671416666666,921.3328833333335,0.0,1170.9342833333333,204.07475868054294,348.2277066666667,1170.9342833333333,0.0,6964.554133333333,478.99875161905015,10.5,20.0,1.0,210.0,5.916079783099616,577.2,586.0,573.0,11544.0,4.969379925313134
15000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,20.35,22.0,18.0,407.0,1.5652475842498508,4.0,4.0,4.0,80.0,0.0,10.0,10.0,10.0,200.0,0.0,1253.15,1329.0,1134.0,25063.0,79.07909098857245,9.753733333333331,49.655483333333336,0.0,195.07466666666662,16.9006033460278,119.1824566666667,195.07466666666667,0.0,2383.649133333334,79.16158351950482,10.5,20.0,1.0,210.0,5.916079783099616,575.5,577.0,575.0,11510.0,0.8271701918684928
6000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,18.85,21.0,12.0,377.0,2.4338619949632143,3.55,5.0,0.0,71.0,1.4317821063276353,10.05,11.0,10.0,201.0,0.22360679774997888,1144.45,1272.0,727.0,22889.0,147.82937355008482,797.6709616666665,11045.690383333333,0.0,15953.41923333333,2544.3691533507167,3386.3474858333334,15953.419233333336,0.0,67726.94971666667,6043.963861805912,10.5,20.0,1.0,210.0,5.916079783099616,598.7,675.0,575.0,11974.0,40.65011167201598
25000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,21.0,11.0,340.0,2.6754242162397537,4.35,5.0,1.0,87.0,0.9333020044867295,10.05,11.0,10.0,201.0,0.22360679774997888,1063.95,1282.0,706.0,21279.0,159.89551687207958,768.1831116666667,9864.074283333333,0.0,15363.662233333334,2347.3762522805223,2402.000976666667,15363.662233333333,0.0,48040.01953333334,4482.434972338954,10.5,20.0,1.0,210.0,5.916079783099616,595.05,681.0,576.0,11901.0,30.551897175995997
5000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,14.1,20.0,9.0,282.0,4.063962287433805,4.1,5.0,1.0,82.0,1.1652874052533588,10.1,11.0,10.0,202.0,0.3077935056255463,881.25,1253.0,560.0,17625.0,246.75619226486015,758.4914216666667,8632.141366666667,0.0,15169.828433333334,2234.616537789092,3826.741414166667,15169.828433333336,0.0,76534.82828333334,5349.062547590678,10.5,20.0,1.0,210.0,5.916079783099616,610.15,685.0,577.0,12203.0,44.32211637546204
13000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,17.95,22.0,11.0,359.0,3.2195946132524527,2.1,5.0,0.0,42.0,2.174009151193638,10.0,10.0,10.0,200.0,0.0,1108.7,1321.0,719.0,22174.0,188.72734440540353,204.14519749999997,3106.984616666666,0.0,4082.9039499999994,708.2927095236886,2121.2327925,4082.90395,0.0,42424.65585,2005.8341185952986,10.5,20.0,1.0,210.0,5.916079783099616,604.6,634.0,575.0,12092.0,28.737285518075062
20000.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,23.0,10.0,262.0,5.097987218914002,4.2,5.0,1.0,84.0,1.1964860832322373,10.1,11.0,10.0,202.0,0.3077935056255463,819.1,1400.0,625.0,16382.0,299.3431229595193,753.7357141666668,8566.31385,0.0,15074.714283333335,2243.5849589510426,3740.148730833333,15074.714283333333,0.0,74802.97461666666,5265.935113332823,10.55,21.0,1.0,211.0,6.00416522091123,608.5,681.0,578.0,12170.0,43.46626035758872
2000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.85,23.0,11.0,297.0,3.660241579602722,2.6,5.0,0.0,52.0,2.436563585310911,10.0,10.0,10.0,200.0,0.0,924.65,1417.0,716.0,18493.0,219.1020610535071,189.3807683333333,2773.35085,0.0,3787.615366666666,629.9709525584053,2027.5526783333335,3787.615366666667,0.0,40551.05356666667,1637.8568657642993,10.5,20.0,1.0,210.0,5.916079783099616,604.85,633.0,579.0,12097.0,25.46261449345109
8500.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,14.0,0.0,218.0,4.876366205323494,2.25,5.0,0.0,45.0,2.5520889276702023,10.0,10.0,10.0,200.0,0.0,679.3,875.0,13.0,13586.0,298.92651799044984,187.11029000000002,2752.349366666667,0.0,3742.2058000000006,626.2041036551376,2250.3895525,3742.2058,0.0,45007.79105,1656.7234422938284,10.5,20.0,1.0,210.0,5.916079783099616,610.15,634.0,580.0,12203.0,25.1527439122612
7000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,18.0,11.0,248.0,1.9574419397183713,2.5,5.0,0.0,50.0,2.5649458802128855,10.0,10.0,10.0,200.0,0.0,773.5,1138.0,675.0,15470.0,128.1768925722327,671.1727858333334,10457.728566666667,0.0,13423.455716666667,2391.1762289831354,2546.712735833333,13423.455716666667,0.0,50934.25471666666,3978.9791966417247,10.5,20.0,1.0,210.0,5.916079783099616,609.15,665.0,583.0,12183.0,27.962898351396316
6000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,240.0,0.0,5.0,5.0,5.0,100.0,0.0,10.0,10.0,10.0,200.0,0.0,763.6,772.0,741.0,15272.0,11.68174464259242,1.5207775,16.5996,0.0,30.415549999999996,3.9202871212065697,22.395491666666665,30.41555,0.0,447.9098333333333,11.741687575406905,10.5,20.0,1.0,210.0,5.916079783099616,586.15,587.0,585.0,11723.0,0.8127277008873148
29000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,12.0,11.0,236.0,0.41039134083406176,4.1,5.0,0.0,82.0,1.6189665319514632,10.3,11.0,10.0,206.0,0.4701623459816276,733.25,771.0,668.0,14665.0,34.14654949047213,1153.4427258333333,10076.3036,0.0,23068.854516666666,2896.294493726001,6758.969685000001,23068.854516666666,0.0,135179.39370000002,8992.596015705709,10.5,20.0,1.0,210.0,5.916079783099616,627.65,712.0,586.0,12553.0,54.12779711989605
15000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,12.75,13.0,12.0,255.0,0.4442616583193197,5.0,5.0,5.0,100.0,0.0,10.0,10.0,10.0,200.0,0.0,786.55,800.0,759.0,15731.0,15.198597580732681,2.048040833333333,15.669766666666666,0.0,40.96081666666666,4.499006679765578,27.076751666666667,40.960816666666666,0.0,541.5350333333333,15.061712360146586,10.5,20.0,1.0,210.0,5.916079783099616,586.1,587.0,585.0,11722.0,0.9119095061289791
20000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35,17.0,12.0,267.0,1.694418080515829,5.0,5.0,5.0,100.0,0.0,10.0,10.0,10.0,200.0,0.0,826.05,1068.0,761.0,16521.0,104.29435822658256,518.9046441666667,10057.4604,0.0,10378.092883333333,2245.73597049161,3080.491179166667,10378.092883333333,0.0,61609.82358333334,4814.782815503791,10.55,21.0,1.0,211.0,6.00416522091123,607.45,656.0,587.0,12149.0,31.832580132542482
15000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,14.05,15.0,12.0,281.0,1.0500626547722607,5.0,5.0,5.0,100.0,0.0,10.0,10.0,10.0,200.0,0.0,873.55,932.0,779.0,17471.0,62.488293640531296,502.8834291666667,9927.351783333334,0.0,10057.668583333334,2218.361106338813,2074.2497066666665,10057.668583333334,0.0,41484.99413333333,4092.174217284814,10.55,21.0,1.0,211.0,6.00416522091123,599.95,654.0,584.0,11999.0,27.770630074538133
5000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,14.0,12.0,276.0,0.6155870112510926,4.1,5.0,2.0,82.0,1.1652874052533586,10.0,10.0,10.0,200.0,0.0,845.2,897.0,771.0,16904.0,29.609031339138827,362.67803,5677.878483333333,0.0,7253.5606,1295.7197890332484,2737.8324408333333,7253.5606,0.0,54756.64881666667,3459.963135781706,10.5,20.0,1.0,210.0,5.916079783099616,613.55,655.0,585.0,12271.0,34.72368371193241
