static__AMOUNT_REQ,index__hour_0,index__weekday_0,index__month_0,index__timesincemidnight_0,index__timesincelastevent_0,index__timesincecasestart_0,index__event_nr_0,index__open_cases_0,index__hour_1,index__weekday_1,index__month_1,index__timesincemidnight_1,index__timesincelastevent_1,index__timesincecasestart_1,index__event_nr_1,index__open_cases_1,index__hour_2,index__weekday_2,index__month_2,index__timesincemidnight_2,index__timesincelastevent_2,index__timesincecasestart_2,index__event_nr_2,index__open_cases_2,index__hour_3,index__weekday_3,index__month_3,index__timesincemidnight_3,index__timesincelastevent_3,index__timesincecasestart_3,index__event_nr_3,index__open_cases_3,index__Activity_0_A_SUBMITTED-COMPLETE,index__Activity_1_A_PARTLYSUBMITTED-COMPLETE,index__Activity_2_A_PREACCEPTED-COMPLETE,index__Activity_2_W_Afhandelen leads-SCHEDULE,index__Activity_2_W_Beoordelen fraude-SCHEDULE,index__Activity_3_W_Afhandelen leads-START,index__Activity_3_W_Beoordelen fraude-START,index__Activity_3_W_Completeren aanvraag-SCHEDULE,index__Resource_0_112.0,index__Resource_1_112.0,index__Resource_2_112.0,index__Resource_3_10138.0,index__Resource_3_10188.0,index__Resource_3_10228.0,index__Resource_3_10609.0,index__Resource_3_10629.0,index__Resource_3_10809.0,index__Resource_3_10861.0,index__Resource_3_10863.0,index__Resource_3_10881.0,index__Resource_3_10889.0,index__Resource_3_10909.0,index__Resource_3_10910.0,index__Resource_3_10912.0,index__Resource_3_10913.0,index__Resource_3_10914.0,index__Resource_3_10929.0,index__Resource_3_10931.0,index__Resource_3_10932.0,index__Resource_3_10933.0,index__Resource_3_10935.0,index__Resource_3_10939.0,index__Resource_3_10972.0,index__Resource_3_10982.0,index__Resource_3_11000.0,index__Resource_3_11001.0,index__Resource_3_11002.0,index__Resource_3_11003.0,index__Resource_3_11009.0,index__Resource_3_11119.0,index__Resource_3_11121.0,index__Resource_3_11122.0,index__Resource_3_11169.0,index__Resource_3_11179.0,index__Resource_3_11180.0,index__Resource_3_11181.0,index__Resource_3_11189.0,index__Resource_3_112.0,index__Resource_3_11201.0,index__Resource_3_11203.0,index__Resource_3_11259.0,index__Resource_3_other
32000.0,16.0,5.0,10.0,975.0,0.0,0.0,1.0,18.0,16.0,5.0,10.0,975.0,0.0055166666666666,0.0055166666666666,2.0,18.0,16.0,5.0,10.0,975.0,0.655,0.6605166666666666,3.0,18.0,16.0,5.0,10.0,975.0,0.0052333333333333,0.66575,4.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5000.0,20.0,5.0,10.0,1205.0,0.0,0.0,1.0,23.0,20.0,5.0,10.0,1205.0,0.0022333333333333,0.0022333333333333,2.0,23.0,20.0,5.0,10.0,1206.0,0.7582833333333333,0.7605166666666666,3.0,24.0,20.0,5.0,10.0,1206.0,0.00535,0.7658666666666667,4.0,24.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5000.0,20.0,5.0,10.0,1206.0,0.0,0.0,1.0,24.0,20.0,5.0,10.0,1206.0,0.0027,0.0027,2.0,24.0,20.0,5.0,10.0,1206.0,0.7448333333333333,0.7475333333333334,3.0,24.0,20.0,5.0,10.0,1206.0,0.0059833333333333,0.7535166666666666,4.0,24.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5000.0,20.0,5.0,10.0,1214.0,0.0,0.0,1.0,25.0,20.0,5.0,10.0,1214.0,0.0024166666666666,0.0024166666666666,2.0,25.0,20.0,5.0,10.0,1214.0,0.70585,0.7082666666666667,3.0,25.0,20.0,5.0,10.0,1214.0,0.00495,0.7132166666666667,4.0,25.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6000.0,20.0,5.0,10.0,1232.0,0.0,0.0,1.0,26.0,20.0,5.0,10.0,1232.0,0.00295,0.00295,2.0,26.0,20.0,5.0,10.0,1233.0,0.7062833333333334,0.7092333333333334,3.0,26.0,20.0,5.0,10.0,1233.0,0.0051166666666666,0.71435,4.0,26.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15000.0,21.0,5.0,10.0,1279.0,0.0,0.0,1.0,27.0,21.0,5.0,10.0,1279.0,0.0082166666666666,0.0082166666666666,2.0,27.0,21.0,5.0,10.0,1279.0,0.6991,0.7073166666666667,3.0,27.0,21.0,5.0,10.0,1279.0,0.006,0.7133166666666667,4.0,27.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5000.0,22.0,5.0,10.0,1327.0,0.0,0.0,1.0,30.0,22.0,5.0,10.0,1327.0,0.0034166666666666,0.0034166666666666,2.0,30.0,22.0,5.0,10.0,1328.0,0.8293333333333334,0.83275,3.0,30.0,22.0,5.0,10.0,1328.0,0.0070333333333333,0.8397833333333333,4.0,30.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50000.0,23.0,5.0,10.0,1439.0,0.0,0.0,1.0,31.0,23.0,5.0,10.0,1439.0,0.00725,0.00725,2.0,31.0,0.0,6.0,10.0,0.0,0.6075833333333334,0.6148333333333333,3.0,31.0,10.0,0.0,10.0,607.0,2047.360683333333,2047.9755166666664,4.0,64.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7000.0,1.0,6.0,10.0,117.0,0.0,0.0,1.0,33.0,1.0,6.0,10.0,117.0,0.0108166666666666,0.0108166666666666,2.0,33.0,1.0,6.0,10.0,118.0,0.7748,0.7856166666666666,3.0,33.0,1.0,6.0,10.0,118.0,0.0074166666666666,0.7930333333333334,4.0,33.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15000.0,10.0,6.0,10.0,623.0,0.0,0.0,1.0,34.0,10.0,6.0,10.0,623.0,0.01735,0.01735,2.0,34.0,10.0,6.0,10.0,624.0,0.6207333333333334,0.6380833333333333,3.0,34.0,10.0,6.0,10.0,624.0,0.00685,0.6449333333333334,4.0,34.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10000.0,11.0,6.0,10.0,680.0,0.0,0.0,1.0,37.0,11.0,6.0,10.0,680.0,0.0053833333333333,0.0053833333333333,2.0,37.0,11.0,6.0,10.0,681.0,0.8248,0.8301833333333334,3.0,37.0,11.0,6.0,10.0,681.0,0.0061,0.8362833333333334,4.0,37.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15500.0,12.0,6.0,10.0,723.0,0.0,0.0,1.0,39.0,12.0,6.0,10.0,723.0,0.00275,0.00275,2.0,39.0,12.0,6.0,10.0,724.0,0.8043833333333333,0.8071333333333334,3.0,39.0,12.0,6.0,10.0,724.0,0.0054166666666666,0.81255,4.0,39.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5000.0,12.0,6.0,10.0,746.0,0.0,0.0,1.0,40.0,12.0,6.0,10.0,746.0,0.0034,0.0034,2.0,40.0,12.0,6.0,10.0,747.0,0.7343833333333334,0.7377833333333333,3.0,40.0,12.0,6.0,10.0,747.0,0.0075166666666666,0.7453,4.0,40.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5000.0,12.0,6.0,10.0,767.0,0.0,0.0,1.0,42.0,12.0,6.0,10.0,767.0,0.00285,0.00285,2.0,42.0,12.0,6.0,10.0,767.0,0.2344166666666666,0.2372666666666666,3.0,42.0,10.0,0.0,10.0,626.0,1298.8121333333331,1299.0494,4.0,61.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,13.0,6.0,10.0,804.0,0.0,0.0,1.0,44.0,13.0,6.0,10.0,804.0,0.0024166666666666,0.0024166666666666,2.0,44.0,13.0,6.0,10.0,805.0,0.7413666666666666,0.7437833333333334,3.0,44.0,13.0,6.0,10.0,805.0,0.0072166666666666,0.751,4.0,44.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15500.0,14.0,6.0,10.0,845.0,0.0,0.0,1.0,45.0,14.0,6.0,10.0,845.0,0.01735,0.01735,2.0,45.0,14.0,6.0,10.0,846.0,0.6996666666666667,0.7170166666666666,3.0,45.0,14.0,6.0,10.0,846.0,0.01135,0.7283666666666667,4.0,45.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50000.0,14.0,6.0,10.0,864.0,0.0,0.0,1.0,46.0,14.0,6.0,10.0,864.0,0.0033,0.0033,2.0,46.0,14.0,6.0,10.0,864.0,0.1456666666666666,0.1489666666666666,3.0,46.0,10.0,0.0,10.0,630.0,1205.8398166666666,1205.9887833333332,4.0,59.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,17.0,6.0,10.0,1025.0,0.0,0.0,1.0,48.0,17.0,6.0,10.0,1025.0,0.0032,0.0032,2.0,48.0,17.0,6.0,10.0,1025.0,0.2002833333333333,0.2034833333333333,3.0,48.0,10.0,0.0,10.0,634.0,1048.162283333333,1048.3657666666666,4.0,59.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5500.0,18.0,6.0,10.0,1098.0,0.0,0.0,1.0,52.0,18.0,6.0,10.0,1098.0,0.0021833333333333,0.0021833333333333,2.0,52.0,18.0,6.0,10.0,1098.0,0.5989,0.6010833333333333,3.0,51.0,18.0,6.0,10.0,1098.0,0.0060833333333333,0.6071666666666666,4.0,51.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33000.0,19.0,6.0,10.0,1170.0,0.0,0.0,1.0,55.0,19.0,6.0,10.0,1170.0,0.00375,0.00375,2.0,55.0,19.0,6.0,10.0,1170.0,0.90075,0.9045,3.0,55.0,19.0,6.0,10.0,1170.0,0.0066833333333333,0.9111833333333332,4.0,55.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
