static__Work_Order_Qty,static__Part_Desc__Adjusting Nut,static__Part_Desc__Ballnut,static__Part_Desc__Barrel,static__Part_Desc__Bearing,static__Part_Desc__Cable Head,static__Part_Desc__Cast,static__Part_Desc__Clamp,static__Part_Desc__Compound Dies,static__Part_Desc__Cutting Wheel,static__Part_Desc__Drill,static__Part_Desc__Drum,static__Part_Desc__Electrical Contact,static__Part_Desc__Fastener,static__Part_Desc__Flange,static__Part_Desc__Flange Bolt,static__Part_Desc__Hinge,static__Part_Desc__Housing,static__Part_Desc__O-Ring,static__Part_Desc__Piston,static__Part_Desc__Plug,static__Part_Desc__Punch Holder,static__Part_Desc__Punch Plate,static__Part_Desc__Slip Ring Adapter,static__Part_Desc__Socket,static__Part_Desc__Spinner,static__Part_Desc__Spur Gear,static__Part_Desc__Wheel Shaft,static__Part_Desc__other,static__Rework_missing,agg__Activity_Final Inspection Q.C.,agg__Activity_Flat Grinding - Machine 11,agg__Activity_Grinding Rework - Machine 27,agg__Activity_Lapping - Machine 1,agg__Activity_Laser Marking - Machine 7,agg__Activity_Milling - Machine 16,agg__Activity_Packing,agg__Activity_Round Grinding - Machine 12,agg__Activity_Round Grinding - Machine 2,agg__Activity_Round Grinding - Machine 3,agg__Activity_Round Grinding - Manual,agg__Activity_Round Grinding - Q.C.,agg__Activity_Turn & Mill. & Screw Assem - Machine 10,agg__Activity_Turning & Milling - Machine 10,agg__Activity_Turning & Milling - Machine 4,agg__Activity_Turning & Milling - Machine 5,agg__Activity_Turning & Milling - Machine 6,agg__Activity_Turning & Milling - Machine 8,agg__Activity_Turning & Milling - Machine 9,agg__Activity_Turning & Milling Q.C.,agg__Activity_Turning - Machine 8,agg__Activity_Turning - Machine 9,agg__Activity_Turning Q.C.,agg__Activity_Wire Cut - Machine 13,agg__Activity_other,agg__Resource_ID0420,agg__Resource_ID0997,agg__Resource_ID0998,agg__Resource_ID3767,agg__Resource_ID3846,agg__Resource_ID4132,agg__Resource_ID4163,agg__Resource_ID4167,agg__Resource_ID4219,agg__Resource_ID4287,agg__Resource_ID4326,agg__Resource_ID4355,agg__Resource_ID4385,agg__Resource_ID4429,agg__Resource_ID4445,agg__Resource_ID4493,agg__Resource_ID4528,agg__Resource_ID4529,agg__Resource_ID4618,agg__Resource_ID4641,agg__Resource_ID4718,agg__Resource_ID4794,agg__Resource_ID4820,agg__Resource_ID4872,agg__Resource_ID4882,agg__Resource_ID4932,agg__Resource_other,agg__Report_Type_B,agg__Report_Type_D,agg__Report_Type_S,agg__Resource.1_Machine 1 - Lapping,agg__Resource.1_Machine 10 - Grinding,agg__Resource.1_Machine 11 - Grinding,agg__Resource.1_Machine 12 - Grinding,agg__Resource.1_Machine 15 - Turning,agg__Resource.1_Machine 16 - Milling,agg__Resource.1_Machine 2 - Round Grinding,agg__Resource.1_Machine 27 - Grinding,agg__Resource.1_Machine 3 - Round Grinding,agg__Resource.1_Machine 4 - Turning & Milling,agg__Resource.1_Machine 5 - Turning & Milling,agg__Resource.1_Machine 6 - Turning & Milling,agg__Resource.1_Machine 7- Laser Marking,agg__Resource.1_Machine 8 - Turning & Milling,agg__Resource.1_Machine 9 - Turning & Milling,agg__Resource.1_Packing,agg__Resource.1_Quality Check 1,agg__Resource.1_Wire Cut - Machine 13,agg__Resource.1_other,agg__Qty_Completed_mean,agg__Qty_Completed_max,agg__Qty_Completed_min,agg__Qty_Completed_sum,agg__Qty_Completed_std,agg__Qty_for_MRB_mean,agg__Qty_for_MRB_max,agg__Qty_for_MRB_min,agg__Qty_for_MRB_sum,agg__Qty_for_MRB_std,agg__activity_duration_mean,agg__activity_duration_max,agg__activity_duration_min,agg__activity_duration_sum,agg__activity_duration_std,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.888888888888889,31.0,0.0,53.0,11.900046685249228,0.0,0.0,0.0,0.0,0.0,271.1111111111111,427.0,56.0,2440.0,136.11065759561632,14.555555555555555,23.0,4.0,131.0,6.085045421176229,2.2222222222222223,6.0,0.0,20.0,2.9059326290271152,1.0,1.0,1.0,9.0,0.0,906.2222222222222,1427.0,290.0,8156.0,366.26349046068526,2365.5555555555557,13727.0,0.0,21290.0,4556.32217668788,15016.222222222223,21290.0,0.0,135146.0,8663.979971378309,5.0,9.0,1.0,45.0,2.7386127875258306,23.88888888888889,31.0,1.0,215.0,12.180357593728976
100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,25.0,0.0,75.0,11.191514642799696,0.0,0.0,0.0,0.0,0.0,225.0,651.0,14.0,2025.0,240.92166776776222,12.0,23.0,0.0,108.0,9.151502608861563,2.111111111111111,6.0,0.0,19.0,2.934469476943168,2.0,2.0,2.0,18.0,0.0,757.1111111111111,1387.0,29.0,6814.0,539.8903695298807,228.33333333333334,862.0,0.0,2055.0,298.6779201748934,634.1111111111111,2055.0,0.0,5707.0,693.4851196032336,5.0,9.0,1.0,45.0,2.7386127875258306,23.0,24.0,22.0,207.0,0.49999999999999895
17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,3.6666666666666665,7.0,0.0,33.0,3.1622776601683795,0.0,0.0,0.0,0.0,0.0,92.33333333333333,190.0,43.0,831.0,47.58413601191052,8.777777777777779,18.0,1.0,79.0,6.320161741952846,3.3333333333333335,6.0,1.0,30.0,1.6583123951777,1.0,1.0,1.0,9.0,0.0,543.3333333333334,1111.0,60.0,4890.0,390.8612285709597,3738.3333333333335,25703.0,0.0,33645.0,8355.181206891924,7188.333333333333,33645.0,0.0,64695.0,10238.686072929475,5.0,9.0,1.0,45.0,2.7386127875258306,21.555555555555557,33.0,16.0,194.0,4.639803635691685
200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77777777777778,37.0,0.0,151.0,14.245857097572069,0.0,0.0,0.0,0.0,0.0,388.55555555555554,647.0,140.0,3497.0,217.53856618489004,14.222222222222221,23.0,6.0,128.0,6.098724821177329,1.8888888888888888,3.0,0.0,17.0,1.0540925533894596,1.0,1.0,1.0,9.0,0.0,896.1111111111111,1422.0,404.0,8065.0,363.1705675176764,1694.6666666666667,11899.0,0.0,15252.0,3832.6710333656342,12006.111111111111,15252.0,0.0,108055.0,4640.9624929653455,5.0,9.0,1.0,45.0,2.7386127875258306,26.77777777777778,31.0,3.0,241.0,8.941165720667772
350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,45.44444444444444,144.0,0.0,409.0,57.9355484808574,0.0,0.0,0.0,0.0,0.0,186.33333333333334,623.0,4.0,1677.0,195.356724993024,13.333333333333334,17.0,6.0,120.0,3.4641016151377544,1.5555555555555556,6.0,0.0,14.0,2.0069324297987157,1.3333333333333333,2.0,1.0,12.0,0.5,823.5555555555555,1079.0,407.0,7412.0,201.12067963732068,4919.666666666667,21262.0,0.0,44277.0,8339.49632771668,21333.555555555555,44277.0,0.0,192002.0,21236.5799866122,5.0,9.0,1.0,45.0,2.7386127875258306,21.0,33.0,6.0,189.0,13.086252328302402
557.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.88888888888889,80.0,0.0,116.0,25.73151979792704,0.0,0.0,0.0,0.0,0.0,208.11111111111111,634.0,16.0,1873.0,228.89213859613247,10.222222222222221,20.0,5.0,92.0,5.995368582868316,2.5555555555555554,3.0,2.0,23.0,0.5270462766947298,1.0,1.0,1.0,9.0,0.0,648.6666666666666,1212.0,331.0,5838.0,356.8035173593444,242.88888888888889,688.0,0.0,2186.0,270.9789864751714,1117.6666666666667,2186.0,0.0,10059.0,865.8110359657007,5.0,9.0,1.0,45.0,2.7386127875258306,35.888888888888886,37.0,35.0,323.0,0.6009252125773319
200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,1.2222222222222223,7.0,0.0,11.0,2.386303510546059,0.0,0.0,0.0,0.0,0.0,161.11111111111111,423.0,3.0,1450.0,145.33534020021114,11.777777777777779,20.0,8.0,106.0,4.2654946306899095,2.111111111111111,3.0,1.0,19.0,0.6009252125773316,1.7777777777777777,2.0,1.0,16.0,0.4409585518440984,731.4444444444445,1217.0,520.0,6583.0,252.73657783901757,4641.444444444444,39188.0,0.0,41773.0,12959.543299351939,31651.444444444445,41773.0,0.0,284863.0,17941.41342753624,5.0,9.0,1.0,45.0,2.7386127875258306,34.0,36.0,31.0,306.0,1.8708286933869738
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.333333333333334,37.0,0.0,75.0,12.579745625409123,0.0,0.0,0.0,0.0,0.0,416.3333333333333,1212.0,40.0,3747.0,376.70910527886105,12.666666666666666,17.0,6.0,114.0,3.872983346207417,3.111111111111111,5.0,1.0,28.0,1.2692955176439846,1.0,1.0,1.0,9.0,0.0,797.0,1072.0,388.0,7173.0,240.54001746071276,627.3333333333334,1774.0,0.0,5646.0,666.2730296207404,3183.0,5646.0,0.0,28647.0,1724.5925605777152,5.0,9.0,1.0,45.0,2.7386127875258306,29.555555555555557,30.0,29.0,266.0,0.5270462766947303
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.666666666666668,80.0,0.0,249.0,30.97176133189716,0.0,0.0,0.0,0.0,0.0,144.11111111111111,265.0,43.0,1297.0,76.43370402584917,12.444444444444445,23.0,1.0,112.0,6.287112037953338,4.0,6.0,0.0,36.0,2.29128784747792,1.8888888888888888,2.0,1.0,17.0,0.3333333333333333,780.2222222222222,1430.0,75.0,7022.0,383.7211806044129,1584.3333333333333,6370.0,0.0,14259.0,2424.6555940999124,8675.222222222223,14259.0,0.0,78077.0,4621.900252541636,5.0,9.0,1.0,45.0,2.7386127875258306,33.333333333333336,35.0,31.0,300.0,1.5000000000000004
180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,0.0,45.0,12.0,0.0,0.0,0.0,0.0,0.0,129.33333333333334,266.0,8.0,1164.0,87.34414691323055,12.88888888888889,22.0,1.0,116.0,7.253351715662982,1.1111111111111112,2.0,1.0,10.0,0.3333333333333333,1.0,1.0,1.0,9.0,0.0,801.2222222222222,1337.0,75.0,7211.0,440.189668716162,160.0,695.0,0.0,1440.0,218.38784306824405,886.2222222222222,1440.0,0.0,7976.0,403.3942791419388,5.0,9.0,1.0,45.0,2.7386127875258306,16.444444444444443,18.0,14.0,148.0,1.3333333333333337
33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,15.555555555555555,33.0,0.0,140.0,16.148615351719098,0.0,0.0,0.0,0.0,0.0,176.55555555555554,650.0,38.0,1589.0,199.73614539631473,12.666666666666666,20.0,1.0,114.0,6.164414002968976,0.6666666666666666,2.0,0.0,6.0,0.7071067811865475,1.5555555555555556,2.0,1.0,14.0,0.5270462766947299,778.6666666666666,1210.0,75.0,7008.0,366.1311240525722,3546.6666666666665,26876.0,0.0,31920.0,8758.090859314032,14208.666666666666,31920.0,0.0,127878.0,15721.767457890986,5.0,9.0,1.0,45.0,2.7386127875258306,30.11111111111111,33.0,25.0,271.0,2.9767618499152917
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.4444444444444446,13.0,0.0,31.0,5.456901847914968,0.0,0.0,0.0,0.0,0.0,108.22222222222223,279.0,1.0,974.0,104.7697210287612,10.222222222222221,17.0,1.0,92.0,5.97448277631164,3.111111111111111,4.0,2.0,28.0,0.7817359599705714,1.0,1.0,1.0,9.0,0.0,637.7777777777778,1062.0,75.0,5740.0,369.11846938949617,399.22222222222223,1976.0,0.0,3593.0,650.48150968682,2162.777777777778,3593.0,0.0,19465.0,1360.1207462738168,5.0,9.0,1.0,45.0,2.7386127875258306,19.77777777777778,21.0,17.0,178.0,1.7159383568311661
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,8.0,21.0,0.0,72.0,8.703447592764606,0.0,0.0,0.0,0.0,0.0,120.66666666666667,436.0,5.0,1086.0,146.148896677327,10.444444444444445,16.0,1.0,94.0,4.719934086168766,2.6666666666666665,6.0,0.0,24.0,2.3979157616563596,1.0,1.0,1.0,9.0,0.0,654.1111111111111,960.0,60.0,5887.0,287.4445357127373,2725.8888888888887,14267.0,0.0,24533.0,4497.209980767088,12867.111111111111,24533.0,0.0,115804.0,9484.03207296934,5.0,9.0,1.0,45.0,2.7386127875258306,31.555555555555557,36.0,23.0,284.0,4.065436972550157
125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8888888888888888,11.0,0.0,17.0,3.655285366576885,0.0,0.0,0.0,0.0,0.0,206.55555555555554,539.0,75.0,1859.0,169.4233684524593,4.0,15.0,1.0,36.0,4.743416490252569,1.1111111111111112,2.0,0.0,10.0,0.7817359599705717,1.0,1.0,1.0,9.0,0.0,256.55555555555554,959.0,60.0,2309.0,298.80893189089545,320.0,1095.0,0.0,2880.0,365.4179114383968,1781.5555555555557,2880.0,0.0,16034.0,1077.741517144894,5.0,9.0,1.0,45.0,2.7386127875258306,29.555555555555557,31.0,28.0,266.0,1.0137937550497023
168.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,74.66666666666667,168.0,0.0,672.0,74.94164396382027,0.0,0.0,0.0,0.0,0.0,261.1111111111111,640.0,9.0,2350.0,199.6931674121854,11.88888888888889,19.0,6.0,107.0,4.85912657903775,1.3333333333333333,4.0,0.0,12.0,1.224744871391589,2.0,2.0,2.0,18.0,0.0,752.2222222222222,1193.0,400.0,6770.0,296.99948559626233,1033.2222222222222,4590.0,0.0,9299.0,1557.5261456696144,3072.222222222222,9299.0,0.0,27650.0,3677.282786847436,5.0,9.0,1.0,45.0,2.7386127875258306,28.77777777777778,33.0,27.0,259.0,1.855921454276674
170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.11111111111111,55.0,0.0,154.0,19.08169570848228,0.0,0.0,0.0,0.0,0.0,246.66666666666666,635.0,47.0,2220.0,215.94270073331953,12.444444444444445,22.0,2.0,112.0,6.784377479015873,2.7777777777777777,6.0,0.0,25.0,3.073181485764296,1.0,1.0,1.0,9.0,0.0,777.0,1344.0,154.0,6993.0,401.7573894777792,271.44444444444446,777.0,0.0,2443.0,291.03827545149073,891.0,2443.0,0.0,8019.0,843.0711713728563,5.0,9.0,1.0,45.0,2.7386127875258306,29.555555555555557,32.0,28.0,266.0,1.5092308563562358
