static__Work_Order_Qty,static__Part_Desc__Ballnut,static__Part_Desc__Bearing,static__Part_Desc__Cable Head,static__Part_Desc__Clamp,static__Part_Desc__Compound Dies,static__Part_Desc__Drill,static__Part_Desc__Drum,static__Part_Desc__Flange,static__Part_Desc__Flange Bolt,static__Part_Desc__Housing,static__Part_Desc__O-Ring,static__Part_Desc__Piston,static__Part_Desc__Plug,static__Part_Desc__Punch Holder,static__Part_Desc__Punch Plate,static__Part_Desc__Socket,static__Part_Desc__Spur Gear,static__Part_Desc__Wheel Shaft,static__Rework_missing,agg__Activity_Final Inspection Q.C.,agg__Activity_Flat Grinding - Machine 11,agg__Activity_Grinding Rework - Machine 27,agg__Activity_Lapping - Machine 1,agg__Activity_Laser Marking - Machine 7,agg__Activity_Milling - Machine 16,agg__Activity_Packing,agg__Activity_Round Grinding - Machine 12,agg__Activity_Round Grinding - Machine 2,agg__Activity_Round Grinding - Machine 3,agg__Activity_Round Grinding - Manual,agg__Activity_Round Grinding - Q.C.,agg__Activity_Turn & Mill. & Screw Assem - Machine 10,agg__Activity_Turning & Milling - Machine 10,agg__Activity_Turning & Milling - Machine 4,agg__Activity_Turning & Milling - Machine 5,agg__Activity_Turning & Milling - Machine 6,agg__Activity_Turning & Milling - Machine 8,agg__Activity_Turning & Milling - Machine 9,agg__Activity_Turning & Milling Q.C.,agg__Activity_Turning - Machine 8,agg__Activity_Turning - Machine 9,agg__Activity_Turning Q.C.,agg__Activity_Wire Cut - Machine 13,agg__Activity_other,agg__Resource_ID0420,agg__Resource_ID0937,agg__Resource_ID0997,agg__Resource_ID0998,agg__Resource_ID3767,agg__Resource_ID3846,agg__Resource_ID4132,agg__Resource_ID4163,agg__Resource_ID4167,agg__Resource_ID4219,agg__Resource_ID4287,agg__Resource_ID4326,agg__Resource_ID4355,agg__Resource_ID4385,agg__Resource_ID4429,agg__Resource_ID4445,agg__Resource_ID4493,agg__Resource_ID4528,agg__Resource_ID4529,agg__Resource_ID4618,agg__Resource_ID4641,agg__Resource_ID4718,agg__Resource_ID4794,agg__Resource_ID4820,agg__Resource_ID4872,agg__Resource_ID4882,agg__Resource_ID4932,agg__Resource_other,agg__Report_Type_B,agg__Report_Type_D,agg__Report_Type_S,agg__Resource.1_Machine 1 - Lapping,agg__Resource.1_Machine 10 - Grinding,agg__Resource.1_Machine 11 - Grinding,agg__Resource.1_Machine 12 - Grinding,agg__Resource.1_Machine 15 - Turning,agg__Resource.1_Machine 16 - Milling,agg__Resource.1_Machine 2 - Round Grinding,agg__Resource.1_Machine 27 - Grinding,agg__Resource.1_Machine 3 - Round Grinding,agg__Resource.1_Machine 4 - Turning & Milling,agg__Resource.1_Machine 5 - Turning & Milling,agg__Resource.1_Machine 6 - Turning & Milling,agg__Resource.1_Machine 7- Laser Marking,agg__Resource.1_Machine 8 - Turning & Milling,agg__Resource.1_Machine 9 - Turning & Milling,agg__Resource.1_Packing,agg__Resource.1_Quality Check 1,agg__Resource.1_Wire Cut - Machine 13,agg__Resource.1_other,agg__Qty_Completed_mean,agg__Qty_Completed_max,agg__Qty_Completed_min,agg__Qty_Completed_sum,agg__Qty_Completed_std,agg__Qty_for_MRB_mean,agg__Qty_for_MRB_max,agg__Qty_for_MRB_min,agg__Qty_for_MRB_sum,agg__Qty_for_MRB_std,agg__activity_duration_mean,agg__activity_duration_max,agg__activity_duration_min,agg__activity_duration_sum,agg__activity_duration_std,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,1.0,3.125,11.0,0.0,50.0,3.8794329482541645,0.0,0.0,0.0,0.0,0.0,236.5,631.0,3.0,3784.0,197.84168755177288,11.0625,20.0,6.0,177.0,4.090130397269343,3.25,6.0,1.0,52.0,1.61245154965971,1.875,2.0,1.0,30.0,0.34156502553198664,696.1875,1217.0,397.0,11139.0,246.9991143708819,2902.4375,39188.0,0.0,46439.0,9696.166575636993,37176.1875,46439.0,0.0,594819.0,14654.055567060608,8.5,16.0,1.0,136.0,4.760952285695233,34.4375,36.0,31.0,551.0,1.5041608956491355
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,2.375,13.0,0.0,38.0,4.240676046732801,0.0,0.0,0.0,0.0,0.0,144.4375,489.0,1.0,2311.0,130.99820291388224,11.125,17.0,1.0,178.0,5.0182998449009935,3.125,6.0,0.0,50.0,1.8211717839530313,1.0,1.0,1.0,16.0,0.0,693.1875,1062.0,75.0,11091.0,304.72374784384624,1315.4375,11559.0,0.0,21047.0,2842.573809507855,7278.1875,21047.0,0.0,116451.0,7532.186970760882,8.5,16.0,1.0,136.0,4.760952285695233,23.375,36.0,17.0,374.0,5.760497663686126
125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.9375,17.0,0.0,63.0,5.59128786595718,0.0,0.0,0.0,0.0,0.0,273.75,661.0,75.0,4380.0,195.6801812482126,7.0625,23.0,0.0,113.0,7.1036962209824255,1.875,4.0,0.0,30.0,1.2041594578792296,1.0,1.0,1.0,16.0,0.0,446.1875,1422.0,56.0,7139.0,434.11107929499644,378.875,1095.0,0.0,6062.0,285.5723784495505,3071.1875,6062.0,0.0,49139.0,1821.6246674786403,8.5,16.0,1.0,136.0,4.760952285695233,29.875,31.0,28.0,478.0,0.9574271077563369
170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,37.1875,170.0,0.0,595.0,54.69578746728734,0.0,0.0,0.0,0.0,0.0,199.875,635.0,27.0,3198.0,192.2411246325822,14.125,23.0,2.0,226.0,6.227626621220426,2.125,6.0,0.0,34.0,2.4460853078609777,1.0,1.0,1.0,16.0,0.0,880.125,1395.0,154.0,14082.0,367.7415532680526,996.875,8275.0,0.0,15950.0,2032.1031756942527,5164.125,15950.0,0.0,82626.0,6070.580355287294,8.5,16.0,1.0,136.0,4.760952285695233,31.375,35.0,28.0,502.0,2.446085307860976
85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,15.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,18.125,85.0,0.0,290.0,23.58777932178723,0.0,0.0,0.0,0.0,0.0,209.375,619.0,5.0,3350.0,220.02783914768602,11.0625,21.0,0.0,177.0,6.318952972341753,3.4375,6.0,0.0,55.0,1.9311050377094114,1.0,1.0,1.0,16.0,0.0,687.3125,1265.0,0.0,10997.0,378.5056087211037,484.6875,2581.0,0.0,7755.0,617.2145730349104,3867.3125,7755.0,0.0,61877.0,2669.5367567863404,8.5,16.0,1.0,136.0,4.760952285695233,21.375,28.0,16.0,342.0,3.159641329855865
151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,30.8125,151.0,0.0,493.0,49.349392093520265,0.0,0.0,0.0,0.0,0.0,288.8125,701.0,28.0,4621.0,255.50243801837453,12.0,22.0,1.0,192.0,5.887840577551898,3.875,6.0,0.0,62.0,2.247220505424423,1.0,1.0,1.0,16.0,0.0,754.375,1338.0,75.0,12070.0,349.6089005350598,1068.4375,11428.0,0.0,17095.0,2803.711586896912,5979.375,17095.0,0.0,95670.0,6361.242833231045,8.5,16.0,1.0,136.0,4.760952285695233,30.3125,35.0,28.0,485.0,2.35849528301415
30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,13.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,7.125,30.0,0.0,114.0,10.333602147041145,0.0,0.0,0.0,0.0,0.0,109.4375,481.0,20.0,1751.0,108.9513461749479,9.25,17.0,1.0,148.0,6.587867636800241,1.375,3.0,0.0,22.0,1.1474609652039003,1.4375,2.0,1.0,23.0,0.5123475382979799,576.625,1068.0,75.0,9226.0,398.24747331276313,850.9375,7698.0,0.0,13615.0,1873.3790671315471,7366.625,13615.0,0.0,117866.0,6095.809794440768,8.5,16.0,1.0,136.0,4.760952285695233,33.3125,35.0,32.0,533.0,1.1383467544352788
185.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,13.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.125,94.0,0.0,258.0,29.964145240603816,0.0,0.0,0.0,0.0,0.0,139.5625,535.0,29.0,2233.0,136.7630402070189,12.25,23.0,1.0,196.0,7.9456487043748245,4.6875,6.0,0.0,75.0,1.9224550276491081,1.0,1.0,1.0,16.0,0.0,764.5625,1414.0,75.0,12233.0,481.35004154980606,1541.625,14400.0,0.0,24666.0,3556.6663956575967,17362.5625,24666.0,0.0,277801.0,9380.573002887404,8.5,16.0,1.0,136.0,4.760952285695233,31.5625,35.0,21.0,505.0,4.816205283553985
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.75,4.0,0.0,12.0,1.3416407864998738,0.0,0.0,0.0,0.0,0.0,247.625,633.0,1.0,3962.0,196.65396851661382,13.25,23.0,0.0,212.0,6.027713773341708,2.0,4.0,0.0,32.0,1.4605934866804429,1.0,1.0,1.0,16.0,0.0,816.0625,1410.0,3.0,13057.0,360.7121601776131,983.625,6853.0,0.0,15738.0,1758.477746044383,10404.0625,15738.0,0.0,166465.0,5836.679986302144,8.5,16.0,1.0,136.0,4.760952285695233,32.9375,37.0,31.0,527.0,1.526160760426852
64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,12.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,19.75,63.0,0.0,316.0,24.318717071424636,0.0,0.0,0.0,0.0,0.0,196.375,540.0,1.0,3142.0,175.21372663122028,11.6875,22.0,0.0,187.0,6.5393042443367015,2.5625,6.0,0.0,41.0,1.8607794065928391,1.0,1.0,1.0,16.0,0.0,728.9375,1335.0,53.0,11663.0,388.50044508769014,602.1875,3198.0,0.0,9635.0,777.4859671831168,5493.9375,9635.0,0.0,87903.0,3326.462474736989,8.5,16.0,1.0,136.0,4.760952285695233,32.125,37.0,28.0,514.0,3.4809002666934714
325.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.4375,27.0,0.0,167.0,10.551263747374847,0.0,0.0,0.0,0.0,0.0,269.0625,625.0,16.0,4305.0,224.92501528287156,12.0625,23.0,6.0,193.0,6.308393879057753,2.6875,6.0,0.0,43.0,2.023816526598529,1.0,1.0,1.0,16.0,0.0,756.25,1422.0,390.0,12100.0,377.05729007672034,513.375,2712.0,0.0,8214.0,655.4082569920319,3546.25,8214.0,0.0,56740.0,2983.4497146759486,8.5,16.0,1.0,136.0,4.760952285695233,34.5625,37.0,32.0,553.0,1.7114808402861752
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,11.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5625,13.0,0.0,73.0,4.843810483493342,0.0,0.0,0.0,0.0,0.0,171.9375,517.0,5.0,2751.0,149.95353446984836,11.375,23.0,1.0,182.0,6.064926490348694,1.5,6.0,0.0,24.0,1.7888543819998317,1.0,1.0,1.0,16.0,0.0,711.0,1438.0,75.0,11376.0,369.4727775267528,1121.4375,7288.0,0.0,17943.0,1890.4620588187781,11665.0,17943.0,0.0,186640.0,5690.733356372739,8.5,16.0,1.0,136.0,4.760952285695233,31.875,35.0,28.0,510.0,2.2766935088705567
315.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.75,83.0,0.0,188.0,22.206605623852855,0.0,0.0,0.0,0.0,0.0,199.625,487.0,15.0,3194.0,168.69573201477266,11.75,21.0,1.0,188.0,6.04979338490167,3.625,6.0,0.0,58.0,1.9958289839896937,1.0,1.0,1.0,16.0,0.0,729.3125,1275.0,104.0,11669.0,356.9217876510202,1624.1875,14924.0,0.0,25987.0,3687.937404001501,19419.3125,25987.0,0.0,310709.0,6540.873425048064,8.5,16.0,1.0,136.0,4.760952285695233,33.5625,35.0,30.0,537.0,1.3149778198382922
18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,4.0,0.0,0.0,6.75,18.0,0.0,108.0,8.32265983124786,0.0,0.0,0.0,0.0,0.0,103.0625,366.0,0.0,1649.0,103.03298420085355,11.375,17.0,7.0,182.0,2.7294688127912368,1.8125,3.0,0.0,29.0,0.9810708435174292,1.0,1.0,1.0,16.0,0.0,699.3125,1078.0,426.0,11189.0,171.8618510121817,1437.1875,15993.0,0.0,22995.0,3924.0516003870284,10209.3125,22995.0,0.0,163349.0,9599.325210442312,8.5,16.0,1.0,136.0,4.760952285695233,23.625,36.0,4.0,378.0,9.039727134524952
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,12.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,0.0,0.0,4.375,9.0,0.0,70.0,4.410215414239989,0.0,0.0,0.0,0.0,0.0,125.9375,347.0,16.0,2015.0,111.35317313245577,11.0625,18.0,1.0,177.0,4.138739743770641,1.0,3.0,0.0,16.0,1.2110601416389966,1.0,1.0,1.0,16.0,0.0,691.5625,1083.0,60.0,11065.0,253.9923801350479,1335.125,9818.0,0.0,21362.0,2672.428630166451,13412.5625,21362.0,0.0,214601.0,7282.322715258276,8.5,16.0,1.0,136.0,4.760952285695233,30.25,37.0,20.0,484.0,4.640402281411962
350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.875,44.0,0.0,302.0,15.798206649279319,0.0,0.0,0.0,0.0,0.0,436.8125,1080.0,26.0,6989.0,304.2913557212342,10.5,23.0,1.0,168.0,5.887840577551898,3.4375,6.0,0.0,55.0,2.3084987907007157,1.0,1.0,1.0,16.0,0.0,661.375,1410.0,74.0,10582.0,359.46012759878295,408.5625,1088.0,0.0,6537.0,341.77399330551765,3363.375,6537.0,0.0,53814.0,2202.7427410692635,8.5,16.0,1.0,136.0,4.760952285695233,24.375,31.0,21.0,390.0,4.224926034855524
12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,6.0,12.0,0.0,96.0,5.609515724790034,0.0,0.0,0.0,0.0,0.0,162.5625,388.0,0.0,2601.0,116.67617223180861,14.0625,23.0,8.0,225.0,3.872445394493424,1.75,3.0,0.0,28.0,0.8563488385776752,1.0,1.0,1.0,16.0,0.0,877.75,1428.0,520.0,14044.0,230.12069297073947,1505.0625,17444.0,0.0,24081.0,4285.409423750159,9907.75,24081.0,0.0,158524.0,10417.491230297885,8.5,16.0,1.0,136.0,4.760952285695233,30.875,33.0,28.0,494.0,1.7464249196572972
250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.9375,18.0,0.0,47.0,5.662375826453063,0.0,0.0,0.0,0.0,0.0,235.625,629.0,13.0,3770.0,201.42289674546274,9.0,23.0,0.0,144.0,6.131883886702357,4.4375,6.0,1.0,71.0,1.4591664287073858,2.0,2.0,2.0,32.0,0.0,570.5,1419.0,11.0,9128.0,377.12296845105226,1108.9375,6777.0,0.0,17743.0,1760.204172579609,10221.5,17743.0,0.0,163544.0,5866.519047385198,8.5,16.0,1.0,136.0,4.760952285695233,34.375,35.0,32.0,550.0,0.9574271077563384
