age,priors_count,days_b_screening_arrest,is_recid,is_violent_recid,two_year_recid,length_of_stay,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,sex_Female,sex_Male,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,c_charge_degree_F,c_charge_degree_M,Result
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(24.11, 27.49]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(24.11, 27.49]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(24.11, 27.49]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(24.11, 27.49]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Positive
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(368.36, 489.29]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(368.36, 489.29]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(368.36, 489.29]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(368.36, 489.29]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(368.36, 489.29]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(368.36, 489.29]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.74, 0.92]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.74, 0.92]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.74, 0.92]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.74, 0.92]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.74, 0.92]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.74, 0.92]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.74, 0.92]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(37.27, 61.95]","(10.44, 24.11]","(6.01, 368.36]","(0.74, 0.92]","(-0.01, 0.15]","(0.74, 1.0]","(5.0200000000000005, 54.97]","(-0.01, 0.14]","(0.92, 1.0]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(-0.01, 0.049]","(-0.01, 0.23]","(0.98, 1.0]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
