sepal_length,sepal_width,petal_length,petal_width,Result
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(5.76, 6.5]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.4, 3.6]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(2.39, 3.0]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(5.69, 5.82]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(3.1, 4.5]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(0.9, 1.5]",Negative
"(4.71, 5.76]","(3.0, 3.4]","(4.5, 5.69]","(1.5, 2.09]",Negative
