Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;SHAP Subset Stability.1;SHAP Weight Stability.1;SHAP Adjusted Weight Stability.1;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
1024_5;0.0;5.0;0.0;0.80138725;1.0;0.9999999999999812;0.9999999999999812;1.0;0.9999999999999812;0.9999999999999812;1.0;0.5404056857411486;0.5404056857411486
1036_5;1.0;5.0;1.0;0.6907154999999999;1.0;0.9999999999999976;0.9999999999999976;1.0;0.9999999999999976;0.9999999999999976;0.1583079141687932;0.670310631741659;0.670310631741659
1071_5;1.0;5.0;1.0;0.92673033;1.0;0.9999999999999956;0.9999999999999956;1.0;0.9999999999999956;0.9999999999999956;0.17914610235954265;0.5287958930015143;0.5287958930015143
1073_5;0.0;5.0;0.0;0.679193;1.0;0.9999999999999976;0.9999999999999976;1.0;0.9999999999999976;0.9999999999999976;0.15959113928533453;0.29009691612058663;0.29009691612058663
1141_5;0.0;5.0;1.0;0.68072224;1.0;0.9999999999999976;0.9999999999999976;1.0;0.9999999999999976;0.9999999999999976;0.08595455803253094;0.5712989885900803;0.5712989885900803
934_5;0.0;5.0;0.0;0.90069526;1.0;0.9999999999999954;0.9999999999999954;1.0;0.9999999999999954;0.9999999999999954;0.08090249947834072;0.6652612031004203;0.6652612031004203
977_5;1.0;5.0;1.0;0.9954917999999999;1.0;1.0;1.0;1.0;1.0;1.0;0.20327196500182243;-1.6192355735656068;-1.6192355735656068
1009_6;0.0;6.0;1.0;0.9994056;1.0;0.9999999999996496;0.9999999999996496;1.0;0.9999999999996496;0.9999999999996496;0.05733755180541289;0.694251431589368;0.694251431589368
1034_6;0.0;6.0;0.0;0.92908674;1.0;0.9999999999995904;0.9999999999995904;1.0;0.9999999999995904;0.9999999999995904;0.07073384945676953;0.6116405507293929;0.6116405507293929
1059_6;1.0;6.0;1.0;0.9999181;1.0;0.9999999999996048;0.9999999999996048;1.0;0.9999999999996048;0.9999999999996048;0.10616243489132071;0.7646037230250268;0.7646037230250268
1080_6;0.0;6.0;1.0;0.61101896;1.0;0.9999999999995958;0.9999999999995958;1.0;0.9999999999995958;0.9999999999995958;0.06345461658841955;0.7109740686389427;0.7109740686389427
1104_6;1.0;6.0;1.0;0.9999982;1.0;0.9999999999998443;0.9999999999998443;1.0;0.9999999999998443;0.9999999999998443;0.041564802882630536;0.6513205313643694;0.6513205313643694
914_6;1.0;6.0;1.0;0.9999908000000002;1.0;0.999999999999714;0.999999999999714;1.0;0.999999999999714;0.999999999999714;0.04699363968585846;0.7248894543843454;0.7248894543843454
964_6;1.0;6.0;1.0;0.9979556999999999;1.0;0.9999999999998967;0.9999999999998967;1.0;0.9999999999998967;0.9999999999998967;0.054137291280148325;0.7236976807914908;0.7236976807914908
974_6;0.0;6.0;0.0;0.8839698;1.0;0.9999999999999616;0.9999999999999616;1.0;0.9999999999999616;0.9999999999999616;0.04151886909951419;0.7496297936046743;0.7496297936046743
1073_7;0.0;7.0;0.0;0.9972484;1.0;0.99999999999972;0.99999999999972;1.0;0.99999999999972;0.99999999999972;0.05495596709310324;0.5430331774727343;0.5430331774727343
1095_7;0.0;7.0;1.0;0.6958765;1.0;1.0;1.0;1.0;1.0;1.0;0.06641879974381848;0.6271532948466352;0.6271532948466352
1113_7;1.0;7.0;1.0;0.9999998999999999;1.0;0.9999999999999912;0.9999999999999912;1.0;0.9999999999999912;0.9999999999999912;0.21454327975757026;0.6030334035527928;0.6030334035527928
1126_7;1.0;7.0;1.0;0.9999958000000001;1.0;1.0;1.0;1.0;1.0;1.0;0.1671618942289682;-0.3864738893213513;-0.3864738893213513
914_7;1.0;7.0;1.0;0.99976164;1.0;1.0;1.0;1.0;1.0;1.0;0.07658359734437781;0.44240636841508385;0.44240636841508385
932_7;0.0;7.0;1.0;0.99986124;1.0;0.9999999999998508;0.9999999999998508;1.0;0.9999999999998508;0.9999999999998508;0.07210278195099196;0.5945901250495779;0.5945901250495779
949_7;1.0;7.0;1.0;1.0;1.0;0.9999999999994292;0.9999999999994292;1.0;0.9999999999994292;0.9999999999994292;0.17460598400158267;0.6214054872319081;0.6214054872319081
970_7;0.0;7.0;1.0;0.78442705;1.0;0.9999999999999905;0.9999999999999905;1.0;0.9999999999999905;0.9999999999999905;0.19765393945435805;0.6934373231568269;0.6934373231568269
1014_8;1.0;8.0;1.0;1.0;1.0;0.9999999999990424;0.9999999999990424;1.0;0.9999999999990424;0.9999999999990424;0.9088622854054953;0.38461206805280945;0.38461206805280945
1025_8;0.0;8.0;0.0;0.9768103000000001;1.0;0.9999999999987044;0.9999999999987044;1.0;0.9999999999987044;0.9999999999987044;0.9088622854054953;0.08640520659382478;0.08640520659382478
1026_8;1.0;8.0;1.0;0.9835226999999999;1.0;0.9999999999994258;0.9999999999994258;1.0;0.9999999999994258;0.9999999999994258;0.8842722922091633;0.38722633323494127;0.38722633323494127
913_8;1.0;8.0;1.0;0.9999815000000001;1.0;0.9999999999991112;0.9999999999991112;1.0;0.9999999999991112;0.9999999999991112;1.0;0.5490408086466361;0.5490408086466361
921_8;0.0;8.0;1.0;0.54253244;1.0;0.9999999999997756;0.9999999999997756;1.0;0.9999999999997756;0.9999999999997756;0.8842722922091633;-0.12237871623804808;-0.12237871623804808
933_8;0.0;8.0;0.0;0.9643255999999999;1.0;0.9999999999993028;0.9999999999993028;1.0;0.9999999999993028;0.9999999999993028;0.3643284201948014;0.5856083232582501;0.5856083232582501
952_8;0.0;8.0;0.0;0.99918437;1.0;0.9999999999948884;0.9999999999948884;1.0;0.9999999999948884;0.9999999999948884;0.9088622854054953;0.30800352767250994;0.30800352767250994
960_8;1.0;8.0;1.0;0.9999976;1.0;0.9999999999999812;0.9999999999999812;1.0;0.9999999999999812;0.9999999999999812;1.0;0.4945344570258511;0.4945344570258511
1037_9;1.0;9.0;1.0;0.99977297;1.0;0.9999999999988782;0.9999999999988782;1.0;0.9999999999988782;0.9999999999988782;1.0;0.6856673503193009;0.6856673503193009
1048_9;0.0;9.0;0.0;0.87985134;1.0;1.0;1.0;1.0;1.0;1.0;-0.018215952298249682;-0.195510429846802;-0.195510429846802
1069_9;0.0;9.0;1.0;0.76897377;1.0;1.0;1.0;1.0;1.0;1.0;-0.018582854778363522;0.27615021535962336;0.27615021535962336
1081_9;1.0;9.0;0.0;0.6901285;1.0;1.0;1.0;1.0;1.0;1.0;-0.022913718900563707;0.4705527853024065;0.4705527853024065
1105_9;0.0;9.0;0.0;0.9999529;1.0;1.0;1.0;1.0;1.0;1.0;-0.013733262407696456;0.5913720828486606;0.5913720828486606
933_9;0.0;9.0;0.0;0.95796835;1.0;1.0;1.0;1.0;1.0;1.0;-0.020926509894335865;0.4336729456416565;0.4336729456416565
962_9;1.0;9.0;1.0;0.9999998999999999;1.0;0.9999999999988782;0.9999999999988782;1.0;0.9999999999988782;0.9999999999988782;1.0;0.30476330550955044;0.30476330550955044
964_9;1.0;9.0;1.0;0.99993014;1.0;0.999999999998878;0.999999999998878;1.0;0.999999999998878;0.999999999998878;1.0;0.5851159518347275;0.5851159518347275
1025_10;0.0;10.0;0.0;0.9999601999999999;1.0;0.9999999999999952;0.9999999999999952;1.0;0.9999999999999952;0.9999999999999952;0.3498780969952556;0.6350917410924322;0.6350917410924322
1049_10;1.0;10.0;0.0;0.8941708;1.0;0.9999999999994246;0.9999999999994246;1.0;0.9999999999994246;0.9999999999994246;0.24935834357413977;0.5193086946348744;0.5193086946348744
1081_10;1.0;10.0;1.0;0.9541752;1.0;0.9999999999994236;0.9999999999994236;1.0;0.9999999999994236;0.9999999999994236;0.09441909596138887;0.4621312934344701;0.4621312934344701
1096_10;0.0;10.0;0.0;0.76683223;1.0;0.9999999999988028;0.9999999999988028;1.0;0.9999999999988028;0.9999999999988028;0.11272800117873338;0.07787602279276795;0.07787602279276795
1126_10;1.0;10.0;1.0;0.9999993;1.0;0.9999999999994246;0.9999999999994246;1.0;0.9999999999994246;0.9999999999994246;0.24935834357413977;0.40957619221074504;0.40957619221074504
1131_10;0.0;10.0;1.0;0.94250876;1.0;0.999999999999385;0.999999999999385;1.0;0.999999999999385;0.999999999999385;0.08658568436772451;-2.1029551133960798;-2.1029551133960798
926_10;1.0;10.0;1.0;0.99273527;1.0;0.9999999999994246;0.9999999999994246;1.0;0.9999999999994246;0.9999999999994246;0.24935834357413977;0.5263331122267147;0.5263331122267147
979_10;0.0;10.0;0.0;0.85184395;1.0;0.999999999999994;0.999999999999994;1.0;0.999999999999994;0.999999999999994;0.3577686449253492;0.04765965874185507;0.04765965874185507
1008_11;1.0;11.0;1.0;0.85571826;1.0;1.0;1.0;1.0;1.0;1.0;0.5537088334872182;0.7412736821746218;0.7412736821746218
1013_11;1.0;11.0;1.0;0.9682731;1.0;0.9999999999999942;0.9999999999999942;1.0;0.9999999999999942;0.9999999999999942;0.3085376443067288;0.5598162769240169;0.5598162769240169
1018_11;0.0;11.0;0.0;0.99169284;1.0;1.0;1.0;1.0;1.0;1.0;0.7133632050606153;0.7631006827984554;0.7631006827984554
1037_11;1.0;11.0;1.0;0.99865973;1.0;0.999999999999713;0.999999999999713;1.0;0.999999999999713;0.999999999999713;1.0;0.7492166855036815;0.7492166855036815
1079_11;0.0;11.0;0.0;0.95310307;1.0;0.9999999999999952;0.9999999999999952;1.0;0.9999999999999952;0.9999999999999952;0.6236155976003783;0.7397573368224281;0.7397573368224281
1105_11;0.0;11.0;0.0;0.51753664;1.0;0.9999999999999952;0.9999999999999952;1.0;0.9999999999999952;0.9999999999999952;0.6236155976003783;0.8306630846100631;0.8306630846100631
919_11;0.0;11.0;0.0;0.9897285;1.0;1.0;1.0;1.0;1.0;1.0;0.6655132641291819;0.603990884884435;0.603990884884435
938_11;1.0;11.0;1.0;0.9839743000000001;1.0;0.9999999999999998;0.9999999999999998;1.0;0.9999999999999998;0.9999999999999998;1.0;0.8161987459293547;0.8161987459293547
1010_12;0.0;12.0;0.0;0.9909591999999998;1.0;0.9999999999999272;0.9999999999999272;1.0;0.9999999999999272;0.9999999999999272;0.011022230367024655;0.39321636237614477;0.39321636237614477
1052_12;1.0;12.0;1.0;0.8112596;1.0;0.9999999999999268;0.9999999999999268;1.0;0.9999999999999268;0.9999999999999268;0.33597390493942214;0.5889747080967733;0.5889747080967733
949_12;1.0;12.0;1.0;0.5303188;1.0;0.9999999999999272;0.9999999999999272;1.0;0.9999999999999272;0.9999999999999272;0.21937676814592744;0.6273755380522843;0.6273755380522843
952_12;0.0;12.0;0.0;0.7326724;1.0;0.9999999999999264;0.9999999999999264;1.0;0.9999999999999264;0.9999999999999264;0.09456804940095176;0.41740612737812577;0.41740612737812577
955_12;1.0;12.0;0.0;0.70855236;1.0;0.9999999999999224;0.9999999999999224;1.0;0.9999999999999224;0.9999999999999224;0.24233627496516486;0.7412300697131728;0.7412300697131728
962_12;1.0;12.0;1.0;0.97632253;1.0;0.9999999999999272;0.9999999999999272;1.0;0.9999999999999272;0.9999999999999272;0.20416730534362448;0.5672589637838276;0.5672589637838276
967_12;0.0;12.0;0.0;0.93835664;1.0;0.999999999999654;0.999999999999654;1.0;0.999999999999654;0.999999999999654;0.09902258498272343;0.6710795870589132;0.6710795870589132
999_12;0.0;12.0;0.0;0.99866694;1.0;0.999999999999926;0.999999999999926;1.0;0.999999999999926;0.999999999999926;0.08655446203584849;0.08138713064350478;0.08138713064350478
1063_13;1.0;13.0;1.0;0.99485177;1.0;0.9999999999796351;0.9999999999796351;1.0;0.9999999999796351;0.9999999999796351;0.6832302633820573;0.4124157492040884;0.4124157492040884
1078_13;0.0;13.0;1.0;0.5566813;1.0;0.9999999999999998;0.9999999999999998;1.0;0.9999999999999998;0.9999999999999998;0.08729134335705668;0.4512688904469644;0.4512688904469644
1086_13;0.0;13.0;0.0;0.74769753;1.0;0.999999999999986;0.999999999999986;1.0;0.999999999999986;0.999999999999986;0.6116836873211787;0.31423081444603584;0.31423081444603584
1117_13;1.0;13.0;1.0;0.97935915;1.0;0.9999999999999954;0.9999999999999954;1.0;0.9999999999999954;0.9999999999999954;0.6517767125952916;0.4075241533017;0.4075241533017
1118_13;0.0;13.0;0.0;0.9199821;1.0;0.9999999999999952;0.9999999999999952;1.0;0.9999999999999952;0.9999999999999952;0.5847736173273657;0.4463877461636433;0.4463877461636433
1121_13;1.0;13.0;1.0;0.5638154000000001;1.0;0.9999999999796351;0.9999999999796351;1.0;0.9999999999796351;0.9999999999796351;0.6273297216259497;-4.711193963209329;-4.711193963209329
942_13;1.0;13.0;1.0;0.99880576;1.0;0.9999999999999952;0.9999999999999952;1.0;0.9999999999999952;0.9999999999999952;0.7324178275385678;0.5819946839097301;0.5819946839097301
947_13;0.0;13.0;0.0;0.9932770000000001;1.0;0.9999999999999996;0.9999999999999996;1.0;0.9999999999999996;0.9999999999999996;0.6355150197565735;0.5724403940655955;0.5724403940655955
1039_14;0.0;14.0;0.0;0.96570194;1.0;1.0;1.0;1.0;1.0;1.0;0.09781651600589747;0.6483787053306422;0.6483787053306422
1089_14;0.0;14.0;0.0;0.99763346;1.0;0.9999999999999974;0.9999999999999974;1.0;0.9999999999999974;0.9999999999999974;0.0921036554549225;0.6925477724385722;0.6925477724385722
1094_14;1.0;14.0;1.0;0.9999988999999999;1.0;0.9999999999996892;0.9999999999996892;1.0;0.9999999999996892;0.9999999999996892;1.0;-2.572292230702368;-2.572292230702368
1099_14;0.0;14.0;1.0;0.67980933;1.0;1.0;1.0;1.0;1.0;1.0;0.09453254956615575;0.6425712642909842;0.6425712642909842
1100_14;1.0;14.0;1.0;0.99999833;1.0;0.9999999999997744;0.9999999999997744;1.0;0.9999999999997744;0.9999999999997744;1.0;0.64317225252312;0.64317225252312
1125_14;1.0;14.0;0.0;0.9541223;1.0;0.9999999999992858;0.9999999999992858;1.0;0.9999999999992858;0.9999999999992858;0.10293317899925636;0.5465386653782935;0.5465386653782935
922_14;0.0;14.0;0.0;0.8866084999999999;1.0;0.9999999999999646;0.9999999999999646;1.0;0.9999999999999646;0.9999999999999646;0.0928153539552996;0.6699361781341873;0.6699361781341873
989_14;1.0;14.0;1.0;0.9999995;1.0;0.9999999999980712;0.9999999999980712;1.0;0.9999999999980712;0.9999999999980712;1.0;0.6605650127093721;0.6605650127093721
