static__Work_Order_Qty,static__Part_Desc__Adjusting Nut,static__Part_Desc__Ballnut,static__Part_Desc__Barrel,static__Part_Desc__Bearing,static__Part_Desc__Cable Head,static__Part_Desc__Cast,static__Part_Desc__Clamp,static__Part_Desc__Compound Dies,static__Part_Desc__Cutting Wheel,static__Part_Desc__Drill,static__Part_Desc__Drum,static__Part_Desc__Electrical Contact,static__Part_Desc__Fastener,static__Part_Desc__Flange,static__Part_Desc__Flange Bolt,static__Part_Desc__Gauge,static__Part_Desc__Hinge,static__Part_Desc__Housing,static__Part_Desc__Locker,static__Part_Desc__O-Ring,static__Part_Desc__Piston,static__Part_Desc__Plug,static__Part_Desc__Punch Holder,static__Part_Desc__Punch Plate,static__Part_Desc__Slip Ring Adapter,static__Part_Desc__Socket,static__Part_Desc__Spinner,static__Part_Desc__Spur Gear,static__Part_Desc__Tube,static__Part_Desc__Wheel Shaft,static__Part_Desc__other,static__Rework_missing,agg__Activity_Final Inspection Q.C.,agg__Activity_Flat Grinding - Machine 11,agg__Activity_Grinding Rework - Machine 27,agg__Activity_Lapping - Machine 1,agg__Activity_Laser Marking - Machine 7,agg__Activity_Milling - Machine 16,agg__Activity_Packing,agg__Activity_Round Grinding - Machine 12,agg__Activity_Round Grinding - Machine 2,agg__Activity_Round Grinding - Machine 3,agg__Activity_Round Grinding - Manual,agg__Activity_Round Grinding - Q.C.,agg__Activity_Turn & Mill. & Screw Assem - Machine 10,agg__Activity_Turning & Milling - Machine 10,agg__Activity_Turning & Milling - Machine 4,agg__Activity_Turning & Milling - Machine 5,agg__Activity_Turning & Milling - Machine 6,agg__Activity_Turning & Milling - Machine 8,agg__Activity_Turning & Milling - Machine 9,agg__Activity_Turning & Milling Q.C.,agg__Activity_Turning - Machine 8,agg__Activity_Turning - Machine 9,agg__Activity_Turning Q.C.,agg__Activity_Wire Cut - Machine 13,agg__Activity_other,agg__Resource_ID0997,agg__Resource_ID0998,agg__Resource_ID3767,agg__Resource_ID3846,agg__Resource_ID4132,agg__Resource_ID4163,agg__Resource_ID4167,agg__Resource_ID4219,agg__Resource_ID4287,agg__Resource_ID4326,agg__Resource_ID4355,agg__Resource_ID4385,agg__Resource_ID4429,agg__Resource_ID4445,agg__Resource_ID4493,agg__Resource_ID4528,agg__Resource_ID4529,agg__Resource_ID4618,agg__Resource_ID4641,agg__Resource_ID4718,agg__Resource_ID4794,agg__Resource_ID4820,agg__Resource_ID4872,agg__Resource_ID4882,agg__Resource_ID4932,agg__Resource_other,agg__Report_Type_B,agg__Report_Type_D,agg__Report_Type_S,agg__Resource.1_Machine 1 - Lapping,agg__Resource.1_Machine 10 - Grinding,agg__Resource.1_Machine 11 - Grinding,agg__Resource.1_Machine 12 - Grinding,agg__Resource.1_Machine 15 - Turning,agg__Resource.1_Machine 16 - Milling,agg__Resource.1_Machine 2 - Round Grinding,agg__Resource.1_Machine 27 - Grinding,agg__Resource.1_Machine 3 - Round Grinding,agg__Resource.1_Machine 4 - Turning & Milling,agg__Resource.1_Machine 5 - Turning & Milling,agg__Resource.1_Machine 6 - Turning & Milling,agg__Resource.1_Machine 7- Laser Marking,agg__Resource.1_Machine 8 - Turning & Milling,agg__Resource.1_Machine 9 - Turning & Milling,agg__Resource.1_Packing,agg__Resource.1_Quality Check 1,agg__Resource.1_Wire Cut - Machine 13,agg__Resource.1_other,agg__Qty_Completed_mean,agg__Qty_Completed_max,agg__Qty_Completed_min,agg__Qty_Completed_sum,agg__Qty_Completed_std,agg__Qty_for_MRB_mean,agg__Qty_for_MRB_max,agg__Qty_for_MRB_min,agg__Qty_for_MRB_sum,agg__Qty_for_MRB_std,agg__activity_duration_mean,agg__activity_duration_max,agg__activity_duration_min,agg__activity_duration_sum,agg__activity_duration_std,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.7142857142857142,3.0,0.0,12.0,1.3801311186847085,0.0,0.0,0.0,0.0,0.0,165.28571428571428,483.0,15.0,1157.0,158.00919201712526,15.142857142857142,22.0,8.0,106.0,4.913538149119955,2.4285714285714284,4.0,1.0,17.0,1.2724180205607034,3.0,3.0,3.0,21.0,0.0,944.2857142857143,1326.0,520.0,6610.0,288.2578211056405,569.2857142857143,1639.0,0.0,3985.0,711.8454219575376,1931.4285714285713,3985.0,0.0,13520.0,1638.2729582442255,4.0,7.0,1.0,28.0,2.160246899469287,19.857142857142858,21.0,18.0,139.0,1.0690449676496965
69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,7.142857142857143,15.0,0.0,50.0,6.866065623255952,0.0,0.0,0.0,0.0,0.0,325.0,587.0,46.0,2275.0,199.0527568259229,11.571428571428571,20.0,6.0,81.0,4.790864322059325,3.7142857142857144,6.0,3.0,26.0,1.1126972805283735,1.0,1.0,1.0,7.0,0.0,726.0,1229.0,378.0,5082.0,299.2679958387354,694.0,3067.0,0.0,4858.0,1068.1710225115328,1334.5714285714287,4858.0,0.0,9342.0,1686.865619736089,4.0,7.0,1.0,28.0,2.160246899469287,32.57142857142857,34.0,30.0,228.0,1.2724180205607034
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,14.285714285714286,20.0,0.0,100.0,9.123491395189411,0.0,0.0,0.0,0.0,0.0,74.71428571428571,180.0,25.0,523.0,51.12636073401628,10.857142857142858,19.0,1.0,76.0,6.06708528121402,1.5714285714285714,2.0,1.0,11.0,0.5345224838248488,1.0,1.0,1.0,7.0,0.0,680.8571428571429,1163.0,60.0,4766.0,371.5343988432424,175.0,403.0,0.0,1225.0,156.2828632106967,586.7142857142857,1225.0,0.0,4107.0,503.63601747218013,4.0,7.0,1.0,28.0,2.160246899469287,34.857142857142854,36.0,33.0,244.0,1.3451854182690985
48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,16.857142857142858,48.0,0.0,118.0,19.117431586805544,0.0,0.0,0.0,0.0,0.0,130.28571428571428,391.0,21.0,912.0,146.78182708327608,12.428571428571429,17.0,8.0,87.0,2.9358214555806383,4.428571428571429,6.0,1.0,31.0,1.8126539343499315,1.0,1.0,1.0,7.0,0.0,782.4285714285714,1020.0,492.0,5477.0,171.70406434993237,790.8571428571429,2766.0,0.0,5536.0,1215.6496793308272,2123.5714285714284,5536.0,0.0,14865.0,2128.1452689406065,4.0,7.0,1.0,28.0,2.160246899469287,23.142857142857142,29.0,21.0,162.0,2.968084198523318
250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.428571428571429,31.0,0.0,31.0,11.716898663286043,0.0,0.0,0.0,0.0,0.0,240.57142857142858,427.0,56.0,1684.0,137.8572415494342,13.285714285714286,23.0,4.0,93.0,5.96417878432803,2.857142857142857,6.0,0.0,20.0,3.0237157840738176,1.0,1.0,1.0,7.0,0.0,827.5714285714286,1427.0,290.0,5793.0,356.97098721644835,2931.0,13727.0,0.0,20517.0,5098.901515686164,13291.857142857143,20517.0,0.0,93043.0,9190.02563341676,4.0,7.0,1.0,28.0,2.160246899469287,21.857142857142858,31.0,1.0,153.0,13.271882200458876
100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,0.0,49.0,10.472185381603339,0.0,0.0,0.0,0.0,0.0,193.14285714285714,527.0,14.0,1352.0,197.719016596304,12.285714285714286,23.0,0.0,86.0,10.144198435793827,2.5714285714285716,6.0,0.0,18.0,3.2071349029490928,2.0,2.0,2.0,14.0,0.0,771.4285714285714,1387.0,29.0,5400.0,599.7713056220838,163.14285714285714,527.0,0.0,1142.0,204.50707287803732,351.2857142857143,1142.0,0.0,2459.0,399.19907910954,4.0,7.0,1.0,28.0,2.160246899469287,23.0,24.0,22.0,161.0,0.5773502691896246
17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.7142857142857144,7.0,0.0,19.0,2.9277002188455996,0.0,0.0,0.0,0.0,0.0,93.42857142857143,190.0,43.0,654.0,51.78756975329486,8.0,18.0,1.0,56.0,7.023769168568493,3.0,6.0,1.0,21.0,1.5275252316519468,1.0,1.0,1.0,7.0,0.0,496.14285714285717,1111.0,60.0,3473.0,433.68322870171363,1114.142857142857,4114.0,0.0,7799.0,1575.584064040108,3301.1428571428573,7799.0,0.0,23108.0,2322.016611236264,4.0,7.0,1.0,28.0,2.160246899469287,20.0,22.0,16.0,140.0,2.0
200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.285714285714286,37.0,0.0,107.0,16.080156360291667,0.0,0.0,0.0,0.0,0.0,358.14285714285717,647.0,140.0,2507.0,240.38540483386853,12.857142857142858,20.0,6.0,90.0,5.871642911161277,1.5714285714285714,3.0,0.0,11.0,0.9759000729485331,1.0,1.0,1.0,7.0,0.0,813.1428571428571,1204.0,404.0,5692.0,348.1821499212869,2033.4285714285713,11899.0,0.0,14234.0,4356.931674819748,11146.0,14234.0,0.0,78022.0,4981.531257220682,4.0,7.0,1.0,28.0,2.160246899469287,25.714285714285715,30.0,3.0,180.0,10.028530728448139
350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,48.857142857142854,144.0,0.0,342.0,66.10705603143175,0.0,0.0,0.0,0.0,0.0,121.28571428571429,360.0,4.0,849.0,118.79213538181486,13.857142857142858,17.0,11.0,97.0,2.1157009420498154,1.2857142857142858,6.0,0.0,9.0,2.2146697055682827,1.1428571428571428,2.0,1.0,8.0,0.37796447300922725,846.5714285714286,1020.0,682.0,5926.0,116.27389667341097,6186.285714285715,21262.0,0.0,43304.0,9180.440325574182,14888.0,43304.0,0.0,104216.0,19574.51724394074,4.0,7.0,1.0,28.0,2.160246899469287,17.714285714285715,32.0,6.0,124.0,13.098527725337249
557.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,80.0,0.0,98.0,29.32575659723036,0.0,0.0,0.0,0.0,0.0,166.71428571428572,634.0,16.0,1167.0,212.17266104575796,8.285714285714286,20.0,5.0,58.0,5.313952882562588,2.4285714285714284,3.0,2.0,17.0,0.5345224838248487,1.0,1.0,1.0,7.0,0.0,530.2857142857143,1212.0,331.0,3712.0,310.00952366323327,230.85714285714286,688.0,0.0,1616.0,274.09817497351116,816.4285714285714,1616.0,0.0,5715.0,723.2092498354948,4.0,7.0,1.0,28.0,2.160246899469287,36.142857142857146,37.0,36.0,253.0,0.377964473009228
200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,1.1428571428571428,7.0,0.0,8.0,2.6095064302514777,0.0,0.0,0.0,0.0,0.0,167.0,423.0,3.0,1169.0,165.63312873134205,12.571428571428571,20.0,8.0,88.0,4.540820148282425,1.8571428571428572,2.0,1.0,13.0,0.3779644730092272,1.7142857142857142,2.0,1.0,12.0,0.48795003647426655,778.5714285714286,1217.0,520.0,5450.0,269.79057133441927,5848.142857142857,39188.0,0.0,40937.0,14705.549048217268,28772.85714285714,40937.0,0.0,201410.0,19638.96152574071,4.0,7.0,1.0,28.0,2.160246899469287,33.42857142857143,35.0,31.0,234.0,1.7182493859684507
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.857142857142857,37.0,0.0,48.0,13.618964368709923,0.0,0.0,0.0,0.0,0.0,311.2857142857143,637.0,40.0,2179.0,264.9866124201461,13.285714285714286,17.0,6.0,93.0,4.15187851918806,2.7142857142857144,4.0,1.0,19.0,1.1126972805283737,1.0,1.0,1.0,7.0,0.0,837.8571428571429,1072.0,388.0,5865.0,253.08129693271067,630.8571428571429,1774.0,0.0,4416.0,687.7679910578927,2652.4285714285716,4416.0,0.0,18567.0,1537.9555538812835,4.0,7.0,1.0,28.0,2.160246899469287,29.714285714285715,30.0,29.0,208.0,0.48795003647426677
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.285714285714285,80.0,0.0,240.0,32.283712538029064,0.0,0.0,0.0,0.0,0.0,139.85714285714286,265.0,43.0,979.0,87.44413182413209,13.0,23.0,1.0,91.0,7.094598884597588,4.0,6.0,0.0,28.0,2.6457513110645907,1.8571428571428572,2.0,1.0,13.0,0.3779644730092272,809.4285714285714,1430.0,75.0,5666.0,435.17692078159706,1926.4285714285713,6370.0,0.0,13485.0,2684.9199154501707,7104.428571428572,13485.0,0.0,49731.0,3940.3475674591136,4.0,7.0,1.0,28.0,2.160246899469287,32.857142857142854,35.0,31.0,230.0,1.345185418269099
180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.142857142857143,36.0,0.0,36.0,13.60672102833218,0.0,0.0,0.0,0.0,0.0,127.28571428571429,266.0,8.0,891.0,94.28275608634962,13.285714285714286,18.0,1.0,93.0,5.707138387268051,1.0,1.0,1.0,7.0,0.0,1.0,1.0,1.0,7.0,0.0,828.4285714285714,1138.0,75.0,5799.0,348.9263805555823,151.85714285714286,695.0,0.0,1063.0,251.40831898953314,753.4285714285714,1063.0,0.0,5274.0,348.9263805555823,4.0,7.0,1.0,28.0,2.160246899469287,16.142857142857142,18.0,14.0,113.0,1.3451854182690988
33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,18.571428571428573,33.0,0.0,130.0,17.076857076729535,0.0,0.0,0.0,0.0,0.0,181.57142857142858,650.0,38.0,1271.0,226.87798272996665,11.571428571428571,18.0,1.0,81.0,6.347102826149446,0.5714285714285714,2.0,0.0,4.0,0.7867957924694431,1.4285714285714286,2.0,1.0,10.0,0.5345224838248488,716.8571428571429,1085.0,75.0,5018.0,378.5108666742293,4318.428571428572,26876.0,0.0,30229.0,9954.279194683775,9209.714285714286,30229.0,0.0,64468.0,14083.851813504782,4.0,7.0,1.0,28.0,2.160246899469287,31.285714285714285,33.0,28.0,219.0,2.0586634591635504
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.285714285714286,13.0,0.0,30.0,5.992058236095667,0.0,0.0,0.0,0.0,0.0,95.28571428571429,224.0,1.0,667.0,92.23288330039759,9.571428571428571,17.0,1.0,67.0,6.729466121893644,2.857142857142857,4.0,2.0,20.0,0.6900655593423541,1.0,1.0,1.0,7.0,0.0,598.8571428571429,1062.0,75.0,4192.0,416.70910260093456,469.2857142857143,1976.0,0.0,3285.0,730.140103972225,1758.142857142857,3285.0,0.0,12307.0,1267.6460374215178,4.0,7.0,1.0,28.0,2.160246899469287,19.428571428571427,21.0,17.0,136.0,1.812653934349931
