"Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability";LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
"206709_5;0;5;0;0.58560395;1;1;1";1.0;0.9976149663309428;0.9976149663309428
"206754_8;0;8;1;0.99487466;1;1;1";1.0;0.9959832154874207;0.9959832154874207
"206763_5;0;5;0;0.99767494;1;1;1";1.0;0.9980523678301486;0.9980523678301486
"206811_12;1;12;0;0.5002352;1;1;1";1.0;0.9963065645639426;0.9963065645639426
"206862_12;0;12;0;0.51410556;1;1;1";1.0;0.9981891256238431;0.9981891256238431
"206913_10;0;10;1;0.99961627;1;1;1";0.8316498316498316;0.9951103031564145;0.9951103031564145
"207029_9;1;9;1;0.9913216;1;1;1";1.0;0.9981215208114621;0.9981215208114621
"207044_9;0;9;0;0.99018425;1;1;1";0.05329125738921714;0.9403333532316752;0.9403333532316752
"207050_14;1;14;1;0.9896841;1;1;1";0.8316498316498316;0.9984608423754696;0.9984608423754696
"207137_11;0;11;1;0.5465888;1;1;1";0.8316498316498316;0.9981214247860815;0.9981214247860815
"207248_10;1;10;0;0.69863224;1;1;1";0.8316498316498316;0.9981641941750011;0.9981641941750011
"207413_6;1;6;1;0.57608193;1;1;1";1.0;0.9966457047933058;0.9966457047933058
"207464_3;0;3;0;0.9962133;1;1;1";0.8316498316498316;0.9942065700789974;0.9942065700789974
"207662_4;0;4;0;0.7744166;1;1;1";1.0;0.9984934459470912;0.9984934459470912
"207702_14;0;14;1;0.68138593;1;1;1";1.0;0.9979595305520603;0.9979595305520603
"207753_11;0;11;0;0.92853534;1;1;1";0.02080783353733129;0.9940063126062451;0.9940063126062451
"207798_13;0;13;0;0.97313446;1;1;1";-0.06671407618116398;0.997305281488686;0.997305281488686
"208343_7;0;7;0;0.81042814;1;1;1";0.006186804561614134;0.9963283871872051;0.9963283871872051
"208412_9;1;9;1;0.58944464;1;1;1";0.8316498316498316;0.9974837176860673;0.9974837176860673
"208550_11;0;11;0;0.99917537;1;1;1";1.0;0.9949052968742708;0.9949052968742708
"208667_4;0;4;0;0.9984253;1;1;1";1.0;0.9915625693218814;0.9915625693218814
"208766_13;0;13;0;0.8735778;1;1;1";1.0;0.9982094378582098;0.9982094378582098
"209063_7;1;7;1;0.9997844;1;1;1";0.8316498316498316;0.9957860959936718;0.9957860959936718
"209138_3;0;3;0;0.96048003;1;1;1";1.0;0.993002147986518;0.993002147986518
"209188_9;1;9;1;0.5589216;1;1;1";1.0;0.9970531190843293;0.9970531190843293
"209269_9;0;9;1;0.9609645;1;1;1";1.0;0.9973422994287634;0.9973422994287634
"209374_10;1;10;1;0.79373115;1;1;1";1.0;0.9975435933860007;0.9975435933860007
"209404_10;0;10;1;0.57015705;1;1;1";1.0;0.9905038813434777;0.9905038813434777
"209646_6;1;6;0;0.7539638;1;1;1";1.0;0.997598899581621;0.997598899581621
"209712_4;1;4;0;0.9520812;1;1;1";0.7109130330040954;0.9958438272859065;0.9958438272859065
"209733_13;1;13;0;0.8762455;1;1;1";0.8316498316498316;0.9962375413330146;0.9962375413330146
"209859_4;0;4;0;0.939577;1;1;1";0.8316498316498316;0.9946884122664857;0.9946884122664857
"210017_7;1;7;0;0.58770514;1;1;1";1.0;0.9684069340000588;0.9684069340000588
"210182_10;0;10;0;0.9620354;1;1;1";0.3015873015873014;0.9984043350101214;0.9984043350101214
"210251_8;1;8;0;0.9999362;1;1;1";1.0;0.9970722947359594;0.9970722947359594
"210659_13;1;13;1;0.92628694;1;1;1";1.0;0.9985402937433311;0.9985402937433311
"210668_13;0;13;0;0.6457536;1;1;1";1.0;0.9619177563913403;0.9619177563913403
"210689_5;1;5;0;0.9879971;1;1;1";0.13095238095238093;0.9971019766722868;0.9971019766722868
"210725_7;0;7;0;0.6326893;1;1;1";0.01986364306700983;0.9980900790182293;0.9980900790182293
"210806_4;1;4;1;0.9981647;1;1;1";1.0;0.992041317111215;0.992041317111215
"210914_8;1;8;1;0.62120074;1;1;1";0.1040723981900451;0.9961749352187005;0.9961749352187005
"211095_13;1;13;0;0.5046495;1;1;1";1.0;0.998449968712287;0.998449968712287
"211098_2;1;2;1;0.8859765;1;1;1";0.5966386554621849;0.9980992152870513;0.9980992152870513
"211113_10;1;10;0;0.99931556;1;1;1";0.006567323399006564;0.9933040914304845;0.9933040914304845
"211125_12;1;12;1;0.99033594;1;1;1";1.0;0.996178957695904;0.996178957695904
"211269_2;1;2;0;0.99699926;1;1;1";1.0;0.995779237690071;0.995779237690071
"211444_8;1;8;0;0.84377635;1;1;1";1.0;0.9982369651657047;0.9982369651657047
"211670_6;1;6;0;0.614591;1;1;1";1.0;0.9975316034898685;0.9975316034898685
"211883_3;0;3;0;0.67203116;1;1;1";1.0;0.9949524846146643;0.9949524846146643
"212061_2;1;2;0;0.7520996;1;1;1";0.8316498316498316;0.997508326836943;0.997508326836943
"212187_2;0;2;0;0.8063599;1;1;1";1.0;0.9963291759833838;0.9963291759833838
"212196_7;1;7;1;0.9006762;1;1;1";1.0;0.9931534763641221;0.9931534763641221
"212247_4;1;4;1;0.72838557;1;1;1";-0.08868634259259256;0.9963729356538001;0.9963729356538001
"212355_13;1;13;0;0.99953556;1;1;1";1.0;0.9978042511792254;0.9978042511792254
"212383_3;1;3;1;0.57090616;1;1;1";1.0;0.9974494089206348;0.9974494089206348
"212632_12;1;12;1;0.9861821;1;1;1";1.0;0.9968169834799255;0.9968169834799255
"212761_5;1;5;0;0.96042734;1;1;1";1.0;0.996941305722547;0.996941305722547
"212815_11;1;11;0;0.5268332;1;1;1";0.8316498316498316;0.9794417401336362;0.9794417401336362
"213213_14;0;14;1;0.96378994;1;1;1";1.0;0.9987156763526258;0.9987156763526258
"214085_9;1;9;0;0.99926025;1;1;1";-0.013244804094477258;0.9982418466925037;0.9982418466925037
"214226_3;1;3;1;0.84701806;1;1;1";1.0;0.9884531063306996;0.9884531063306996
