sepal_length,sepal_width,petal_length,petal_width,Result
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(6.66, 7.4]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.6, 3.79]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(2.5900000000000003, 3.2]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(6.29, 6.42]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(3.7, 5.1]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(2.0, 2.49]",Negative
"(5.61, 6.66]","(3.2, 3.6]","(5.1, 6.29]","(1.4, 2.0]",Negative
