Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
ANSD_8;1;8;1;0.9318394372138366;1.0;1.0;1.0;0.20381591438998603;0.2605597161624369;0.2605597161624369
JISD_8;1;8;1;0.6081814062434979;1.0;1.0;1.0;0.19132284682826184;0.47012076179491435;0.47012076179491435
JRAE_8;0;8;0;0.9999159973878884;1.0;1.0;1.0;0.1923757908873296;0.48590319089535583;0.48590319089535583
LSZD_8;0;8;1;0.809591938636959;1.0;1.0;1.0;0.1252289039488481;0.2449804535375355;0.2449804535375355
MQJD_8;0;8;0;0.9999999895829174;1.0;1.0;1.0;0.18366398964330577;0.40584016604136874;0.40584016604136874
MWUD_8;1;8;1;0.9994995965301032;1.0;1.0;1.0;0.2039956843486307;0.15928204149019387;0.15928204149019387
OUMD_8;0;8;0;0.998065191619304;1.0;1.0;1.0;0.19485726658600844;-0.13856201161731274;-0.13856201161731274
SQFE_8;1;8;0;0.9973308699874092;1.0;1.0;1.0;0.16717617795657747;0.43131783944635127;0.43131783944635127
GWSD_9;1;9;1;1.0;1.0;1.0;1.0;0.12384664474050555;-0.24935681463597192;-0.24935681463597192
IQKD_9;0;9;0;0.9999999999999916;1.0;1.0;1.0;0.12776327571050783;-0.36179249591809604;-0.36179249591809604
JXCE_9;1;9;0;1.0;1.0;1.0;1.0;0.12891063842739503;-61.80930796184004;-61.80930796184004
LJOE_9;1;9;0;0.9961357367166568;1.0;1.0;1.0;0.0888982262464002;-0.4327165142944309;-0.4327165142944309
UQWD_9;1;9;0;1.0;1.0;1.0;1.0;0.09039300646127424;0.26225759396652926;0.26225759396652926
XTND_9;0;9;0;1.0;1.0;1.0;1.0;0.12053466725758866;-0.0439635823990967;-0.0439635823990967
ZMID_9;0;9;0;1.0;1.0;1.0;1.0;0.11963168559204684;-0.02460020878849689;-0.02460020878849689
ZNYD_9;0;9;0;0.999999999990896;1.0;1.0;1.0;0.07770071381264254;0.16441002753232825;0.16441002753232825
BPH_10;1;10;1;0.9574932944935632;1.0;1.0;1.0;0.4543208111668181;0.7152983964322366;0.7152983964322366
HYYC_10;0;10;0;0.9840618219289892;1.0;1.0;1.0;0.11200866924703312;0.7940358966724917;0.7940358966724917
LW_10;0;10;0;0.999306936792082;1.0;1.0;1.0;0.13383378899831555;0.8201931253212267;0.8201931253212267
OHLE_10;0;10;0;0.9969090891456182;1.0;1.0;1.0;0.12530210780184747;0.7479559140055774;0.7479559140055774
UKBA_10;1;10;1;0.91975965481773;1.0;1.0;1.0;0.4164045729119864;0.816617844525374;0.816617844525374
WEYD_10;0;10;0;0.9996313447647328;1.0;1.0;1.0;0.12116192966044637;0.7848239903038514;0.7848239903038514
WHC_10;1;10;1;0.9234434413846424;1.0;1.0;1.0;0.4612763579701086;0.7441704307318207;0.7441704307318207
ZNND_10;1;10;0;0.9974915929446886;1.0;1.0;1.0;0.1326429540557872;0.8073660504042361;0.8073660504042361
BTH_11;1;11;1;0.9982233888212352;1.0;1.0;1.0;0.13321470780644107;0.5993402781172028;0.5993402781172028
CJOC_11;1;11;1;0.9312336553822964;1.0;1.0;1.0;0.5711477514341876;0.690857529580533;0.690857529580533
IOEE_11;1;11;0;0.9995837553482338;1.0;1.0;1.0;0.1255162473161634;0.7168058432648909;0.7168058432648909
JHV_11;0;11;0;0.9997668301620928;1.0;1.0;1.0;0.16612400383448556;0.5876408120456507;0.5876408120456507
PFUA_11;1;11;1;0.8422888362591802;1.0;1.0;1.0;0.18072701118932222;0.8086192161554866;0.8086192161554866
POM_11;0;11;0;0.998475070635362;1.0;1.0;1.0;0.1648045803316226;0.640009220559252;0.640009220559252
QXEB_11;0;11;0;0.9997334020351396;1.0;1.0;1.0;0.17767884642901288;0.726009393727325;0.726009393727325
TBD_11;0;11;0;0.9999652324483028;1.0;1.0;1.0;0.15783953424044905;0.7798801598638876;0.7798801598638876
BOUD_12;0;12;0;0.9999999378982554;1.0;1.0;1.0;0.10837150363158687;0.3396806571775485;0.3396806571775485
BQL_12;1;12;1;0.9965928981115296;1.0;1.0;1.0;0.09539838541084344;0.6527486644532356;0.6527486644532356
EKH_12;0;12;0;0.9987674853441224;1.0;1.0;1.0;0.11156319301930917;0.457052291979102;0.457052291979102
FJMA_12;1;12;1;0.9874697227403564;1.0;1.0;1.0;0.10143737988468915;0.689019369967489;0.689019369967489
JXCE_12;1;12;0;0.99996884632174;1.0;1.0;1.0;0.09876454060460149;0.7012779383521794;0.7012779383521794
KRJ_12;0;12;0;0.9999147473181574;1.0;1.0;1.0;0.10758089952945793;0.39445575380057696;0.39445575380057696
PFUA_12;1;12;1;0.9680828944181382;1.0;1.0;1.0;0.08849954136816385;0.7680401567562138;0.7680401567562138
UJMB_12;0;12;0;0.9965917920058898;1.0;1.0;1.0;0.10262549291860057;0.010961504423028234;0.010961504423028234
DCNC_13;0;13;0;0.9999999999999828;1.0;1.0;1.0;-0.17510289787066458;0.9996850783672127;0.9996850783672127
KUM_13;1;13;1;0.9999751781692058;1.0;1.0;1.0;-0.0014667535853978286;0.9998930508341339;0.9998930508341339
PFUA_13;1;13;1;0.9993853945548564;1.0;1.0;1.0;-0.0014667535853978286;0.9998638697220836;0.9998638697220836
PHOB_13;0;13;0;0.999787945862568;1.0;1.0;1.0;-0.0014667535853978286;0.9998489900552788;0.9998489900552788
QGLB_13;1;13;1;0.9996343847167156;1.0;1.0;1.0;-0.0013579576317219733;0.9998337946214082;0.9998337946214082
WPRC_13;1;13;1;0.9999612410361709;1.0;1.0;1.0;-0.0014667535853978286;0.999590424433294;0.999590424433294
WYBB_13;0;13;0;0.9999999668635378;1.0;1.0;1.0;-0.0014667535853978286;0.9996183462246327;0.9996183462246327
YON_13;0;13;0;0.9999999996122858;1.0;1.0;1.0;-0.0014667535853978286;0.9998446188024259;0.9998446188024259
BTH_14;1;14;1;0.999405444585496;1.0;1.0;1.0;0.056253256755804726;0.849435707701282;0.849435707701282
DCNC_14;0;14;0;0.9999943447029952;1.0;1.0;1.0;0.13875550381030155;0.683313769984143;0.683313769984143
FAL_14;0;14;0;0.9986869890185196;1.0;1.0;1.0;0.14311325536734676;0.8472288922296805;0.8472288922296805
FIL_14;1;14;1;0.8846340810969864;1.0;1.0;1.0;0.11068400729641359;0.6994318479858816;0.6994318479858816
JTL_14;0;14;0;0.9999129035511121;1.0;1.0;1.0;0.13505954293717315;0.8660129369458893;0.8660129369458893
QGLB_14;1;14;1;0.9639703234955992;1.0;1.0;1.0;0.14529745344416756;0.8646448471710798;0.8646448471710798
SKO_14;1;14;1;0.9953064111507952;1.0;1.0;1.0;0.06398182192359148;0.7002002590818988;0.7002002590818988
ZVVA_14;0;14;0;0.9998875301472792;1.0;1.0;1.0;0.13138232525029836;0.8163473358495147;0.8163473358495147
