"Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability";LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
"207071_11;0;11;1;0.5165031555483262;1.0;1.0;1.0";-0.004053058216654248;0.9841389282615348;0.9841389282615348
"207328_11;1;11;1;0.6784879639855461;1.0;1.0;1.0";0.07723802487378406;0.9830625575073845;0.9830625575073845
"207726_11;0;11;0;0.8677513978366136;1.0;1.0;1.0";0.037427816685096316;0.9765663760032097;0.9765663760032097
"208181_11;1;11;0;0.6853846614276412;1.0;1.0;1.0";0.041585717156830015;0.958041333661007;0.958041333661007
"212674_11;1;11;1;0.629868107926794;1.0;1.0;1.0";0.0338523939187656;0.9824510096347715;0.9824510096347715
"213076_11;0;11;1;0.7659405497982531;1.0;1.0;1.0";0.027982779827798288;0.9837655400691271;0.9837655400691271
"205256_12;0;12;0;0.9652450570496852;1.0;1.0;1.0";-0.09471054743066798;0.9875656941209496;0.9875656941209496
"206910_12;1;12;0;0.5438667713685986;1.0;1.0;1.0";-0.05989772933502713;0.9911177882268517;0.9911177882268517
"208136_12;0;12;1;0.9725198977259925;1.0;1.0;1.0";-0.14648435168024898;0.9905561832957309;0.9905561832957309
"208997_12;1;12;0;0.80627641476616;1.0;1.0;1.0";0.1656913155243448;0.9935964278450831;0.9935964278450831
"209437_12;0;12;0;0.9648897571940168;1.0;1.0;1.0";0.10997930117547794;0.9840034563039474;0.9840034563039474
"211323_12;1;12;1;0.560201566614622;1.0;1.0;1.0";-0.0633971899183372;0.989129598007599;0.989129598007599
"212012_12;1;12;0;0.8126777085164676;1.0;1.0;1.0";-0.05241873115611839;0.988143603611178;0.988143603611178
"213076_12;0;12;1;0.8059820355897968;1.0;1.0;1.0";-0.07284098358046331;0.9841538840735333;0.9841538840735333
"204586_13;0;13;1;0.7910562720959963;1.0;1.0;1.0";0.8142121904498142;0.9733690068088595;0.9733690068088595
"206261_13;1;13;0;0.5364460565470619;1.0;1.0;1.0";0.8444631259596744;0.9715083369829939;0.9715083369829939
"206357_13;0;13;1;0.538836408962416;1.0;1.0;1.0";0.8484220238405795;0.9756028276203949;0.9756028276203949
"208790_13;1;13;0;0.8354686811496836;1.0;1.0;1.0";0.8246651117007617;0.9800844548544284;0.9800844548544284
"210197_13;1;13;1;0.5470472941103796;1.0;1.0;1.0";0.8288934217754899;0.9827423907396224;0.9827423907396224
"212298_13;0;13;1;0.5781728830899466;1.0;1.0;1.0";0.8892621758110074;0.9619027781339021;0.9619027781339021
"212428_13;0;13;1;0.8800706093910184;1.0;1.0;1.0";0.872996339770289;0.953092049976482;0.953092049976482
"212851_13;1;13;0;0.6881004123624797;1.0;1.0;1.0";0.8649710232848105;0.9753466288540412;0.9753466288540412
"205319_14;0;14;0;0.6214001233275223;1.0;1.0;1.0";-0.008882335016477949;0.9525170162242012;0.9525170162242012
"206198_14;1;14;0;0.9744707901992936;1.0;1.0;1.0";0.004582763337893425;0.9476451956820381;0.9476451956820381
"206438_14;1;14;1;0.5148466215321762;1.0;1.0;1.0";-0.10983681850110782;0.9626353757219503;0.9626353757219503
"206727_14;0;14;0;0.6456078599473332;1.0;1.0;1.0";0.1422575148061236;0.9179388318472559;0.9179388318472559
"206763_14;0;14;1;0.7016279526143493;1.0;1.0;1.0";-0.1186616738520101;0.9345480305172262;0.9345480305172262
"207275_14;1;14;0;0.5534232647170995;1.0;1.0;1.0";0.17888563049853412;0.9286433744145156;0.9286433744145156
"210969_14;1;14;0;0.803794031874797;1.0;1.0;1.0";-0.05269548748698383;0.965365111112277;0.965365111112277
"213792_14;0;14;1;0.7155546731542175;1.0;1.0;1.0";-0.06644744102015254;0.773407967261734;0.773407967261734
