Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
1;1;0.967435361;1;1;1;1.0;0.999982144;0.999982144;1.0;1.0;1.0;;1.0;1.0
1;1;0.950947483;1;1;1;1.0;0.999969752;0.999969752;1.0;1.0;1.0;;1.0;1.0
0;1;0.677250372;1;1;1;0.609375;0.999931262;0.999931262;;1.0;1.0;1.0;1.0;1.0
1;1;0.8580252279999999;1;1;1;0.444444444;0.999979675;0.999979675;1.0;1.0;1.0;;1.0;1.0
0;1;0.76291504;1;1;1;1.0;0.999965097;0.999965097;;1.0;1.0;1.0;1.0;1.0
1;1;0.916350447;1;1;1;1.0;0.99997121;0.99997121;;1.0;1.0;;1.0;1.0
1;1;0.8822326629999999;1;1;1;1.0;0.999955234;0.999955234;1.0;1.0;1.0;;1.0;1.0
1;1;0.982196076;1;1;1;1.0;0.999960074;0.999960074;1.0;1.0;1.0;;1.0;1.0
1;1;0.982284598;1;1;1;1.0;0.99996611;0.99996611;1.0;1.0;1.0;;1.0;1.0
1;1;0.967403209;1;1;1;1.0;0.999908674;0.999908674;1.0;1.0;1.0;;1.0;1.0
0;1;0.638954447;1;1;1;0.6;0.999955179;0.999955179;;1.0;1.0;1.0;1.0;1.0
1;1;0.906836327;1;1;1;1.0;0.999967625;0.999967625;1.0;1.0;1.0;;1.0;1.0
1;1;0.927393913;1;1;1;1.0;0.999949984;0.999949984;1.0;1.0;1.0;;1.0;1.0
1;1;0.992485559;1;1;1;1.0;0.998779167;0.998779167;;1.0;1.0;;1.0;1.0
1;1;0.6826395890000001;1;1;1;1.0;0.999970742;0.999970742;;1.0;1.0;;1.0;1.0
1;1;0.663013168;1;1;1;1.0;0.999964357;0.999964357;;1.0;1.0;1.0;1.0;1.0
0;1;0.681140854;1;1;1;1.0;0.999955684;0.999955684;;1.0;1.0;1.0;1.0;1.0
1;1;0.91925026;1;1;1;1.0;0.999966358;0.999966358;1.0;1.0;1.0;;1.0;1.0
0;1;0.8747043170000001;1;1;1;1.0;0.999968242;0.999968242;;1.0;1.0;;1.0;1.0
0;1;0.81976645;1;1;1;0.8039215690000001;0.999977834;0.999977834;;1.0;1.0;;1.0;1.0
1;1;0.8442388590000001;1;1;1;1.0;0.99997722;0.99997722;;1.0;1.0;;1.0;1.0
0;1;0.606862661;1;1;1;1.0;0.999887627;0.999887627;;1.0;1.0;1.0;1.0;1.0
1;1;0.897934584;1;1;1;1.0;0.99983493;0.99983493;;1.0;1.0;;1.0;1.0
0;1;0.606159052;1;1;1;1.0;0.999974;0.999974;;1.0;1.0;1.0;1.0;1.0
0;1;0.5501170879999999;1;1;1;1.0;0.999800905;0.999800905;;1.0;1.0;1.0;1.0;1.0
1;1;0.790546243;1;1;1;1.0;0.999974725;0.999974725;;1.0;1.0;;1.0;1.0
1;1;0.810417688;1;1;1;1.0;0.999981562;0.999981562;;1.0;1.0;;1.0;1.0
1;1;0.536298144;1;1;1;1.0;0.999954565;0.999954565;;1.0;1.0;1.0;1.0;1.0
1;1;0.605017621;1;1;1;1.0;0.999783835;0.999783835;;1.0;1.0;1.0;1.0;1.0
1;1;0.999977346;1;1;1;1.0;0.999969686;0.999969686;;1.0;1.0;;1.0;1.0
0;1;0.629256347;1;1;1;0.786666667;0.99997428;0.99997428;;1.0;1.0;1.0;1.0;1.0
1;1;0.842191555;1;1;1;0.7023809520000001;0.999985741;0.999985741;1.0;1.0;1.0;;1.0;1.0
1;1;0.703534927;1;1;1;0.856630824;0.999921085;0.999921085;;1.0;1.0;1.0;1.0;1.0
1;1;0.5534615829999999;1;1;1;1.0;0.999929388;0.999929388;;1.0;1.0;1.0;1.0;1.0
1;1;0.984667426;1;1;1;1.0;0.999966687;0.999966687;1.0;1.0;1.0;;1.0;1.0
1;1;0.637769016;1;1;1;0.6875;0.999984796;0.999984796;;1.0;1.0;1.0;1.0;1.0
1;1;0.983462501;1;1;1;1.0;0.99994362;0.99994362;1.0;1.0;1.0;;1.0;1.0
1;1;0.665261372;1;1;1;1.0;0.999926188;0.999926188;;1.0;1.0;1.0;1.0;1.0
1;1;0.985089724;1;1;1;1.0;0.999990574;0.999990574;1.0;1.0;1.0;;1.0;1.0
1;1;0.727488962;1;1;1;1.0;0.999547569;0.999547569;1.0;1.0;1.0;1.0;1.0;1.0
1;1;0.923950612;1;1;1;1.0;0.999953428;0.999953428;1.0;1.0;1.0;;1.0;1.0
1;1;0.657460908;1;1;1;0.609375;0.99985066;0.99985066;;1.0;1.0;1.0;1.0;1.0
0;1;0.56141301;1;1;1;1.0;0.999986286;0.999986286;1.0;1.0;1.0;1.0;1.0;1.0
0;1;0.64953668;1;1;1;1.0;0.999941275;0.999941275;;1.0;1.0;1.0;1.0;1.0
1;1;0.528974789;1;1;1;1.0;0.999973125;0.999973125;;1.0;1.0;1.0;1.0;1.0
1;1;0.7350232990000001;1;1;1;1.0;0.999976926;0.999976926;1.0;1.0;1.0;1.0;1.0;1.0
1;1;0.720880613;1;1;1;0.765625;0.999986791;0.999986791;;1.0;1.0;;1.0;1.0
