static__AMOUNT_REQ,index__hour_0,index__weekday_0,index__month_0,index__timesincemidnight_0,index__timesincelastevent_0,index__timesincecasestart_0,index__event_nr_0,index__open_cases_0,index__Activity_0_A_SUBMITTED-COMPLETE,index__Resource_0_112.0
15000.0,16.0,1.0,10.0,980.0,0.0,0.0,1.0,118.0,1.0,1.0
8500.0,17.0,1.0,10.0,1031.0,0.0,0.0,1.0,118.0,1.0,1.0
25000.0,17.0,1.0,10.0,1077.0,0.0,0.0,1.0,120.0,1.0,1.0
10000.0,18.0,1.0,10.0,1102.0,0.0,0.0,1.0,120.0,1.0,1.0
15000.0,19.0,1.0,10.0,1156.0,0.0,0.0,1.0,122.0,1.0,1.0
6100.0,20.0,1.0,10.0,1208.0,0.0,0.0,1.0,122.0,1.0,1.0
29000.0,20.0,1.0,10.0,1221.0,0.0,0.0,1.0,124.0,1.0,1.0
10000.0,21.0,1.0,10.0,1262.0,0.0,0.0,1.0,126.0,1.0,1.0
5000.0,21.0,1.0,10.0,1284.0,0.0,0.0,1.0,126.0,1.0,1.0
5000.0,21.0,1.0,10.0,1286.0,0.0,0.0,1.0,127.0,1.0,1.0
14000.0,21.0,1.0,10.0,1307.0,0.0,0.0,1.0,127.0,1.0,1.0
6500.0,22.0,1.0,10.0,1329.0,0.0,0.0,1.0,128.0,1.0,1.0
50000.0,22.0,1.0,10.0,1356.0,0.0,0.0,1.0,130.0,1.0,1.0
15000.0,22.0,1.0,10.0,1368.0,0.0,0.0,1.0,132.0,1.0,1.0
5000.0,23.0,1.0,10.0,1392.0,0.0,0.0,1.0,133.0,1.0,1.0
25000.0,23.0,1.0,10.0,1420.0,0.0,0.0,1.0,134.0,1.0,1.0
9200.0,23.0,1.0,10.0,1432.0,0.0,0.0,1.0,135.0,1.0,1.0
10000.0,0.0,2.0,10.0,22.0,0.0,0.0,1.0,136.0,1.0,1.0
5000.0,0.0,2.0,10.0,34.0,0.0,0.0,1.0,137.0,1.0,1.0
5000.0,0.0,2.0,10.0,34.0,0.0,0.0,1.0,138.0,1.0,1.0
5000.0,0.0,2.0,10.0,49.0,0.0,0.0,1.0,139.0,1.0,1.0
5600.0,2.0,2.0,10.0,128.0,0.0,0.0,1.0,140.0,1.0,1.0
15000.0,6.0,2.0,10.0,369.0,0.0,0.0,1.0,142.0,1.0,1.0
6000.0,10.0,2.0,10.0,627.0,0.0,0.0,1.0,140.0,1.0,1.0
10000.0,10.0,2.0,10.0,629.0,0.0,0.0,1.0,141.0,1.0,1.0
10000.0,10.0,2.0,10.0,633.0,0.0,0.0,1.0,144.0,1.0,1.0
15000.0,10.0,2.0,10.0,648.0,0.0,0.0,1.0,143.0,1.0,1.0
50000.0,11.0,2.0,10.0,660.0,0.0,0.0,1.0,146.0,1.0,1.0
7000.0,11.0,2.0,10.0,672.0,0.0,0.0,1.0,146.0,1.0,1.0
6000.0,11.0,2.0,10.0,688.0,0.0,0.0,1.0,146.0,1.0,1.0
12500.0,11.0,2.0,10.0,703.0,0.0,0.0,1.0,146.0,1.0,1.0
7500.0,11.0,2.0,10.0,705.0,0.0,0.0,1.0,148.0,1.0,1.0
12000.0,12.0,2.0,10.0,735.0,0.0,0.0,1.0,148.0,1.0,1.0
20000.0,12.0,2.0,10.0,735.0,0.0,0.0,1.0,149.0,1.0,1.0
37000.0,12.0,2.0,10.0,749.0,0.0,0.0,1.0,150.0,1.0,1.0
18000.0,13.0,2.0,10.0,806.0,0.0,0.0,1.0,150.0,1.0,1.0
7500.0,13.0,2.0,10.0,830.0,0.0,0.0,1.0,152.0,1.0,1.0
8000.0,13.0,2.0,10.0,835.0,0.0,0.0,1.0,154.0,1.0,1.0
12000.0,14.0,2.0,10.0,860.0,0.0,0.0,1.0,155.0,1.0,1.0
12000.0,14.0,2.0,10.0,885.0,0.0,0.0,1.0,159.0,1.0,1.0
17000.0,14.0,2.0,10.0,890.0,0.0,0.0,1.0,160.0,1.0,1.0
7500.0,15.0,2.0,10.0,909.0,0.0,0.0,1.0,164.0,1.0,1.0
6564.0,15.0,2.0,10.0,916.0,0.0,0.0,1.0,165.0,1.0,1.0
25000.0,15.0,2.0,10.0,923.0,0.0,0.0,1.0,167.0,1.0,1.0
12000.0,15.0,2.0,10.0,930.0,0.0,0.0,1.0,167.0,1.0,1.0
15000.0,15.0,2.0,10.0,939.0,0.0,0.0,1.0,166.0,1.0,1.0
10000.0,15.0,2.0,10.0,941.0,0.0,0.0,1.0,167.0,1.0,1.0
8000.0,15.0,2.0,10.0,957.0,0.0,0.0,1.0,168.0,1.0,1.0
5000.0,16.0,2.0,10.0,970.0,0.0,0.0,1.0,170.0,1.0,1.0
20000.0,16.0,2.0,10.0,972.0,0.0,0.0,1.0,172.0,1.0,1.0
8500.0,16.0,2.0,10.0,986.0,0.0,0.0,1.0,173.0,1.0,1.0
5000.0,16.0,2.0,10.0,1008.0,0.0,0.0,1.0,175.0,1.0,1.0
40000.0,16.0,2.0,10.0,1018.0,0.0,0.0,1.0,177.0,1.0,1.0
15000.0,16.0,2.0,10.0,1018.0,0.0,0.0,1.0,178.0,1.0,1.0
34000.0,17.0,2.0,10.0,1038.0,0.0,0.0,1.0,180.0,1.0,1.0
10000.0,17.0,2.0,10.0,1044.0,0.0,0.0,1.0,181.0,1.0,1.0
8000.0,18.0,2.0,10.0,1093.0,0.0,0.0,1.0,179.0,1.0,1.0
22500.0,18.0,2.0,10.0,1094.0,0.0,0.0,1.0,180.0,1.0,1.0
5000.0,18.0,2.0,10.0,1107.0,0.0,0.0,1.0,180.0,1.0,1.0
9000.0,19.0,2.0,10.0,1145.0,0.0,0.0,1.0,183.0,1.0,1.0
18000.0,19.0,2.0,10.0,1187.0,0.0,0.0,1.0,183.0,1.0,1.0
9000.0,19.0,2.0,10.0,1196.0,0.0,0.0,1.0,184.0,1.0,1.0
22000.0,19.0,2.0,10.0,1198.0,0.0,0.0,1.0,185.0,1.0,1.0
25000.0,20.0,2.0,10.0,1204.0,0.0,0.0,1.0,185.0,1.0,1.0
8500.0,20.0,2.0,10.0,1218.0,0.0,0.0,1.0,186.0,1.0,1.0
40000.0,20.0,2.0,10.0,1247.0,0.0,0.0,1.0,189.0,1.0,1.0
16000.0,21.0,2.0,10.0,1278.0,0.0,0.0,1.0,190.0,1.0,1.0
5000.0,21.0,2.0,10.0,1298.0,0.0,0.0,1.0,192.0,1.0,1.0
20000.0,21.0,2.0,10.0,1305.0,0.0,0.0,1.0,192.0,1.0,1.0
27500.0,21.0,2.0,10.0,1306.0,0.0,0.0,1.0,193.0,1.0,1.0
50000.0,21.0,2.0,10.0,1311.0,0.0,0.0,1.0,193.0,1.0,1.0
15000.0,21.0,2.0,10.0,1312.0,0.0,0.0,1.0,194.0,1.0,1.0
7500.0,22.0,2.0,10.0,1329.0,0.0,0.0,1.0,195.0,1.0,1.0
6000.0,22.0,2.0,10.0,1330.0,0.0,0.0,1.0,196.0,1.0,1.0
19000.0,22.0,2.0,10.0,1353.0,0.0,0.0,1.0,198.0,1.0,1.0
5000.0,22.0,2.0,10.0,1372.0,0.0,0.0,1.0,199.0,1.0,1.0
35000.0,23.0,2.0,10.0,1387.0,0.0,0.0,1.0,201.0,1.0,1.0
5000.0,23.0,2.0,10.0,1401.0,0.0,0.0,1.0,202.0,1.0,1.0
6000.0,23.0,2.0,10.0,1414.0,0.0,0.0,1.0,204.0,1.0,1.0
30000.0,23.0,2.0,10.0,1423.0,0.0,0.0,1.0,206.0,1.0,1.0
5500.0,0.0,3.0,10.0,11.0,0.0,0.0,1.0,207.0,1.0,1.0
35000.0,0.0,3.0,10.0,13.0,0.0,0.0,1.0,208.0,1.0,1.0
12750.0,1.0,3.0,10.0,69.0,0.0,0.0,1.0,209.0,1.0,1.0
5000.0,8.0,3.0,10.0,528.0,0.0,0.0,1.0,210.0,1.0,1.0
99000.0,11.0,3.0,10.0,666.0,0.0,0.0,1.0,212.0,1.0,1.0
30000.0,12.0,3.0,10.0,747.0,0.0,0.0,1.0,212.0,1.0,1.0
10000.0,12.0,3.0,10.0,763.0,0.0,0.0,1.0,212.0,1.0,1.0
11000.0,12.0,3.0,10.0,778.0,0.0,0.0,1.0,214.0,1.0,1.0
6000.0,13.0,3.0,10.0,792.0,0.0,0.0,1.0,216.0,1.0,1.0
15000.0,13.0,3.0,10.0,795.0,0.0,0.0,1.0,218.0,1.0,1.0
5200.0,13.0,3.0,10.0,814.0,0.0,0.0,1.0,220.0,1.0,1.0
14226.0,13.0,3.0,10.0,837.0,0.0,0.0,1.0,221.0,1.0,1.0
7000.0,15.0,3.0,10.0,914.0,0.0,0.0,1.0,218.0,1.0,1.0
8000.0,15.0,3.0,10.0,918.0,0.0,0.0,1.0,219.0,1.0,1.0
15000.0,16.0,3.0,10.0,982.0,0.0,0.0,1.0,218.0,1.0,1.0
25000.0,17.0,3.0,10.0,1020.0,0.0,0.0,1.0,220.0,1.0,1.0
18000.0,17.0,3.0,10.0,1036.0,0.0,0.0,1.0,222.0,1.0,1.0
16000.0,18.0,3.0,10.0,1088.0,0.0,0.0,1.0,224.0,1.0,1.0
7000.0,20.0,3.0,10.0,1201.0,0.0,0.0,1.0,230.0,1.0,1.0
10000.0,20.0,3.0,10.0,1229.0,0.0,0.0,1.0,227.0,1.0,1.0
6000.0,20.0,3.0,10.0,1239.0,0.0,0.0,1.0,228.0,1.0,1.0
5000.0,21.0,3.0,10.0,1264.0,0.0,0.0,1.0,229.0,1.0,1.0
7300.0,22.0,3.0,10.0,1320.0,0.0,0.0,1.0,229.0,1.0,1.0
5000.0,22.0,3.0,10.0,1328.0,0.0,0.0,1.0,230.0,1.0,1.0
8000.0,22.0,3.0,10.0,1341.0,0.0,0.0,1.0,231.0,1.0,1.0
25000.0,22.0,3.0,10.0,1355.0,0.0,0.0,1.0,234.0,1.0,1.0
28000.0,22.0,3.0,10.0,1360.0,0.0,0.0,1.0,235.0,1.0,1.0
15750.0,23.0,3.0,10.0,1428.0,0.0,0.0,1.0,238.0,1.0,1.0
22000.0,2.0,4.0,10.0,138.0,0.0,0.0,1.0,242.0,1.0,1.0
11280.0,5.0,4.0,10.0,349.0,0.0,0.0,1.0,243.0,1.0,1.0
50000.0,8.0,4.0,10.0,492.0,0.0,0.0,1.0,244.0,1.0,1.0
14000.0,10.0,4.0,10.0,617.0,0.0,0.0,1.0,244.0,1.0,1.0
5000.0,10.0,4.0,10.0,622.0,0.0,0.0,1.0,245.0,1.0,1.0
2500.0,10.0,4.0,10.0,632.0,0.0,0.0,1.0,245.0,1.0,1.0
15000.0,10.0,4.0,10.0,658.0,0.0,0.0,1.0,246.0,1.0,1.0
15000.0,11.0,4.0,10.0,663.0,0.0,0.0,1.0,247.0,1.0,1.0
26000.0,11.0,4.0,10.0,671.0,0.0,0.0,1.0,248.0,1.0,1.0
25000.0,11.0,4.0,10.0,685.0,0.0,0.0,1.0,249.0,1.0,1.0
15000.0,11.0,4.0,10.0,703.0,0.0,0.0,1.0,249.0,1.0,1.0
25000.0,12.0,4.0,10.0,746.0,0.0,0.0,1.0,249.0,1.0,1.0
7800.0,12.0,4.0,10.0,751.0,0.0,0.0,1.0,250.0,1.0,1.0
20000.0,12.0,4.0,10.0,766.0,0.0,0.0,1.0,252.0,1.0,1.0
9800.0,12.0,4.0,10.0,769.0,0.0,0.0,1.0,253.0,1.0,1.0
9000.0,13.0,4.0,10.0,791.0,0.0,0.0,1.0,252.0,1.0,1.0
6000.0,13.0,4.0,10.0,832.0,0.0,0.0,1.0,254.0,1.0,1.0
18000.0,14.0,4.0,10.0,880.0,0.0,0.0,1.0,254.0,1.0,1.0
25000.0,14.0,4.0,10.0,881.0,0.0,0.0,1.0,255.0,1.0,1.0
5000.0,14.0,4.0,10.0,895.0,0.0,0.0,1.0,256.0,1.0,1.0
15000.0,14.0,4.0,10.0,896.0,0.0,0.0,1.0,257.0,1.0,1.0
15000.0,15.0,4.0,10.0,904.0,0.0,0.0,1.0,259.0,1.0,1.0
40000.0,15.0,4.0,10.0,907.0,0.0,0.0,1.0,260.0,1.0,1.0
7000.0,15.0,4.0,10.0,908.0,0.0,0.0,1.0,261.0,1.0,1.0
8000.0,15.0,4.0,10.0,955.0,0.0,0.0,1.0,262.0,1.0,1.0
4500.0,16.0,4.0,10.0,966.0,0.0,0.0,1.0,265.0,1.0,1.0
6000.0,16.0,4.0,10.0,1008.0,0.0,0.0,1.0,264.0,1.0,1.0
20000.0,16.0,4.0,10.0,1018.0,0.0,0.0,1.0,266.0,1.0,1.0
6500.0,17.0,4.0,10.0,1021.0,0.0,0.0,1.0,267.0,1.0,1.0
20000.0,17.0,4.0,10.0,1022.0,0.0,0.0,1.0,269.0,1.0,1.0
20000.0,17.0,4.0,10.0,1026.0,0.0,0.0,1.0,270.0,1.0,1.0
20000.0,17.0,4.0,10.0,1069.0,0.0,0.0,1.0,269.0,1.0,1.0
3100.0,18.0,4.0,10.0,1094.0,0.0,0.0,1.0,270.0,1.0,1.0
10000.0,18.0,4.0,10.0,1096.0,0.0,0.0,1.0,271.0,1.0,1.0
8000.0,18.0,4.0,10.0,1114.0,0.0,0.0,1.0,272.0,1.0,1.0
8000.0,18.0,4.0,10.0,1122.0,0.0,0.0,1.0,274.0,1.0,1.0
16000.0,18.0,4.0,10.0,1128.0,0.0,0.0,1.0,275.0,1.0,1.0
25000.0,18.0,4.0,10.0,1139.0,0.0,0.0,1.0,276.0,1.0,1.0
15000.0,19.0,4.0,10.0,1156.0,0.0,0.0,1.0,277.0,1.0,1.0
5000.0,19.0,4.0,10.0,1194.0,0.0,0.0,1.0,280.0,1.0,1.0
8000.0,21.0,4.0,10.0,1269.0,0.0,0.0,1.0,284.0,1.0,1.0
17000.0,22.0,4.0,10.0,1348.0,0.0,0.0,1.0,283.0,1.0,1.0
5000.0,23.0,4.0,10.0,1382.0,0.0,0.0,1.0,284.0,1.0,1.0
10000.0,23.0,4.0,10.0,1403.0,0.0,0.0,1.0,285.0,1.0,1.0
12500.0,9.0,5.0,10.0,582.0,0.0,0.0,1.0,288.0,1.0,1.0
15500.0,11.0,5.0,10.0,670.0,0.0,0.0,1.0,289.0,1.0,1.0
10000.0,11.0,5.0,10.0,705.0,0.0,0.0,1.0,290.0,1.0,1.0
50000.0,12.0,5.0,10.0,747.0,0.0,0.0,1.0,290.0,1.0,1.0
15000.0,12.0,5.0,10.0,753.0,0.0,0.0,1.0,291.0,1.0,1.0
10000.0,12.0,5.0,10.0,761.0,0.0,0.0,1.0,292.0,1.0,1.0
5000.0,13.0,5.0,10.0,816.0,0.0,0.0,1.0,291.0,1.0,1.0
8000.0,15.0,5.0,10.0,918.0,0.0,0.0,1.0,291.0,1.0,1.0
40000.0,15.0,5.0,10.0,920.0,0.0,0.0,1.0,293.0,1.0,1.0
4000.0,15.0,5.0,10.0,937.0,0.0,0.0,1.0,294.0,1.0,1.0
22000.0,15.0,5.0,10.0,950.0,0.0,0.0,1.0,293.0,1.0,1.0
6000.0,16.0,5.0,10.0,1011.0,0.0,0.0,1.0,295.0,1.0,1.0
36000.0,17.0,5.0,10.0,1026.0,0.0,0.0,1.0,297.0,1.0,1.0
10000.0,17.0,5.0,10.0,1069.0,0.0,0.0,1.0,297.0,1.0,1.0
6000.0,17.0,5.0,10.0,1077.0,0.0,0.0,1.0,299.0,1.0,1.0
7000.0,18.0,5.0,10.0,1113.0,0.0,0.0,1.0,300.0,1.0,1.0
6000.0,19.0,5.0,10.0,1173.0,0.0,0.0,1.0,301.0,1.0,1.0
15500.0,20.0,5.0,10.0,1233.0,0.0,0.0,1.0,302.0,1.0,1.0
45000.0,1.0,6.0,10.0,110.0,0.0,0.0,1.0,306.0,1.0,1.0
30000.0,4.0,6.0,10.0,263.0,0.0,0.0,1.0,308.0,1.0,1.0
15000.0,10.0,6.0,10.0,652.0,0.0,0.0,1.0,312.0,1.0,1.0
17000.0,11.0,6.0,10.0,683.0,0.0,0.0,1.0,313.0,1.0,1.0
5000.0,12.0,6.0,10.0,759.0,0.0,0.0,1.0,317.0,1.0,1.0
19000.0,12.0,6.0,10.0,766.0,0.0,0.0,1.0,318.0,1.0,1.0
6500.0,13.0,6.0,10.0,793.0,0.0,0.0,1.0,319.0,1.0,1.0
6000.0,13.0,6.0,10.0,795.0,0.0,0.0,1.0,320.0,1.0,1.0
40000.0,13.0,6.0,10.0,821.0,0.0,0.0,1.0,322.0,1.0,1.0
3000.0,15.0,6.0,10.0,924.0,0.0,0.0,1.0,328.0,1.0,1.0
50000.0,15.0,6.0,10.0,953.0,0.0,0.0,1.0,329.0,1.0,1.0
20000.0,16.0,6.0,10.0,983.0,0.0,0.0,1.0,331.0,1.0,1.0
30000.0,16.0,6.0,10.0,995.0,0.0,0.0,1.0,333.0,1.0,1.0
28500.0,17.0,6.0,10.0,1077.0,0.0,0.0,1.0,337.0,1.0,1.0
5000.0,19.0,6.0,10.0,1141.0,0.0,0.0,1.0,342.0,1.0,1.0
14000.0,19.0,6.0,10.0,1190.0,0.0,0.0,1.0,343.0,1.0,1.0
5000.0,20.0,6.0,10.0,1224.0,0.0,0.0,1.0,345.0,1.0,1.0
7000.0,20.0,6.0,10.0,1245.0,0.0,0.0,1.0,346.0,1.0,1.0
6800.0,21.0,6.0,10.0,1293.0,0.0,0.0,1.0,347.0,1.0,1.0
10000.0,21.0,6.0,10.0,1296.0,0.0,0.0,1.0,348.0,1.0,1.0
20000.0,21.0,6.0,10.0,1307.0,0.0,0.0,1.0,349.0,1.0,1.0
8000.0,21.0,6.0,10.0,1319.0,0.0,0.0,1.0,350.0,1.0,1.0
5000.0,22.0,6.0,10.0,1332.0,0.0,0.0,1.0,352.0,1.0,1.0
7500.0,23.0,6.0,10.0,1390.0,0.0,0.0,1.0,354.0,1.0,1.0
13000.0,23.0,6.0,10.0,1397.0,0.0,0.0,1.0,355.0,1.0,1.0
15000.0,23.0,6.0,10.0,1423.0,0.0,0.0,1.0,357.0,1.0,1.0
7000.0,0.0,0.0,10.0,29.0,0.0,0.0,1.0,360.0,1.0,1.0
10000.0,10.0,0.0,10.0,602.0,0.0,0.0,1.0,361.0,1.0,1.0
16000.0,12.0,0.0,10.0,728.0,0.0,0.0,1.0,347.0,1.0,1.0
39000.0,12.0,0.0,10.0,748.0,0.0,0.0,1.0,349.0,1.0,1.0
25000.0,12.0,0.0,10.0,777.0,0.0,0.0,1.0,347.0,1.0,1.0
