Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
0;0;0.9997538;1;1;1;1.0;0.994831289;0.994831289;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99996865;1;1;1;1.0;0.98826751;0.98826751;1.0;1.0;1.0;;1.0;1.0
0;0;0.9999416;1;1;1;1.0;0.997764152;0.997764152;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9999678;1;1;1;1.0;0.997696429;0.997696429;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99974567;1;1;1;0.754741661;0.994225269;0.994225269;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99996424;1;1;1;1.0;0.998336798;0.998336798;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99900854;1;1;1;1.0;0.994116458;0.994116458;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99993694;1;1;1;0.944629014;0.994079897;0.994079897;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99994874;1;1;1;1.0;0.995085772;0.995085772;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99998057;1;1;1;0.763655462;0.99334037;0.99334037;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99994546;1;1;1;1.0;0.998507647;0.998507647;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9990059;1;1;1;1.0;0.995227803;0.995227803;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9999229;1;1;1;1.0;0.993499933;0.993499933;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99998367;1;1;1;1.0;0.998548214;0.998548214;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9961289;1;1;1;0.920099432;0.98402772;0.98402772;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99991715;1;1;1;1.0;0.994720525;0.994720525;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99977255;1;1;1;0.88179669;0.993831721;0.993831721;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99996257;1;1;1;0.87366648;0.989956701;0.989956701;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9999277;1;1;1;1.0;0.996381323;0.996381323;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9999083;1;1;1;0.950396825;0.995688922;0.995688922;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9999871;1;1;1;1.0;0.992456292;0.992456292;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.6555268;1;1;1;1.0;0.991395271;0.991395271;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.999984;1;1;1;0.756031445;0.953105958;0.953105958;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99988;1;1;1;1.0;0.996272791;0.996272791;1.0;1.0;1.0;1.0;1.0;1.0
1;1;0.9999542;1;1;1;1.0;0.991467527;0.991467527;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999962;1;1;1;1.0;0.997782069;0.997782069;1.0;1.0;1.0;;1.0;1.0
1;1;0.99999607;1;1;1;0.88179669;0.99618292;0.99618292;1.0;1.0;1.0;;1.0;1.0
1;1;0.99969256;1;1;1;0.864130435;0.938175963;0.938175963;1.0;1.0;1.0;;1.0;1.0
1;1;0.99992347;1;1;1;0.901896664;0.997880419;0.997880419;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999963;1;1;1;0.901896664;0.997219451;0.997219451;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999962;1;1;1;1.0;0.98094674;0.98094674;1.0;1.0;1.0;;1.0;1.0
1;1;0.95311;1;1;1;0.901896664;0.998201808;0.998201808;1.0;1.0;1.0;;1.0;1.0
1;1;0.9965223;1;1;1;0.901896664;0.996199823;0.996199823;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999883;1;1;1;1.0;0.994726241;0.994726241;1.0;1.0;1.0;;1.0;1.0
1;1;0.69194007;1;1;1;1.0;0.995132811;0.995132811;1.0;1.0;1.0;1.0;1.0;1.0
1;1;0.9999938;1;1;1;1.0;0.995820868;0.995820868;1.0;1.0;1.0;;1.0;1.0
1;1;0.9974292;1;1;1;1.0;0.988271953;0.988271953;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999902;1;1;1;0.901896664;0.9971404;0.9971404;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999883;1;1;1;0.901896664;0.983608596;0.983608596;1.0;1.0;1.0;;1.0;1.0
1;1;0.99371123;1;1;1;1.0;0.994172338;0.994172338;1.0;1.0;1.0;0.9461851231762736;1.0;1.0
1;1;0.99999344;1;1;1;1.0;0.992096162;0.992096162;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999943;1;1;1;1.0;0.98393515;0.98393515;1.0;1.0;1.0;;1.0;1.0
1;1;0.9996679;1;1;1;1.0;0.996430545;0.996430545;1.0;1.0;1.0;;1.0;1.0
1;1;0.99943155;1;1;1;0.88179669;0.992369995;0.992369995;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999219;1;1;1;1.0;0.997896466;0.997896466;1.0;1.0;1.0;;1.0;1.0
1;1;0.99999714;1;1;1;1.0;0.996242683;0.996242683;1.0;1.0;1.0;;1.0;1.0
1;1;0.99902296;1;1;1;0.901896664;0.995452706;0.995452706;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999554;1;1;1;1.0;0.982280904;0.982280904;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999945;1;1;1;1.0;0.997628684;0.997628684;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999956;1;1;1;0.705689993;0.99751343;0.99751343;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999795;1;1;1;0.901896664;0.9936637;0.9936637;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999852;1;1;1;1.0;0.989908051;0.989908051;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999746;1;1;1;1.0;0.997843135;0.997843135;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999937;1;1;1;1.0;0.995014233;0.995014233;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999902;1;1;1;1.0;0.985947464;0.985947464;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999075;1;1;1;1.0;0.988170485;0.988170485;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999943;1;1;1;1.0;0.99727643;0.99727643;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999914;1;1;1;1.0;0.991880248;0.991880248;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999944;1;1;1;1.0;0.997654662;0.997654662;1.0;1.0;1.0;;1.0;1.0
0;1;0.96847826;1;1;1;0.803046218;0.997670777;0.997670777;;1.0;1.0;1.0;1.0;1.0
1;1;0.99998605;1;1;1;1.0;0.996590892;0.996590892;1.0;1.0;1.0;;1.0;1.0
1;1;0.89374906;1;1;1;0.901896664;0.997199416;0.997199416;1.0;1.0;1.0;1.0;1.0;1.0
1;1;0.91989005;1;1;1;0.88179669;0.996946731;0.996946731;1.0;1.0;1.0;1.0;1.0;1.0
1;1;0.99997723;1;1;1;1.0;0.996669947;0.996669947;1.0;1.0;1.0;;1.0;1.0
1;1;0.99999523;1;1;1;1.0;0.995390865;0.995390865;1.0;1.0;1.0;;1.0;1.0
1;1;0.99952245;1;1;1;0.864130435;0.995788549;0.995788549;1.0;1.0;1.0;;1.0;1.0
1;1;0.99991834;1;1;1;1.0;0.959544153;0.959544153;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999918;1;1;1;1.0;0.991497759;0.991497759;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999951;1;1;1;1.0;0.993806364;0.993806364;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999919;1;1;1;0.81884058;0.975229283;0.975229283;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999918;1;1;1;1.0;0.988535491;0.988535491;1.0;1.0;1.0;;1.0;1.0
1;1;0.9981256;1;1;1;1.0;0.995530268;0.995530268;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999534;1;1;1;1.0;0.996280215;0.996280215;1.0;1.0;1.0;;1.0;1.0
1;1;0.99997866;1;1;1;0.663110612;0.994835878;0.994835878;1.0;1.0;1.0;;1.0;1.0
