"Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability";LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
"205238_3;0;3;0;0.95279115;1.0;0.9999999999843647;0.9999999999843647";-0.006985294117647145;0.9819674860440607;0.9819674860440607
"205403_3;1;3;1;0.88143516;1.0;0.9999999999999439;0.9999999999999439";0.14921044150821794;0.9718177727236299;0.9718177727236299
"206053_3;1;3;0;0.9999289;1.0;0.9999999999822718;0.9999999999822718";0.03767339218158894;0.9868542446823655;0.9868542446823655
"207377_3;1;3;0;0.9448399;1.0;0.9999999999997325;0.9999999999997325";0.9025974025974026;0.9654109931848506;0.9654109931848506
"209021_3;1;3;0;0.7837828;1.0;0.9999999999841421;0.9999999999841421";0.5369330938482261;0.9381082039697461;0.9381082039697461
"206513_4;1;4;1;0.99981934;1.0;0.9999999999971667;0.9999999999971667";0.09188034188034189;0.8552229992521571;0.8552229992521571
"206597_4;0;4;1;0.9981104;1.0;0.9999999999999444;0.9999999999999444";0.20343137254901955;0.6549419556674332;0.6549419556674332
"207266_4;0;4;1;0.9797283;1.0;0.9999999999981339;0.9999999999981339";0.025825183374083016;0.3553118547354043;0.3553118547354043
"207969_4;0;4;0;0.9915723;1.0;1.0;1.0";0.07831325301204795;0.8448154259878917;0.8448154259878917
"208397_4;0;4;0;0.9972913;1.0;0.9999999999997733;0.9999999999997733";-0.026570048309178862;0.8505484535166647;0.8505484535166647
"209188_4;1;4;0;0.58760536;1.0;0.9999999999999996;0.9999999999999996";0.12714712471993994;0.8929034368615928;0.8929034368615928
"209395_4;1;4;0;0.73176086;1.0;0.9999999999997673;0.9999999999997673";0.06707317073170727;0.9146728527171365;0.9146728527171365
"210791_4;1;4;0;0.9999214;1.0;0.9999999999999992;0.9999999999999992";0.05024509803921551;0.9155788065348557;0.9155788065348557
"206597_5;0;5;0;0.9975416;1.0;0.9999999999999706;0.9999999999999706";0.39143610013175234;0.7070814236602531;0.7070814236602531
"206913_5;0;5;0;0.69731987;1.0;0.9999999999999738;0.9999999999999738";0.34999574395641797;0.5027335207267887;0.5027335207267887
"207413_5;1;5;0;0.9997698;1.0;0.9999999999999705;0.9999999999999705";0.2874627156010894;0.6742923796507412;0.6742923796507412
"207560_5;0;5;0;0.90080506;1.0;0.9999999999999848;0.9999999999999848";0.30895116941628564;0.5239057672812246;0.5239057672812246
"210758_5;1;5;0;0.9995346;1.0;0.9999999999998841;0.9999999999998841";0.4375539257981018;0.8107695744917826;0.8107695744917826
"211038_5;1;5;1;0.7158268;1.0;0.9999999999999538;0.9999999999999538";0.3433413665372428;0.7349877837470433;0.7349877837470433
"211555_5;1;5;0;0.660997;1.0;0.999999999999971;0.999999999999971";0.3023015873015873;0.7634967552231371;0.7634967552231371
"211573_5;0;5;1;0.68709475;1.0;0.9999999999999186;0.9999999999999186";0.30974205662894694;0.6818516373101167;0.6818516373101167
"206216_6;0;6;0;0.9967958;1.0;0.9999999999977514;0.9999999999977514";0.24274492366977907;0.7545214044190248;0.7545214044190248
"206546_6;1;6;1;0.7551048;1.0;0.9999999999999857;0.9999999999999857";0.3812166424065987;0.8035731481607252;0.8035731481607252
"206606_6;0;6;0;0.91843474;1.0;0.9999999999999705;0.9999999999999705";0.3236371769318309;0.8628306557939077;0.8628306557939077
"208901_6;1;6;0;0.6399455;1.0;0.9999999999999581;0.9999999999999581";0.27848431625649794;0.6727006575952452;0.6727006575952452
"211955_6;1;6;0;0.96562296;1.0;0.9999999999999669;0.9999999999999669";0.4845005020080321;0.9145038278377995;0.9145038278377995
"212773_6;0;6;0;0.9795586;1.0;0.9999999999999746;0.9999999999999746";0.4154411764705882;0.8314378231388058;0.8314378231388058
"213001_6;1;6;1;0.84549755;1.0;0.9999999999999787;0.9999999999999787";0.36326388888888883;0.8893015057381287;0.8893015057381287
"214037_6;0;6;0;0.5807103;1.0;0.9999999999999701;0.9999999999999701";0.31071657754010684;0.8264769078672501;0.8264769078672501
"204808_7;0;7;0;0.7433904;1.0;0.9999999999991123;0.9999999999991123";0.39989391752704473;0.6028183801780942;0.6028183801780942
"204829_7;0;7;1;0.97405666;1.0;0.9999999999999966;0.9999999999999966";0.3798732572877058;0.7672198629087331;0.7672198629087331
"206053_7;1;7;0;0.9978453;1.0;0.9999999999979354;0.9999999999979354";0.2711610486891384;0.8338420053376027;0.8338420053376027
"208241_7;0;7;0;0.97179204;1.0;0.9999999999999332;0.9999999999999332";0.3823848862850936;0.8610387963695216;0.8610387963695216
"211110_7;1;7;0;0.9891735;1.0;0.9999999999999899;0.9999999999999899";0.2825131169840652;0.5854733464461492;0.5854733464461492
"212704_7;1;7;0;0.99552417;1.0;0.9999999999999992;0.9999999999999992";0.6080600381745618;0.802930913228381;0.802930913228381
"214034_7;0;7;0;0.5643736;1.0;0.9999999999999998;0.9999999999999998";0.6472479133769456;0.8523187504807318;0.8523187504807318
"214040_7;1;7;0;0.97916394;1.0;0.9999999999999923;0.9999999999999923";0.5315750915750914;0.9059510043778434;0.9059510043778434
"205062_8;0;8;1;0.7157709;1.0;0.9999999999999508;0.9999999999999508";0.49708454810495617;0.8782722365830207;0.8782722365830207
"205782_8;1;8;0;0.58414656;1.0;0.9999999999999803;0.9999999999999803";-0.11509886397600178;0.8399666004260486;0.8399666004260486
"206141_8;0;8;1;0.98087764;1.0;0.9999999999999974;0.9999999999999974";-0.03559768780839212;0.9042543615057127;0.9042543615057127
"208508_8;0;8;0;0.99293625;1.0;0.9999999999997896;0.9999999999997896";1.0;0.9362916372062613;0.9362916372062613
"209577_8;1;8;0;0.69820213;1.0;0.999999999999972;0.999999999999972";-0.018984873151539627;0.9244605931380319;0.9244605931380319
"209664_8;0;8;1;0.50811464;1.0;0.99999999999992;0.99999999999992";-0.06431872269161532;0.9516579624792088;0.9516579624792088
"211287_8;1;8;1;0.9036571;1.0;0.9999999999999287;0.9999999999999287";-0.08146022832209798;0.8416254501884703;0.8416254501884703
"214040_8;1;8;0;0.57819366;1.0;0.999999999999977;0.999999999999977";-0.08653609263365314;0.9336782773042795;0.9336782773042795
"204703_9;1;9;0;0.98981816;1.0;0.9999999999999925;0.9999999999999925";0.18386386116356435;0.7509246350851762;0.7509246350851762
"204838_9;0;9;1;0.8654252;1.0;0.9999999999999822;0.9999999999999822";0.40977351058591827;0.5705308565417202;0.5705308565417202
"205385_9;1;9;0;0.8750338;1.0;0.9999999999999797;0.9999999999999797";0.37042584334683604;0.7351551117273089;0.7351551117273089
"206240_9;0;9;0;0.9996769;1.0;0.9999999999999774;0.9999999999999774";0.4735960591133005;0.7262712698745457;0.7262712698745457
"207572_9;0;9;0;0.5397961;1.0;0.9999999999999993;0.9999999999999993";0.2381364310430052;0.7196144841929908;0.7196144841929908
"213354_9;1;9;1;0.8303949;1.0;0.9999999999999892;0.9999999999999892";0.3651136925358378;0.579678011307099;0.579678011307099
"213495_9;0;9;1;0.999491;1.0;0.999999999999996;0.999999999999996";0.15054563492063477;0.36871635565487937;0.36871635565487937
"213930_9;1;9;1;0.98705935;1.0;0.9999999999999837;0.9999999999999837";0.3333693771626297;0.7578495012939603;0.7578495012939603
"206862_10;0;10;1;0.5364917;1.0;0.9999999999999898;0.9999999999999898";0.13948564593301438;0.7164350468951277;0.7164350468951277
"207515_10;1;10;1;0.8877126;1.0;0.9999999999999888;0.9999999999999888";0.18449929047262392;0.8321516414029303;0.8321516414029303
"207759_10;0;10;0;0.9653985;1.0;0.9999999999999578;0.9999999999999578";0.18006845079895428;0.8469391342447106;0.8469391342447106
"208934_10;0;10;0;0.906172;1.0;0.9999999999999802;0.9999999999999802";0.17251493837918563;0.7747729646945263;0.7747729646945263
"210683_10;1;10;0;0.6662717;1.0;0.999999999999935;0.999999999999935";-0.03214054267871869;0.8066960424540423;0.8066960424540423
"211257_10;1;10;0;0.7024176;1.0;0.9999999999999147;0.9999999999999147";0.22530645921735015;0.7572925865587624;0.7572925865587624
"212563_10;0;10;0;0.9986909;1.0;0.9999999999999907;0.9999999999999907";0.1551785083068219;0.794982255849588;0.794982255849588
"212944_10;1;10;0;0.9890494;1.0;0.9999999999999417;0.9999999999999417";0.019728766347197668;0.7061887291509525;0.7061887291509525
"204481_11;0;11;1;0.82403225;1.0;0.9999999999999879;0.9999999999999879";0.1839592728297631;-5.1725928210034295;-5.1725928210034295
"206342_11;0;11;1;0.5900979;1.0;0.9999999999998671;0.9999999999998671";0.315023729086229;0.7638428597326454;0.7638428597326454
"206672_11;0;11;0;0.92212725;1.0;0.999999999999967;0.999999999999967";0.43481481481481477;0.7048569323238532;0.7048569323238532
"206925_11;0;11;1;0.9446348;1.0;0.9999999999998539;0.9999999999998539";0.20477987421383648;0.6513978847808315;0.6513978847808315
"208172_11;1;11;0;0.9971173;1.0;0.9999999999999705;0.9999999999999705";0.29871501340006734;0.21154726613731478;0.21154726613731478
"210386_11;1;11;0;0.99351096;1.0;0.9999999999999767;0.9999999999999767";0.18504672897196262;0.6558087504790278;0.6558087504790278
"211269_11;1;11;0;0.8983265;1.0;0.9999999999996081;0.9999999999996081";0.14138205334820964;0.6968023797620748;0.6968023797620748
"213465_11;1;11;0;0.56155163;1.0;0.9999999999998576;0.9999999999998576";0.2571153356839082;0.6796526907840065;0.6796526907840065
"206210_12;1;12;0;0.7623416;1.0;0.999999999999877;0.999999999999877";-0.18310541301886407;0.9501126444155679;0.9501126444155679
"206477_12;0;12;1;1.0;1.0;0.9999999999999702;0.9999999999999702";-0.13018860541771393;0.966578750338942;0.966578750338942
"206561_12;0;12;0;0.5506228;1.0;0.9999999999999933;0.9999999999999933";-0.17178916427664337;0.9402444305460536;0.9402444305460536
"206624_12;1;12;1;0.9838635;1.0;0.9999999999999818;0.9999999999999818";-0.09722881123985005;0.9587999581988773;0.9587999581988773
"207050_12;1;12;1;0.9999815;1.0;0.9999999999999964;0.9999999999999964";-0.21404175270297388;0.9632228069916449;0.9632228069916449
"209278_12;0;12;1;0.9993755;1.0;0.9999999999999901;0.9999999999999901";0.020831639576979866;0.9584682496530218;0.9584682496530218
"211928_12;0;12;0;0.9747076;1.0;0.9999999999999701;0.9999999999999701";-0.1371758646325456;0.937750368780395;0.937750368780395
"213624_12;1;12;1;0.9928289;1.0;0.9999999999999719;0.9999999999999719";-0.18239199907273962;0.9701523982299599;0.9701523982299599
"204466_13;0;13;0;0.99965906;1.0;0.999999999999969;0.999999999999969";0.03832169866201274;0.7877809473049444;0.7877809473049444
"204751_13;1;13;0;0.6966173;1.0;0.9999999999999;0.9999999999999";0.050602175602175725;0.7780778395460948;0.7780778395460948
"206441_13;0;13;0;0.9995706;1.0;0.9999999999999403;0.9999999999999403";0.13082104593189758;0.8082717547842443;0.8082717547842443
"207464_13;0;13;1;0.99999344;1.0;0.9999999999999999;0.9999999999999999";0.04723837209302317;0.6183677894600181;0.6183677894600181
"207515_13;1;13;1;0.9994417;1.0;0.9999999999999906;0.9999999999999906";0.06259097525473079;0.7521234102163614;0.7521234102163614
"208064_13;0;13;1;0.9999987;1.0;0.9999999999997061;0.9999999999997061";0.041786443361246484;0.6829382480239441;0.6829382480239441
"208565_13;1;13;0;0.9106851;1.0;0.9999999999997831;0.9999999999997831";0.05053693386053171;0.7185896378659089;0.7185896378659089
"209374_13;1;13;1;0.6497511;1.0;0.9999999999999862;0.9999999999999862";-0.003198604245420178;0.551369838869179;0.551369838869179
"204993_14;0;14;0;0.99999994;1.0;0.9999999999998835;0.9999999999998835";0.09046863988724974;0.8854836727729086;0.8854836727729086
"205205_14;0;14;0;0.9999862;1.0;0.9999999999998941;0.9999999999998941";0.03839482703595376;0.8405583254446976;0.8405583254446976
"205511_14;1;14;0;1.0;1.0;0.9999999999998833;0.9999999999998833";-0.03407012376178842;0.9314609165838004;0.9314609165838004
"205766_14;1;14;0;0.9999994;1.0;0.9999999999999555;0.9999999999999555";-0.1285710368734363;0.7389484735029908;0.7389484735029908
"206294_14;0;14;0;0.5448437;1.0;0.9999999999998994;0.9999999999998994";-0.0608315295815296;0.9273430977739601;0.9273430977739601
"206408_14;1;14;1;0.7335169;1.0;0.9999999999998012;0.9999999999998012";-0.014641288433381972;0.687584305524857;0.687584305524857
"207870_14;0;14;0;0.5029682;1.0;0.9999999999998909;0.9999999999998909";-0.14846507686611132;0.9490738086330481;0.9490738086330481
"208577_14;1;14;1;0.9988589;1.0;0.9999999999998825;0.9999999999998825";-0.07679281510065739;0.9157551371002255;0.9157551371002255
