static__AMOUNT_REQ,index__hour_0,index__weekday_0,index__month_0,index__timesincemidnight_0,index__timesincelastevent_0,index__timesincecasestart_0,index__event_nr_0,index__open_cases_0,index__hour_1,index__weekday_1,index__month_1,index__timesincemidnight_1,index__timesincelastevent_1,index__timesincecasestart_1,index__event_nr_1,index__open_cases_1,index__Activity_0_A_SUBMITTED-COMPLETE,index__Activity_1_A_PARTLYSUBMITTED-COMPLETE,index__Resource_0_112.0,index__Resource_1_112.0
50000.0,23.0,5.0,10.0,1439.0,0.0,0.0,1.0,31.0,23.0,5.0,10.0,1439.0,0.00725,0.00725,2.0,31.0,1.0,1.0,1.0,1.0
7000.0,1.0,6.0,10.0,117.0,0.0,0.0,1.0,33.0,1.0,6.0,10.0,117.0,0.0108166666666666,0.0108166666666666,2.0,33.0,1.0,1.0,1.0,1.0
15000.0,10.0,6.0,10.0,623.0,0.0,0.0,1.0,34.0,10.0,6.0,10.0,623.0,0.01735,0.01735,2.0,34.0,1.0,1.0,1.0,1.0
10000.0,11.0,6.0,10.0,680.0,0.0,0.0,1.0,37.0,11.0,6.0,10.0,680.0,0.0053833333333333,0.0053833333333333,2.0,37.0,1.0,1.0,1.0,1.0
15500.0,12.0,6.0,10.0,723.0,0.0,0.0,1.0,39.0,12.0,6.0,10.0,723.0,0.00275,0.00275,2.0,39.0,1.0,1.0,1.0,1.0
5000.0,12.0,6.0,10.0,746.0,0.0,0.0,1.0,40.0,12.0,6.0,10.0,746.0,0.0034,0.0034,2.0,40.0,1.0,1.0,1.0,1.0
5000.0,12.0,6.0,10.0,767.0,0.0,0.0,1.0,42.0,12.0,6.0,10.0,767.0,0.00285,0.00285,2.0,42.0,1.0,1.0,1.0,1.0
5000.0,13.0,6.0,10.0,804.0,0.0,0.0,1.0,44.0,13.0,6.0,10.0,804.0,0.0024166666666666,0.0024166666666666,2.0,44.0,1.0,1.0,1.0,1.0
15500.0,14.0,6.0,10.0,845.0,0.0,0.0,1.0,45.0,14.0,6.0,10.0,845.0,0.01735,0.01735,2.0,45.0,1.0,1.0,1.0,1.0
50000.0,14.0,6.0,10.0,864.0,0.0,0.0,1.0,46.0,14.0,6.0,10.0,864.0,0.0033,0.0033,2.0,46.0,1.0,1.0,1.0,1.0
7000.0,17.0,6.0,10.0,1025.0,0.0,0.0,1.0,48.0,17.0,6.0,10.0,1025.0,0.0032,0.0032,2.0,48.0,1.0,1.0,1.0,1.0
5500.0,18.0,6.0,10.0,1098.0,0.0,0.0,1.0,52.0,18.0,6.0,10.0,1098.0,0.0021833333333333,0.0021833333333333,2.0,52.0,1.0,1.0,1.0,1.0
33000.0,19.0,6.0,10.0,1170.0,0.0,0.0,1.0,55.0,19.0,6.0,10.0,1170.0,0.00375,0.00375,2.0,55.0,1.0,1.0,1.0,1.0
7000.0,22.0,6.0,10.0,1328.0,0.0,0.0,1.0,58.0,22.0,6.0,10.0,1328.0,0.0014666666666666,0.0014666666666666,2.0,58.0,1.0,1.0,1.0,1.0
7493.0,23.0,6.0,10.0,1391.0,0.0,0.0,1.0,59.0,23.0,6.0,10.0,1391.0,0.0029166666666666,0.0029166666666666,2.0,59.0,1.0,1.0,1.0,1.0
8000.0,23.0,6.0,10.0,1431.0,0.0,0.0,1.0,60.0,23.0,6.0,10.0,1431.0,0.0032166666666666,0.0032166666666666,2.0,60.0,1.0,1.0,1.0,1.0
50000.0,0.0,0.0,10.0,12.0,0.0,0.0,1.0,61.0,0.0,0.0,10.0,12.0,0.0044333333333333,0.0044333333333333,2.0,61.0,1.0,1.0,1.0,1.0
10000.0,0.0,0.0,10.0,15.0,0.0,0.0,1.0,62.0,0.0,0.0,10.0,15.0,0.0038,0.0038,2.0,62.0,1.0,1.0,1.0,1.0
30000.0,9.0,0.0,10.0,549.0,0.0,0.0,1.0,66.0,9.0,0.0,10.0,550.0,0.0488333333333333,0.0488333333333333,2.0,66.0,1.0,1.0,1.0,1.0
8000.0,10.0,0.0,10.0,630.0,0.0,0.0,1.0,60.0,10.0,0.0,10.0,630.0,0.0278333333333333,0.0278333333333333,2.0,60.0,1.0,1.0,1.0,1.0
5800.0,10.0,0.0,10.0,634.0,0.0,0.0,1.0,60.0,10.0,0.0,10.0,634.0,0.00645,0.00645,2.0,60.0,1.0,1.0,1.0,1.0
10000.0,10.0,0.0,10.0,652.0,0.0,0.0,1.0,58.0,10.0,0.0,10.0,652.0,0.0067666666666666,0.0067666666666666,2.0,58.0,1.0,1.0,1.0,1.0
50000.0,11.0,0.0,10.0,698.0,0.0,0.0,1.0,58.0,11.0,0.0,10.0,698.0,0.0059833333333333,0.0059833333333333,2.0,58.0,1.0,1.0,1.0,1.0
20000.0,11.0,0.0,10.0,699.0,0.0,0.0,1.0,59.0,11.0,0.0,10.0,699.0,0.0049,0.0049,2.0,59.0,1.0,1.0,1.0,1.0
7000.0,12.0,0.0,10.0,720.0,0.0,0.0,1.0,61.0,12.0,0.0,10.0,720.0,0.0077833333333333,0.0077833333333333,2.0,61.0,1.0,1.0,1.0,1.0
7500.0,12.0,0.0,10.0,726.0,0.0,0.0,1.0,62.0,12.0,0.0,10.0,726.0,0.0055,0.0055,2.0,62.0,1.0,1.0,1.0,1.0
25000.0,12.0,0.0,10.0,741.0,0.0,0.0,1.0,62.0,12.0,0.0,10.0,741.0,0.0082833333333333,0.0082833333333333,2.0,62.0,1.0,1.0,1.0,1.0
25000.0,12.0,0.0,10.0,775.0,0.0,0.0,1.0,65.0,12.0,0.0,10.0,775.0,0.0060833333333333,0.0060833333333333,2.0,65.0,1.0,1.0,1.0,1.0
15000.0,13.0,0.0,10.0,782.0,0.0,0.0,1.0,66.0,13.0,0.0,10.0,782.0,0.0058,0.0058,2.0,66.0,1.0,1.0,1.0,1.0
26000.0,13.0,0.0,10.0,789.0,0.0,0.0,1.0,67.0,13.0,0.0,10.0,789.0,0.0062,0.0062,2.0,67.0,1.0,1.0,1.0,1.0
7500.0,13.0,0.0,10.0,790.0,0.0,0.0,1.0,68.0,13.0,0.0,10.0,790.0,0.0072333333333333,0.0072333333333333,2.0,68.0,1.0,1.0,1.0,1.0
25000.0,13.0,0.0,10.0,795.0,0.0,0.0,1.0,66.0,13.0,0.0,10.0,795.0,0.0070833333333333,0.0070833333333333,2.0,66.0,1.0,1.0,1.0,1.0
6000.0,13.0,0.0,10.0,835.0,0.0,0.0,1.0,66.0,13.0,0.0,10.0,835.0,0.0092166666666666,0.0092166666666666,2.0,66.0,1.0,1.0,1.0,1.0
43640.0,14.0,0.0,10.0,845.0,0.0,0.0,1.0,67.0,14.0,0.0,10.0,845.0,0.00695,0.00695,2.0,67.0,1.0,1.0,1.0,1.0
10000.0,14.0,0.0,10.0,863.0,0.0,0.0,1.0,70.0,14.0,0.0,10.0,863.0,0.1430833333333333,0.1430833333333333,2.0,70.0,1.0,1.0,1.0,1.0
8400.0,14.0,0.0,10.0,866.0,0.0,0.0,1.0,72.0,14.0,0.0,10.0,866.0,0.0037833333333333,0.0037833333333333,2.0,72.0,1.0,1.0,1.0,1.0
15000.0,14.0,0.0,10.0,886.0,0.0,0.0,1.0,69.0,14.0,0.0,10.0,886.0,0.0043166666666666,0.0043166666666666,2.0,69.0,1.0,1.0,1.0,1.0
21000.0,14.0,0.0,10.0,894.0,0.0,0.0,1.0,71.0,14.0,0.0,10.0,894.0,0.0065166666666666,0.0065166666666666,2.0,71.0,1.0,1.0,1.0,1.0
5000.0,15.0,0.0,10.0,910.0,0.0,0.0,1.0,72.0,15.0,0.0,10.0,910.0,0.0047833333333333,0.0047833333333333,2.0,72.0,1.0,1.0,1.0,1.0
15000.0,15.0,0.0,10.0,917.0,0.0,0.0,1.0,73.0,15.0,0.0,10.0,917.0,0.0071,0.0071,2.0,73.0,1.0,1.0,1.0,1.0
5000.0,15.0,0.0,10.0,924.0,0.0,0.0,1.0,75.0,15.0,0.0,10.0,924.0,0.0075,0.0075,2.0,75.0,1.0,1.0,1.0,1.0
5000.0,17.0,0.0,10.0,1057.0,0.0,0.0,1.0,73.0,17.0,0.0,10.0,1057.0,0.0059166666666666,0.0059166666666666,2.0,73.0,1.0,1.0,1.0,1.0
10600.0,17.0,0.0,10.0,1079.0,0.0,0.0,1.0,72.0,17.0,0.0,10.0,1079.0,0.0167833333333333,0.0167833333333333,2.0,72.0,1.0,1.0,1.0,1.0
21000.0,18.0,0.0,10.0,1080.0,0.0,0.0,1.0,73.0,18.0,0.0,10.0,1080.0,0.0080666666666666,0.0080666666666666,2.0,73.0,1.0,1.0,1.0,1.0
1000.0,18.0,0.0,10.0,1124.0,0.0,0.0,1.0,75.0,18.0,0.0,10.0,1124.0,0.0044166666666666,0.0044166666666666,2.0,75.0,1.0,1.0,1.0,1.0
40000.0,18.0,0.0,10.0,1138.0,0.0,0.0,1.0,76.0,18.0,0.0,10.0,1138.0,0.0080333333333333,0.0080333333333333,2.0,76.0,1.0,1.0,1.0,1.0
7897.0,19.0,0.0,10.0,1162.0,0.0,0.0,1.0,77.0,19.0,0.0,10.0,1162.0,0.0052333333333333,0.0052333333333333,2.0,77.0,1.0,1.0,1.0,1.0
20000.0,19.0,0.0,10.0,1191.0,0.0,0.0,1.0,79.0,19.0,0.0,10.0,1191.0,0.0035666666666666,0.0035666666666666,2.0,79.0,1.0,1.0,1.0,1.0
6000.0,20.0,0.0,10.0,1258.0,0.0,0.0,1.0,86.0,20.0,0.0,10.0,1258.0,0.0061666666666666,0.0061666666666666,2.0,86.0,1.0,1.0,1.0,1.0
6000.0,21.0,0.0,10.0,1270.0,0.0,0.0,1.0,89.0,21.0,0.0,10.0,1270.0,0.0044333333333333,0.0044333333333333,2.0,89.0,1.0,1.0,1.0,1.0
15000.0,21.0,0.0,10.0,1285.0,0.0,0.0,1.0,89.0,21.0,0.0,10.0,1285.0,0.00395,0.00395,2.0,89.0,1.0,1.0,1.0,1.0
30000.0,21.0,0.0,10.0,1319.0,0.0,0.0,1.0,89.0,21.0,0.0,10.0,1319.0,0.00665,0.00665,2.0,89.0,1.0,1.0,1.0,1.0
15000.0,21.0,0.0,10.0,1319.0,0.0,0.0,1.0,90.0,21.0,0.0,10.0,1319.0,0.0063,0.0063,2.0,90.0,1.0,1.0,1.0,1.0
10000.0,22.0,0.0,10.0,1323.0,0.0,0.0,1.0,92.0,22.0,0.0,10.0,1323.0,0.0046333333333333,0.0046333333333333,2.0,92.0,1.0,1.0,1.0,1.0
12000.0,22.0,0.0,10.0,1323.0,0.0,0.0,1.0,93.0,22.0,0.0,10.0,1323.0,0.0065666666666666,0.0065666666666666,2.0,93.0,1.0,1.0,1.0,1.0
6000.0,22.0,0.0,10.0,1337.0,0.0,0.0,1.0,94.0,22.0,0.0,10.0,1337.0,0.0043833333333333,0.0043833333333333,2.0,94.0,1.0,1.0,1.0,1.0
10000.0,23.0,0.0,10.0,1384.0,0.0,0.0,1.0,96.0,23.0,0.0,10.0,1384.0,0.0094333333333333,0.0094333333333333,2.0,96.0,1.0,1.0,1.0,1.0
50000.0,23.0,0.0,10.0,1439.0,0.0,0.0,1.0,98.0,23.0,0.0,10.0,1439.0,0.0047333333333333,0.0047333333333333,2.0,98.0,1.0,1.0,1.0,1.0
15000.0,0.0,1.0,10.0,31.0,0.0,0.0,1.0,100.0,0.0,1.0,10.0,31.0,0.0098,0.0098,2.0,100.0,1.0,1.0,1.0,1.0
25000.0,0.0,1.0,10.0,33.0,0.0,0.0,1.0,101.0,0.0,1.0,10.0,33.0,0.0050333333333333,0.0050333333333333,2.0,101.0,1.0,1.0,1.0,1.0
5000.0,7.0,1.0,10.0,458.0,0.0,0.0,1.0,105.0,7.0,1.0,10.0,458.0,0.0939833333333333,0.0939833333333333,2.0,105.0,1.0,1.0,1.0,1.0
15000.0,9.0,1.0,10.0,570.0,0.0,0.0,1.0,106.0,9.0,1.0,10.0,570.0,0.0277833333333333,0.0277833333333333,2.0,106.0,1.0,1.0,1.0,1.0
15000.0,9.0,1.0,10.0,590.0,0.0,0.0,1.0,107.0,9.0,1.0,10.0,590.0,0.0116,0.0116,2.0,107.0,1.0,1.0,1.0,1.0
5000.0,10.0,1.0,10.0,631.0,0.0,0.0,1.0,105.0,10.0,1.0,10.0,631.0,0.03605,0.03605,2.0,105.0,1.0,1.0,1.0,1.0
30000.0,11.0,1.0,10.0,664.0,0.0,0.0,1.0,105.0,11.0,1.0,10.0,664.0,0.0261666666666666,0.0261666666666666,2.0,105.0,1.0,1.0,1.0,1.0
10000.0,11.0,1.0,10.0,677.0,0.0,0.0,1.0,105.0,11.0,1.0,10.0,677.0,0.0072166666666666,0.0072166666666666,2.0,105.0,1.0,1.0,1.0,1.0
7000.0,11.0,1.0,10.0,702.0,0.0,0.0,1.0,107.0,11.0,1.0,10.0,702.0,0.007,0.007,2.0,107.0,1.0,1.0,1.0,1.0
6000.0,12.0,1.0,10.0,754.0,0.0,0.0,1.0,108.0,12.0,1.0,10.0,754.0,0.0077666666666666,0.0077666666666666,2.0,108.0,1.0,1.0,1.0,1.0
30000.0,12.0,1.0,10.0,773.0,0.0,0.0,1.0,109.0,12.0,1.0,10.0,773.0,0.0058166666666666,0.0058166666666666,2.0,109.0,1.0,1.0,1.0,1.0
9500.0,14.0,1.0,10.0,849.0,0.0,0.0,1.0,106.0,14.0,1.0,10.0,849.0,0.0092833333333333,0.0092833333333333,2.0,106.0,1.0,1.0,1.0,1.0
5000.0,14.0,1.0,10.0,851.0,0.0,0.0,1.0,107.0,14.0,1.0,10.0,851.0,0.0053166666666666,0.0053166666666666,2.0,107.0,1.0,1.0,1.0,1.0
15000.0,14.0,1.0,10.0,868.0,0.0,0.0,1.0,108.0,14.0,1.0,10.0,868.0,0.0066833333333333,0.0066833333333333,2.0,108.0,1.0,1.0,1.0,1.0
6000.0,14.0,1.0,10.0,875.0,0.0,0.0,1.0,109.0,14.0,1.0,10.0,875.0,0.0046333333333333,0.0046333333333333,2.0,109.0,1.0,1.0,1.0,1.0
10000.0,14.0,1.0,10.0,888.0,0.0,0.0,1.0,109.0,14.0,1.0,10.0,888.0,0.01165,0.01165,2.0,109.0,1.0,1.0,1.0,1.0
20000.0,14.0,1.0,10.0,889.0,0.0,0.0,1.0,110.0,14.0,1.0,10.0,889.0,0.00415,0.00415,2.0,110.0,1.0,1.0,1.0,1.0
25000.0,14.0,1.0,10.0,897.0,0.0,0.0,1.0,112.0,14.0,1.0,10.0,897.0,0.0041333333333333,0.0041333333333333,2.0,112.0,1.0,1.0,1.0,1.0
11300.0,15.0,1.0,10.0,903.0,0.0,0.0,1.0,112.0,15.0,1.0,10.0,903.0,0.0071,0.0071,2.0,112.0,1.0,1.0,1.0,1.0
25000.0,15.0,1.0,10.0,906.0,0.0,0.0,1.0,113.0,15.0,1.0,10.0,906.0,0.01295,0.01295,2.0,113.0,1.0,1.0,1.0,1.0
12000.0,15.0,1.0,10.0,926.0,0.0,0.0,1.0,114.0,15.0,1.0,10.0,926.0,0.0108333333333333,0.0108333333333333,2.0,114.0,1.0,1.0,1.0,1.0
21000.0,15.0,1.0,10.0,930.0,0.0,0.0,1.0,115.0,15.0,1.0,10.0,930.0,0.0043166666666666,0.0043166666666666,2.0,115.0,1.0,1.0,1.0,1.0
15000.0,15.0,1.0,10.0,936.0,0.0,0.0,1.0,116.0,15.0,1.0,10.0,936.0,0.0074166666666666,0.0074166666666666,2.0,116.0,1.0,1.0,1.0,1.0
20000.0,15.0,1.0,10.0,955.0,0.0,0.0,1.0,117.0,15.0,1.0,10.0,955.0,0.0064,0.0064,2.0,117.0,1.0,1.0,1.0,1.0
15000.0,16.0,1.0,10.0,980.0,0.0,0.0,1.0,118.0,16.0,1.0,10.0,980.0,0.0066333333333333,0.0066333333333333,2.0,118.0,1.0,1.0,1.0,1.0
8500.0,17.0,1.0,10.0,1031.0,0.0,0.0,1.0,118.0,17.0,1.0,10.0,1031.0,0.0070666666666666,0.0070666666666666,2.0,118.0,1.0,1.0,1.0,1.0
25000.0,17.0,1.0,10.0,1077.0,0.0,0.0,1.0,120.0,17.0,1.0,10.0,1077.0,0.0084,0.0084,2.0,120.0,1.0,1.0,1.0,1.0
10000.0,18.0,1.0,10.0,1102.0,0.0,0.0,1.0,120.0,18.0,1.0,10.0,1102.0,0.0065,0.0065,2.0,120.0,1.0,1.0,1.0,1.0
15000.0,19.0,1.0,10.0,1156.0,0.0,0.0,1.0,122.0,19.0,1.0,10.0,1157.0,0.0087333333333333,0.0087333333333333,2.0,122.0,1.0,1.0,1.0,1.0
6100.0,20.0,1.0,10.0,1208.0,0.0,0.0,1.0,122.0,20.0,1.0,10.0,1208.0,0.0053333333333333,0.0053333333333333,2.0,122.0,1.0,1.0,1.0,1.0
29000.0,20.0,1.0,10.0,1221.0,0.0,0.0,1.0,124.0,20.0,1.0,10.0,1221.0,0.0073833333333333,0.0073833333333333,2.0,124.0,1.0,1.0,1.0,1.0
10000.0,21.0,1.0,10.0,1262.0,0.0,0.0,1.0,126.0,21.0,1.0,10.0,1262.0,0.0090333333333333,0.0090333333333333,2.0,126.0,1.0,1.0,1.0,1.0
5000.0,21.0,1.0,10.0,1284.0,0.0,0.0,1.0,126.0,21.0,1.0,10.0,1284.0,0.0054166666666666,0.0054166666666666,2.0,126.0,1.0,1.0,1.0,1.0
5000.0,21.0,1.0,10.0,1286.0,0.0,0.0,1.0,127.0,21.0,1.0,10.0,1286.0,0.0065666666666666,0.0065666666666666,2.0,127.0,1.0,1.0,1.0,1.0
14000.0,21.0,1.0,10.0,1307.0,0.0,0.0,1.0,127.0,21.0,1.0,10.0,1307.0,0.0089833333333333,0.0089833333333333,2.0,127.0,1.0,1.0,1.0,1.0
6500.0,22.0,1.0,10.0,1329.0,0.0,0.0,1.0,128.0,22.0,1.0,10.0,1329.0,0.0052666666666666,0.0052666666666666,2.0,128.0,1.0,1.0,1.0,1.0
50000.0,22.0,1.0,10.0,1356.0,0.0,0.0,1.0,130.0,22.0,1.0,10.0,1356.0,0.006,0.006,2.0,130.0,1.0,1.0,1.0,1.0
15000.0,22.0,1.0,10.0,1368.0,0.0,0.0,1.0,132.0,22.0,1.0,10.0,1368.0,0.00745,0.00745,2.0,132.0,1.0,1.0,1.0,1.0
5000.0,23.0,1.0,10.0,1392.0,0.0,0.0,1.0,133.0,23.0,1.0,10.0,1392.0,0.0079833333333333,0.0079833333333333,2.0,133.0,1.0,1.0,1.0,1.0
25000.0,23.0,1.0,10.0,1420.0,0.0,0.0,1.0,134.0,23.0,1.0,10.0,1420.0,0.0066833333333333,0.0066833333333333,2.0,134.0,1.0,1.0,1.0,1.0
9200.0,23.0,1.0,10.0,1432.0,0.0,0.0,1.0,135.0,23.0,1.0,10.0,1432.0,0.0083833333333333,0.0083833333333333,2.0,135.0,1.0,1.0,1.0,1.0
10000.0,0.0,2.0,10.0,22.0,0.0,0.0,1.0,136.0,0.0,2.0,10.0,22.0,0.0602166666666666,0.0602166666666666,2.0,136.0,1.0,1.0,1.0,1.0
5000.0,0.0,2.0,10.0,34.0,0.0,0.0,1.0,137.0,0.0,2.0,10.0,34.0,0.0064333333333333,0.0064333333333333,2.0,137.0,1.0,1.0,1.0,1.0
5000.0,0.0,2.0,10.0,34.0,0.0,0.0,1.0,138.0,0.0,2.0,10.0,34.0,0.00785,0.00785,2.0,138.0,1.0,1.0,1.0,1.0
5000.0,0.0,2.0,10.0,49.0,0.0,0.0,1.0,139.0,0.0,2.0,10.0,50.0,0.1724333333333333,0.1724333333333333,2.0,139.0,1.0,1.0,1.0,1.0
5600.0,2.0,2.0,10.0,128.0,0.0,0.0,1.0,140.0,2.0,2.0,10.0,128.0,0.04215,0.04215,2.0,140.0,1.0,1.0,1.0,1.0
15000.0,6.0,2.0,10.0,369.0,0.0,0.0,1.0,142.0,6.0,2.0,10.0,369.0,0.0937666666666666,0.0937666666666666,2.0,142.0,1.0,1.0,1.0,1.0
6000.0,10.0,2.0,10.0,627.0,0.0,0.0,1.0,140.0,10.0,2.0,10.0,627.0,0.0299833333333333,0.0299833333333333,2.0,140.0,1.0,1.0,1.0,1.0
10000.0,10.0,2.0,10.0,629.0,0.0,0.0,1.0,141.0,10.0,2.0,10.0,629.0,0.00255,0.00255,2.0,141.0,1.0,1.0,1.0,1.0
10000.0,10.0,2.0,10.0,633.0,0.0,0.0,1.0,144.0,10.0,2.0,10.0,633.0,0.0020666666666666,0.0020666666666666,2.0,144.0,1.0,1.0,1.0,1.0
15000.0,10.0,2.0,10.0,648.0,0.0,0.0,1.0,143.0,10.0,2.0,10.0,648.0,0.0032166666666666,0.0032166666666666,2.0,143.0,1.0,1.0,1.0,1.0
50000.0,11.0,2.0,10.0,660.0,0.0,0.0,1.0,146.0,11.0,2.0,10.0,660.0,0.0040333333333333,0.0040333333333333,2.0,146.0,1.0,1.0,1.0,1.0
7000.0,11.0,2.0,10.0,672.0,0.0,0.0,1.0,146.0,11.0,2.0,10.0,672.0,0.0016666666666666,0.0016666666666666,2.0,146.0,1.0,1.0,1.0,1.0
6000.0,11.0,2.0,10.0,688.0,0.0,0.0,1.0,146.0,11.0,2.0,10.0,688.0,0.0019333333333333,0.0019333333333333,2.0,146.0,1.0,1.0,1.0,1.0
12500.0,11.0,2.0,10.0,703.0,0.0,0.0,1.0,146.0,11.0,2.0,10.0,703.0,0.0031166666666666,0.0031166666666666,2.0,146.0,1.0,1.0,1.0,1.0
7500.0,11.0,2.0,10.0,705.0,0.0,0.0,1.0,148.0,11.0,2.0,10.0,705.0,0.0034166666666666,0.0034166666666666,2.0,148.0,1.0,1.0,1.0,1.0
12000.0,12.0,2.0,10.0,735.0,0.0,0.0,1.0,148.0,12.0,2.0,10.0,735.0,0.0142166666666666,0.0142166666666666,2.0,148.0,1.0,1.0,1.0,1.0
20000.0,12.0,2.0,10.0,735.0,0.0,0.0,1.0,149.0,12.0,2.0,10.0,735.0,0.0016666666666666,0.0016666666666666,2.0,149.0,1.0,1.0,1.0,1.0
37000.0,12.0,2.0,10.0,749.0,0.0,0.0,1.0,150.0,12.0,2.0,10.0,749.0,0.0027,0.0027,2.0,150.0,1.0,1.0,1.0,1.0
18000.0,13.0,2.0,10.0,806.0,0.0,0.0,1.0,150.0,13.0,2.0,10.0,806.0,0.0026333333333333,0.0026333333333333,2.0,150.0,1.0,1.0,1.0,1.0
7500.0,13.0,2.0,10.0,830.0,0.0,0.0,1.0,152.0,13.0,2.0,10.0,830.0,0.0020333333333333,0.0020333333333333,2.0,152.0,1.0,1.0,1.0,1.0
8000.0,13.0,2.0,10.0,835.0,0.0,0.0,1.0,154.0,13.0,2.0,10.0,835.0,0.00195,0.00195,2.0,154.0,1.0,1.0,1.0,1.0
12000.0,14.0,2.0,10.0,860.0,0.0,0.0,1.0,155.0,14.0,2.0,10.0,860.0,0.0022833333333333,0.0022833333333333,2.0,155.0,1.0,1.0,1.0,1.0
12000.0,14.0,2.0,10.0,885.0,0.0,0.0,1.0,159.0,14.0,2.0,10.0,885.0,0.0027833333333333,0.0027833333333333,2.0,159.0,1.0,1.0,1.0,1.0
17000.0,14.0,2.0,10.0,890.0,0.0,0.0,1.0,160.0,14.0,2.0,10.0,890.0,0.00425,0.00425,2.0,160.0,1.0,1.0,1.0,1.0
7500.0,15.0,2.0,10.0,909.0,0.0,0.0,1.0,164.0,15.0,2.0,10.0,909.0,0.0037666666666666,0.0037666666666666,2.0,164.0,1.0,1.0,1.0,1.0
6564.0,15.0,2.0,10.0,916.0,0.0,0.0,1.0,165.0,15.0,2.0,10.0,916.0,0.0035833333333333,0.0035833333333333,2.0,165.0,1.0,1.0,1.0,1.0
25000.0,15.0,2.0,10.0,923.0,0.0,0.0,1.0,167.0,15.0,2.0,10.0,923.0,0.0022833333333333,0.0022833333333333,2.0,167.0,1.0,1.0,1.0,1.0
