static__AMOUNT_REQ,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
5000.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,16.0,15.0,77.0,0.5477225575051661,5.0,5.0,5.0,25.0,0.0,10.0,10.0,10.0,50.0,0.0,938.6,984.0,909.0,4693.0,40.091146154730964,15.002316666666664,71.45705,0.0,75.01158333333332,31.579485626961567,29.60721666666667,75.01158333333333,0.0,148.03608333333335,40.1960150962564,3.0,5.0,1.0,15.0,1.5811388300841898,17.4,18.0,17.0,87.0,0.5477225575051664
10000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,16.0,15.0,76.0,0.44721359549995815,5.0,5.0,5.0,25.0,0.0,10.0,10.0,10.0,50.0,0.0,929.0,987.0,914.0,4645.0,32.42684073418192,14.650463333333335,72.55111666666667,0.0,73.25231666666667,32.36881592371782,14.930506666666668,73.25231666666667,0.0,74.65253333333334,32.60473940864912,3.0,5.0,1.0,15.0,1.5811388300841898,18.0,18.0,18.0,90.0,0.0
32000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,80.0,0.0,5.0,5.0,5.0,25.0,0.0,10.0,10.0,10.0,50.0,0.0,981.8,1009.0,975.0,4909.0,15.205262246998583,6.827920000000001,33.47385,0.0,34.1396,14.898198372721858,7.0942766666666675,34.1396,0.0,35.471383333333335,15.122400742003567,3.0,5.0,1.0,15.0,1.5811388300841898,18.0,18.0,18.0,90.0,0.0
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,10.0,90.0,4.47213595499958,4.0,5.0,0.0,20.0,2.23606797749979,10.0,10.0,10.0,50.0,0.0,1087.6,1206.0,616.0,5438.0,263.6328886918322,458.1724966666667,2290.0966166666667,0.0,2290.8624833333333,1024.0767677750657,458.47821999999996,2290.8624833333333,0.0,2292.3911,1024.3340143008363,3.0,5.0,1.0,15.0,1.5811388300841898,31.6,64.0,23.0,158.0,18.1190507477627
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,10.0,90.0,4.47213595499958,4.0,5.0,0.0,20.0,2.23606797749979,10.0,10.0,10.0,50.0,0.0,1088.8,1206.0,620.0,5444.0,262.06716696297536,458.9155833333333,2293.8244,0.0,2294.5779166666666,1025.7452619588692,459.2163333333333,2294.5779166666666,0.0,2296.0816666666665,1025.9983842889965,3.0,5.0,1.0,15.0,1.5811388300841898,32.0,64.0,24.0,160.0,17.88854381999832
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,10.0,90.0,4.47213595499958,4.0,5.0,0.0,20.0,2.23606797749979,10.0,10.0,10.0,50.0,0.0,1095.2,1214.0,620.0,5476.0,265.64487572697504,457.2048266666667,2285.310916666667,0.0,2286.0241333333333,1021.9424172200117,457.48960666666665,2286.0241333333333,0.0,2287.448033333333,1022.1819367739575,3.0,5.0,1.0,15.0,1.5811388300841898,32.8,64.0,25.0,164.0,17.441330224498362
6000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,10.0,90.0,4.47213595499958,4.0,5.0,0.0,20.0,2.23606797749979,10.0,10.0,10.0,50.0,0.0,1111.4,1233.0,627.0,5557.0,270.7882936908463,454.99438333333336,2274.2575666666667,0.0,2274.971916666667,1016.9990823603549,455.27969,2274.971916666667,0.0,2276.39845,1017.2389412407089,3.0,5.0,1.0,15.0,1.5811388300841898,33.0,61.0,26.0,165.0,15.652475842498529
15000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,21.0,10.0,94.0,4.919349550499538,4.0,5.0,0.0,20.0,2.23606797749979,10.0,10.0,10.0,50.0,0.0,1149.0,1279.0,629.0,5745.0,290.68883707497264,446.15831666666674,2230.078266666667,0.0,2230.7915833333336,997.2416139844397,446.4440866666666,2230.791583333333,0.0,2232.220433333333,997.4806370122826,3.0,5.0,1.0,15.0,1.5811388300841898,33.6,60.0,27.0,168.0,14.758048651498612
5000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,22.0,10.0,98.0,5.366563145999495,4.0,5.0,0.0,20.0,2.23606797749979,10.0,10.0,10.0,50.0,0.0,1189.0,1328.0,635.0,5945.0,309.6958185058365,437.55944333333326,2186.957433333333,0.0,2187.7972166666664,977.9432717208034,437.89463333333333,2187.797216666667,0.0,2189.4731666666667,978.2253715867353,3.0,5.0,1.0,15.0,1.5811388300841898,35.8,59.0,30.0,179.0,12.96919426949878
50000.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,23.0,0.0,66.0,9.833615815151616,3.2,6.0,0.0,16.0,2.949576240750525,10.0,10.0,10.0,50.0,0.0,818.8,1439.0,0.0,4094.0,618.1837914407009,409.94944,2047.360683333333,0.0,2049.7472,915.3409964255763,819.6689599999997,2049.7472,0.0,4098.344799999999,1122.094209381405,3.0,5.0,1.0,15.0,1.5811388300841898,44.2,64.0,31.0,221.0,18.074844397670482
7000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,10.0,1.0,14.0,4.024922359499621,4.8,6.0,0.0,24.0,2.6832815729997477,10.0,10.0,10.0,50.0,0.0,221.6,638.0,117.0,1108.0,232.7752134571033,392.12519999999995,1959.8329666666664,0.0,1960.6259999999997,876.3753470039699,392.4430933333333,1960.626,0.0,1962.2154666666665,876.640982752238,3.0,5.0,1.0,15.0,1.5811388300841898,38.0,58.0,33.0,190.0,11.180339887498949
15000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,50.0,0.0,4.8,6.0,0.0,24.0,2.6832815729997477,10.0,10.0,10.0,50.0,0.0,627.4,643.0,623.0,3137.0,8.734987120768988,291.9566566666666,1459.13835,0.0,1459.7832833333332,652.4744560591336,292.21673,1459.7832833333334,0.0,1461.08365,652.6896221080793,3.0,5.0,1.0,15.0,1.5811388300841898,38.6,57.0,34.0,193.0,10.285912696499032
10000.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,11.0,10.0,54.0,0.44721359549995815,4.8,6.0,0.0,24.0,2.6832815729997477,10.0,10.0,10.0,50.0,0.0,675.2,681.0,654.0,3376.0,11.86170308176698,282.85705666666667,1413.449,0.0,1414.2852833333334,632.020210007477,283.19142666666664,1414.2852833333334,0.0,1415.9571333333333,632.3008244832711,3.0,5.0,1.0,15.0,1.5811388300841898,41.2,58.0,37.0,206.0,9.391485505499116
15500.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,12.0,11.0,59.0,0.44721359549995815,4.8,6.0,0.0,24.0,2.6832815729997477,10.0,10.0,10.0,50.0,0.0,712.6,724.0,669.0,3563.0,24.37826901156028,277.2286866666667,1385.3308833333333,0.0,1386.1434333333334,619.4480567069243,277.55317333333335,1386.1434333333334,0.0,1387.7658666666666,619.7209269795129,3.0,5.0,1.0,15.0,1.5811388300841898,42.8,58.0,39.0,214.0,8.497058314499203
