static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_ACTIVATED-COMPLETE,agg__Activity_A_APPROVED-COMPLETE,agg__Activity_A_CANCELLED-COMPLETE,agg__Activity_A_DECLINED-COMPLETE,agg__Activity_A_FINALIZED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_O_ACCEPTED-COMPLETE,agg__Activity_O_CANCELLED-COMPLETE,agg__Activity_O_CREATED-COMPLETE,agg__Activity_O_DECLINED-COMPLETE,agg__Activity_O_SELECTED-COMPLETE,agg__Activity_O_SENT-COMPLETE,agg__Activity_O_SENT_BACK-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Activity_W_Nabellen incomplete dossiers-SCHEDULE,agg__Activity_W_Nabellen offertes-COMPLETE,agg__Activity_W_Nabellen offertes-SCHEDULE,agg__Activity_W_Nabellen offertes-START,agg__Activity_W_Valideren aanvraag-COMPLETE,agg__Activity_W_Valideren aanvraag-SCHEDULE,agg__Activity_W_Valideren aanvraag-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10789.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10899.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11029.0,agg__Resource_11049.0,agg__Resource_11079.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_11289.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
40000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.777777777777779,15.0,11.0,266.0,0.9428090415820635,4.0,4.0,4.0,72.0,0.0,10.0,10.0,10.0,180.0,0.0,904.5,927.0,706.0,16281.0,50.01440968831471,548.858824074074,9859.26125,0.0,9879.458833333332,2323.571509280627,557.8171268518519,9879.458833333334,0.0,10040.708283333333,2326.384901730053,9.5,18.0,1.0,171.0,5.338539126015656,270.8333333333333,433.0,260.0,4875.0,40.4783892960182
7000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.444444444444445,16.0,15.0,278.0,0.5113099925649132,4.0,4.0,4.0,72.0,0.0,10.0,10.0,10.0,180.0,0.0,957.6666666666666,999.0,908.0,17238.0,35.85099883750877,5.064825,21.6398,0.0,91.16685,7.162783757463619,49.41782592592592,91.16685,0.0,889.5208666666665,35.905627018160565,9.5,18.0,1.0,171.0,5.338539126015656,262.1111111111111,264.0,261.0,4718.0,1.231397526910384
8000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.333333333333334,17.0,11.0,276.0,2.0579830217101063,4.222222222222222,5.0,4.0,76.0,0.4277926319464986,10.11111111111111,11.0,10.0,182.0,0.32338083338177737,949.8333333333334,1037.0,664.0,17097.0,123.06824983580069,2303.7889472222223,30073.31876666667,0.0,41468.20105,7423.240683698,5914.368349074074,41468.20105,0.0,106458.63028333333,13436.620393977462,9.5,18.0,1.0,171.0,5.338539126015656,330.94444444444446,668.0,262.0,5957.0,135.378976655393
4500.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.333333333333334,20.0,11.0,276.0,2.700762419587999,3.3333333333333335,4.0,1.0,60.0,1.2833778958394957,10.0,10.0,10.0,180.0,0.0,950.3333333333334,1204.0,683.0,17106.0,161.12180266530552,864.3819425925926,10266.218833333332,0.0,15558.874966666668,2650.1441529934505,4624.6047101851855,15558.874966666664,0.0,83242.88478333334,6843.554077387568,9.5,18.0,1.0,171.0,5.338539126015656,337.6111111111111,506.0,263.0,6077.0,107.72630837608736
6000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,20.0,11.0,282.0,2.9505732244669303,3.1666666666666665,5.0,0.0,57.0,1.6890651782777915,10.0,10.0,10.0,180.0,0.0,975.1111111111111,1223.0,695.0,17552.0,169.24082697842113,306.44964074074073,3403.56975,0.0,5516.093533333334,834.383892283465,1566.9134212962963,5516.093533333334,0.0,28204.441583333333,2309.695131767473,9.5,18.0,1.0,171.0,5.338539126015656,295.3333333333333,368.0,264.0,5316.0,42.23185304677863
20000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,21.0,10.0,282.0,3.429971702850177,3.2222222222222223,4.0,0.0,58.0,1.516790557318723,10.0,10.0,10.0,180.0,0.0,975.1666666666666,1273.0,614.0,17553.0,206.97406771352382,858.6520935185185,10294.894566666666,0.0,15455.737683333333,2523.3324311809324,4437.172103703702,15455.737683333333,0.0,79869.09786666665,6547.284624368168,9.5,18.0,1.0,171.0,5.338539126015656,338.1666666666667,508.0,266.0,6087.0,104.56365919156332
6500.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,16.88888888888889,21.0,7.0,304.0,2.784175638663643,3.7777777777777777,4.0,0.0,68.0,0.9428090415820634,10.0,10.0,10.0,180.0,0.0,1044.2222222222222,1314.0,435.0,18796.0,175.16128888593792,576.293037037037,6638.56895,0.0,10373.274666666666,1743.9896845046808,1383.0497249999999,10373.274666666666,0.0,24894.89505,3384.324555922655,9.5,18.0,1.0,171.0,5.338539126015656,291.77777777777777,437.0,267.0,5252.0,57.01553509202617
20000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.555555555555557,18.0,12.0,298.0,1.688097509806344,3.2222222222222223,4.0,0.0,58.0,1.516790557318723,10.0,10.0,10.0,180.0,0.0,1002.6666666666666,1097.0,741.0,18048.0,97.493287853424,784.4875990740742,8284.8164,0.0,14120.776783333335,2319.924962500213,2220.2686462962965,14120.776783333333,0.0,39964.835633333336,4715.974001432226,9.5,18.0,1.0,171.0,5.338539126015656,305.77777777777777,486.0,269.0,5504.0,73.36817354199906
20000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,306.0,0.0,4.0,4.0,4.0,72.0,0.0,10.0,10.0,10.0,180.0,0.0,1045.8333333333333,1062.0,1026.0,18825.0,14.349625943064915,1.9890444444444444,12.81855,0.0,35.8028,3.6478557173192976,19.980487962962965,35.8028,0.0,359.64878333333337,14.422073992375793,9.5,18.0,1.0,171.0,5.338539126015656,269.1111111111111,271.0,268.0,4844.0,1.1826634392157194
20000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.333333333333332,21.0,16.0,312.0,1.3719886811400708,3.7777777777777777,4.0,2.0,68.0,0.6467616667635545,10.0,10.0,10.0,180.0,0.0,1083.888888888889,1271.0,965.0,19510.0,76.23330203965511,571.2184000000001,7086.178000000001,0.0,10281.9312,1789.9984356838236,1934.936422222222,10281.9312,0.0,34828.855599999995,3794.221238719724,9.5,18.0,1.0,171.0,5.338539126015656,302.0,437.0,269.0,5436.0,64.22753670029884
3100.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.055555555555557,22.0,18.0,343.0,1.6259738158018424,3.3333333333333335,4.0,1.0,60.0,1.2833778958394957,10.0,10.0,10.0,180.0,0.0,1163.8333333333333,1323.0,1094.0,20949.0,94.92489291075151,332.75012314814813,5855.837733333334,0.0,5989.502216666667,1378.632814613284,1350.1779555555556,5989.502216666668,0.0,24303.2032,2551.28467116116,9.5,18.0,1.0,171.0,5.338539126015656,295.8333333333333,379.0,270.0,5325.0,45.567338664236
8000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.72222222222222,19.0,18.0,337.0,0.4608885989624756,4.0,4.0,4.0,72.0,0.0,10.0,10.0,10.0,180.0,0.0,1147.7777777777778,1166.0,1114.0,20660.0,20.247165540349066,2.9167620370370373,24.9059,0.0,52.501716666666674,5.94364826148347,34.0774287037037,52.50171666666667,0.0,613.3937166666667,20.26345654532581,9.5,18.0,1.0,171.0,5.338539126015656,275.6111111111111,277.0,272.0,4961.0,2.033220826202739
8000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.666666666666666,21.0,11.0,264.0,4.405878426135061,4.611111111111111,5.0,4.0,83.0,0.5016313257045506,10.0,10.0,10.0,180.0,0.0,910.7777777777778,1288.0,672.0,16394.0,264.3890973002514,631.4727759259259,10348.959383333333,0.0,11366.509966666667,2432.9685757884777,1228.9027277777777,11366.509966666668,0.0,22120.2491,2570.242828141828,9.5,18.0,1.0,171.0,5.338539126015656,293.8333333333333,445.0,274.0,5289.0,38.14407671231925
16000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38888888888889,21.0,11.0,259.0,4.473962434942995,4.611111111111111,5.0,4.0,83.0,0.5016313257045506,10.0,10.0,10.0,180.0,0.0,897.0555555555555,1289.0,677.0,16147.0,269.954783190297,56.26985833333334,827.2737666666667,0.0,1012.8574500000001,196.04666572048706,649.5620953703703,1012.85745,0.0,11692.117716666666,460.34890511360777,9.5,18.0,1.0,171.0,5.338539126015656,285.5,290.0,275.0,5139.0,5.501336735953611
25000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.11111111111111,21.0,11.0,272.0,4.12865009827509,4.611111111111111,5.0,4.0,83.0,0.5016313257045506,10.0,10.0,10.0,180.0,0.0,929.5555555555555,1290.0,680.0,16732.0,257.27673867148945,633.0413444444445,10368.768166666667,0.0,11394.744200000001,2437.5755624070202,1230.6492203703701,11394.7442,0.0,22151.685966666664,2577.9523464939543,9.5,18.0,1.0,171.0,5.338539126015656,294.72222222222223,444.0,276.0,5305.0,37.65135034771709
15000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.61111111111111,20.0,11.0,335.0,1.9140007034508784,3.8333333333333335,4.0,1.0,69.0,0.7071067811865476,10.0,10.0,10.0,180.0,0.0,1141.1666666666667,1201.0,693.0,20541.0,112.50999955559506,854.2463981481482,10105.456083333333,0.0,15376.435166666666,2618.6249352590403,1984.9154592592593,15376.435166666664,0.0,35728.478266666665,4667.768996956791,9.5,18.0,1.0,171.0,5.338539126015656,308.1111111111111,507.0,277.0,5546.0,71.67236639441425
5000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.666666666666668,21.0,19.0,354.0,0.7669649888473689,4.0,4.0,4.0,72.0,0.0,10.0,10.0,10.0,180.0,0.0,1216.7777777777778,1312.0,1194.0,21902.0,42.69392511622767,566.5506027777778,10184.30925,0.0,10197.91085,2400.276370650375,1702.5995027777778,10197.91085,0.0,30646.79105,3908.0050543886905,9.5,18.0,1.0,171.0,5.338539126015656,306.3888888888889,437.0,280.0,5515.0,60.105925017607255
8000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,18.055555555555557,21.0,10.0,325.0,4.193443372726218,1.5555555555555556,5.0,0.0,28.0,2.0643250491375467,10.0,10.0,10.0,180.0,0.0,1099.1666666666667,1270.0,654.0,19785.0,241.76927503911895,845.8590990740739,10966.12855,0.0,15225.46378333333,2653.208063645969,4149.917247222223,15225.463783333333,0.0,74698.51045,4447.143457744762,9.5,18.0,1.0,171.0,5.338539126015656,344.8333333333333,507.0,284.0,6207.0,65.90835883790373
17000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.222222222222221,22.0,11.0,274.0,4.02281077555827,4.444444444444445,5.0,2.0,80.0,0.9835244081556429,10.0,10.0,10.0,180.0,0.0,931.8888888888889,1349.0,684.0,16774.0,247.29522458910353,383.343662037037,6010.028516666666,0.0,6900.185916666666,1415.9581397188351,1343.384087037037,6900.185916666666,0.0,24180.913566666666,2053.6568577982193,9.5,18.0,1.0,171.0,5.338539126015656,300.3333333333333,396.0,283.0,5406.0,34.93523419465358
5000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.88888888888889,23.0,11.0,268.0,4.763697141665951,4.777777777777778,5.0,4.0,86.0,0.4277926319464988,10.0,10.0,10.0,180.0,0.0,914.7222222222222,1383.0,687.0,16465.0,274.48578781499475,620.7366842592593,10360.808716666666,0.0,11173.260316666667,2437.057969271093,1772.7226694444444,11173.260316666667,0.0,31909.008049999997,3435.828176422943,9.5,18.0,1.0,171.0,5.338539126015656,305.77777777777777,445.0,284.0,5504.0,50.70973401806605
