sepal_length,sepal_width,petal_length,petal_width,Result
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(5.19, 5.8]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.4, 3.6]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(2.39, 3.0]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(2.67, 2.75]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.0, 1.4]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
"(4.3100000000000005, 5.19]","(3.0, 3.4]","(1.4, 2.67]","(0.2, 0.79]",Positive
