static__AMOUNT_REQ,index__hour_0,index__weekday_0,index__month_0,index__timesincemidnight_0,index__timesincelastevent_0,index__timesincecasestart_0,index__event_nr_0,index__open_cases_0,index__hour_1,index__weekday_1,index__month_1,index__timesincemidnight_1,index__timesincelastevent_1,index__timesincecasestart_1,index__event_nr_1,index__open_cases_1,index__hour_2,index__weekday_2,index__month_2,index__timesincemidnight_2,index__timesincelastevent_2,index__timesincecasestart_2,index__event_nr_2,index__open_cases_2,index__Activity_0_A_SUBMITTED-COMPLETE,index__Activity_1_A_PARTLYSUBMITTED-COMPLETE,index__Activity_2_A_PREACCEPTED-COMPLETE,index__Activity_2_W_Afhandelen leads-SCHEDULE,index__Activity_2_W_Beoordelen fraude-SCHEDULE,index__Resource_0_112.0,index__Resource_1_112.0,index__Resource_2_112.0
15000.0,21.0,5.0,10.0,1279.0,0.0,0.0,1.0,27.0,21.0,5.0,10.0,1279.0,0.0082166666666666,0.0082166666666666,2.0,27.0,21.0,5.0,10.0,1279.0,0.6991,0.7073166666666667,3.0,27.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,22.0,5.0,10.0,1327.0,0.0,0.0,1.0,30.0,22.0,5.0,10.0,1327.0,0.0034166666666666,0.0034166666666666,2.0,30.0,22.0,5.0,10.0,1328.0,0.8293333333333334,0.83275,3.0,30.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
50000.0,23.0,5.0,10.0,1439.0,0.0,0.0,1.0,31.0,23.0,5.0,10.0,1439.0,0.00725,0.00725,2.0,31.0,0.0,6.0,10.0,0.0,0.6075833333333334,0.6148333333333333,3.0,31.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
7000.0,1.0,6.0,10.0,117.0,0.0,0.0,1.0,33.0,1.0,6.0,10.0,117.0,0.0108166666666666,0.0108166666666666,2.0,33.0,1.0,6.0,10.0,118.0,0.7748,0.7856166666666666,3.0,33.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,10.0,6.0,10.0,623.0,0.0,0.0,1.0,34.0,10.0,6.0,10.0,623.0,0.01735,0.01735,2.0,34.0,10.0,6.0,10.0,624.0,0.6207333333333334,0.6380833333333333,3.0,34.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
10000.0,11.0,6.0,10.0,680.0,0.0,0.0,1.0,37.0,11.0,6.0,10.0,680.0,0.0053833333333333,0.0053833333333333,2.0,37.0,11.0,6.0,10.0,681.0,0.8248,0.8301833333333334,3.0,37.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15500.0,12.0,6.0,10.0,723.0,0.0,0.0,1.0,39.0,12.0,6.0,10.0,723.0,0.00275,0.00275,2.0,39.0,12.0,6.0,10.0,724.0,0.8043833333333333,0.8071333333333334,3.0,39.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,12.0,6.0,10.0,746.0,0.0,0.0,1.0,40.0,12.0,6.0,10.0,746.0,0.0034,0.0034,2.0,40.0,12.0,6.0,10.0,747.0,0.7343833333333334,0.7377833333333333,3.0,40.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,12.0,6.0,10.0,767.0,0.0,0.0,1.0,42.0,12.0,6.0,10.0,767.0,0.00285,0.00285,2.0,42.0,12.0,6.0,10.0,767.0,0.2344166666666666,0.2372666666666666,3.0,42.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
5000.0,13.0,6.0,10.0,804.0,0.0,0.0,1.0,44.0,13.0,6.0,10.0,804.0,0.0024166666666666,0.0024166666666666,2.0,44.0,13.0,6.0,10.0,805.0,0.7413666666666666,0.7437833333333334,3.0,44.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15500.0,14.0,6.0,10.0,845.0,0.0,0.0,1.0,45.0,14.0,6.0,10.0,845.0,0.01735,0.01735,2.0,45.0,14.0,6.0,10.0,846.0,0.6996666666666667,0.7170166666666666,3.0,45.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
50000.0,14.0,6.0,10.0,864.0,0.0,0.0,1.0,46.0,14.0,6.0,10.0,864.0,0.0033,0.0033,2.0,46.0,14.0,6.0,10.0,864.0,0.1456666666666666,0.1489666666666666,3.0,46.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
7000.0,17.0,6.0,10.0,1025.0,0.0,0.0,1.0,48.0,17.0,6.0,10.0,1025.0,0.0032,0.0032,2.0,48.0,17.0,6.0,10.0,1025.0,0.2002833333333333,0.2034833333333333,3.0,48.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
5500.0,18.0,6.0,10.0,1098.0,0.0,0.0,1.0,52.0,18.0,6.0,10.0,1098.0,0.0021833333333333,0.0021833333333333,2.0,52.0,18.0,6.0,10.0,1098.0,0.5989,0.6010833333333333,3.0,51.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
33000.0,19.0,6.0,10.0,1170.0,0.0,0.0,1.0,55.0,19.0,6.0,10.0,1170.0,0.00375,0.00375,2.0,55.0,19.0,6.0,10.0,1170.0,0.90075,0.9045,3.0,55.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
7000.0,22.0,6.0,10.0,1328.0,0.0,0.0,1.0,58.0,22.0,6.0,10.0,1328.0,0.0014666666666666,0.0014666666666666,2.0,58.0,22.0,6.0,10.0,1328.0,0.6723833333333333,0.67385,3.0,58.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
7493.0,23.0,6.0,10.0,1391.0,0.0,0.0,1.0,59.0,23.0,6.0,10.0,1391.0,0.0029166666666666,0.0029166666666666,2.0,59.0,23.0,6.0,10.0,1392.0,0.7171,0.7200166666666666,3.0,59.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
8000.0,23.0,6.0,10.0,1431.0,0.0,0.0,1.0,60.0,23.0,6.0,10.0,1431.0,0.0032166666666666,0.0032166666666666,2.0,60.0,23.0,6.0,10.0,1431.0,0.6575833333333333,0.6608,3.0,60.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
50000.0,0.0,0.0,10.0,12.0,0.0,0.0,1.0,61.0,0.0,0.0,10.0,12.0,0.0044333333333333,0.0044333333333333,2.0,61.0,0.0,0.0,10.0,12.0,0.2658,0.2702333333333333,3.0,61.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
10000.0,0.0,0.0,10.0,15.0,0.0,0.0,1.0,62.0,0.0,0.0,10.0,15.0,0.0038,0.0038,2.0,62.0,0.0,0.0,10.0,16.0,0.702,0.7058,3.0,62.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
30000.0,9.0,0.0,10.0,549.0,0.0,0.0,1.0,66.0,9.0,0.0,10.0,550.0,0.0488333333333333,0.0488333333333333,2.0,66.0,9.0,0.0,10.0,550.0,0.7147333333333333,0.7635666666666666,3.0,66.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
8000.0,10.0,0.0,10.0,630.0,0.0,0.0,1.0,60.0,10.0,0.0,10.0,630.0,0.0278333333333333,0.0278333333333333,2.0,60.0,10.0,0.0,10.0,631.0,0.8415333333333334,0.8693666666666666,3.0,60.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5800.0,10.0,0.0,10.0,634.0,0.0,0.0,1.0,60.0,10.0,0.0,10.0,634.0,0.00645,0.00645,2.0,60.0,10.0,0.0,10.0,635.0,0.7248833333333333,0.7313333333333333,3.0,60.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
10000.0,10.0,0.0,10.0,652.0,0.0,0.0,1.0,58.0,10.0,0.0,10.0,652.0,0.0067666666666666,0.0067666666666666,2.0,58.0,10.0,0.0,10.0,653.0,0.5691166666666667,0.5758833333333333,3.0,58.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
50000.0,11.0,0.0,10.0,698.0,0.0,0.0,1.0,58.0,11.0,0.0,10.0,698.0,0.0059833333333333,0.0059833333333333,2.0,58.0,11.0,0.0,10.0,698.0,0.72705,0.7330333333333333,3.0,58.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
20000.0,11.0,0.0,10.0,699.0,0.0,0.0,1.0,59.0,11.0,0.0,10.0,699.0,0.0049,0.0049,2.0,59.0,11.0,0.0,10.0,699.0,0.59845,0.60335,3.0,59.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
7000.0,12.0,0.0,10.0,720.0,0.0,0.0,1.0,61.0,12.0,0.0,10.0,720.0,0.0077833333333333,0.0077833333333333,2.0,61.0,12.0,0.0,10.0,720.0,0.7307,0.7384833333333334,3.0,61.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
7500.0,12.0,0.0,10.0,726.0,0.0,0.0,1.0,62.0,12.0,0.0,10.0,726.0,0.0055,0.0055,2.0,62.0,12.0,0.0,10.0,727.0,0.7960166666666667,0.8015166666666667,3.0,62.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
25000.0,12.0,0.0,10.0,741.0,0.0,0.0,1.0,62.0,12.0,0.0,10.0,741.0,0.0082833333333333,0.0082833333333333,2.0,62.0,12.0,0.0,10.0,741.0,0.6418166666666667,0.6501,3.0,62.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
25000.0,12.0,0.0,10.0,775.0,0.0,0.0,1.0,65.0,12.0,0.0,10.0,775.0,0.0060833333333333,0.0060833333333333,2.0,65.0,12.0,0.0,10.0,776.0,0.73725,0.7433333333333333,3.0,65.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,13.0,0.0,10.0,782.0,0.0,0.0,1.0,66.0,13.0,0.0,10.0,782.0,0.0058,0.0058,2.0,66.0,13.0,0.0,10.0,783.0,0.7041833333333334,0.7099833333333333,3.0,66.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
26000.0,13.0,0.0,10.0,789.0,0.0,0.0,1.0,67.0,13.0,0.0,10.0,789.0,0.0062,0.0062,2.0,67.0,13.0,0.0,10.0,790.0,0.7060166666666666,0.7122166666666667,3.0,67.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
7500.0,13.0,0.0,10.0,790.0,0.0,0.0,1.0,68.0,13.0,0.0,10.0,790.0,0.0072333333333333,0.0072333333333333,2.0,68.0,13.0,0.0,10.0,790.0,0.6543666666666667,0.6616,3.0,67.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
25000.0,13.0,0.0,10.0,795.0,0.0,0.0,1.0,66.0,13.0,0.0,10.0,795.0,0.0070833333333333,0.0070833333333333,2.0,66.0,13.0,0.0,10.0,796.0,0.88185,0.8889333333333334,3.0,66.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6000.0,13.0,0.0,10.0,835.0,0.0,0.0,1.0,66.0,13.0,0.0,10.0,835.0,0.0092166666666666,0.0092166666666666,2.0,66.0,13.0,0.0,10.0,835.0,0.9358333333333332,0.94505,3.0,66.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
43640.0,14.0,0.0,10.0,845.0,0.0,0.0,1.0,67.0,14.0,0.0,10.0,845.0,0.00695,0.00695,2.0,67.0,14.0,0.0,10.0,846.0,0.3908,0.39775,3.0,67.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
10000.0,14.0,0.0,10.0,863.0,0.0,0.0,1.0,70.0,14.0,0.0,10.0,863.0,0.1430833333333333,0.1430833333333333,2.0,70.0,14.0,0.0,10.0,864.0,0.77075,0.9138333333333334,3.0,70.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
8400.0,14.0,0.0,10.0,866.0,0.0,0.0,1.0,72.0,14.0,0.0,10.0,866.0,0.0037833333333333,0.0037833333333333,2.0,72.0,14.0,0.0,10.0,867.0,0.6070166666666666,0.6108,3.0,71.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,14.0,0.0,10.0,886.0,0.0,0.0,1.0,69.0,14.0,0.0,10.0,886.0,0.0043166666666666,0.0043166666666666,2.0,69.0,14.0,0.0,10.0,887.0,0.7272,0.7315166666666667,3.0,69.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
21000.0,14.0,0.0,10.0,894.0,0.0,0.0,1.0,71.0,14.0,0.0,10.0,894.0,0.0065166666666666,0.0065166666666666,2.0,71.0,14.0,0.0,10.0,895.0,0.7587833333333334,0.7653,3.0,71.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,15.0,0.0,10.0,910.0,0.0,0.0,1.0,72.0,15.0,0.0,10.0,910.0,0.0047833333333333,0.0047833333333333,2.0,72.0,15.0,0.0,10.0,911.0,0.7913166666666667,0.7961,3.0,72.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,15.0,0.0,10.0,917.0,0.0,0.0,1.0,73.0,15.0,0.0,10.0,917.0,0.0071,0.0071,2.0,73.0,15.0,0.0,10.0,918.0,0.9012833333333332,0.9083833333333332,3.0,73.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,15.0,0.0,10.0,924.0,0.0,0.0,1.0,75.0,15.0,0.0,10.0,924.0,0.0075,0.0075,2.0,75.0,15.0,0.0,10.0,925.0,0.8513833333333334,0.8588833333333333,3.0,75.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,17.0,0.0,10.0,1057.0,0.0,0.0,1.0,73.0,17.0,0.0,10.0,1057.0,0.0059166666666666,0.0059166666666666,2.0,73.0,17.0,0.0,10.0,1058.0,0.9425333333333332,0.94845,3.0,73.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
10600.0,17.0,0.0,10.0,1079.0,0.0,0.0,1.0,72.0,17.0,0.0,10.0,1079.0,0.0167833333333333,0.0167833333333333,2.0,72.0,18.0,0.0,10.0,1080.0,0.75635,0.7731333333333333,3.0,72.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
21000.0,18.0,0.0,10.0,1080.0,0.0,0.0,1.0,73.0,18.0,0.0,10.0,1080.0,0.0080666666666666,0.0080666666666666,2.0,73.0,18.0,0.0,10.0,1081.0,0.8776833333333334,0.88575,3.0,74.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1000.0,18.0,0.0,10.0,1124.0,0.0,0.0,1.0,75.0,18.0,0.0,10.0,1124.0,0.0044166666666666,0.0044166666666666,2.0,75.0,18.0,0.0,10.0,1124.0,0.50595,0.5103666666666666,3.0,75.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
40000.0,18.0,0.0,10.0,1138.0,0.0,0.0,1.0,76.0,18.0,0.0,10.0,1138.0,0.0080333333333333,0.0080333333333333,2.0,76.0,18.0,0.0,10.0,1139.0,0.7666333333333334,0.7746666666666666,3.0,76.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
7897.0,19.0,0.0,10.0,1162.0,0.0,0.0,1.0,77.0,19.0,0.0,10.0,1162.0,0.0052333333333333,0.0052333333333333,2.0,77.0,19.0,0.0,10.0,1162.0,0.7146833333333333,0.7199166666666666,3.0,77.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
20000.0,19.0,0.0,10.0,1191.0,0.0,0.0,1.0,79.0,19.0,0.0,10.0,1191.0,0.0035666666666666,0.0035666666666666,2.0,79.0,19.0,0.0,10.0,1192.0,0.6810166666666667,0.6845833333333333,3.0,79.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6000.0,20.0,0.0,10.0,1258.0,0.0,0.0,1.0,86.0,20.0,0.0,10.0,1258.0,0.0061666666666666,0.0061666666666666,2.0,86.0,20.0,0.0,10.0,1258.0,0.7410666666666667,0.7472333333333333,3.0,86.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6000.0,21.0,0.0,10.0,1270.0,0.0,0.0,1.0,89.0,21.0,0.0,10.0,1270.0,0.0044333333333333,0.0044333333333333,2.0,89.0,21.0,0.0,10.0,1271.0,0.6845166666666667,0.68895,3.0,89.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,21.0,0.0,10.0,1285.0,0.0,0.0,1.0,89.0,21.0,0.0,10.0,1285.0,0.00395,0.00395,2.0,89.0,21.0,0.0,10.0,1285.0,0.1502333333333333,0.1541833333333333,3.0,89.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
30000.0,21.0,0.0,10.0,1319.0,0.0,0.0,1.0,89.0,21.0,0.0,10.0,1319.0,0.00665,0.00665,2.0,89.0,22.0,0.0,10.0,1320.0,0.8576666666666667,0.8643166666666666,3.0,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,21.0,0.0,10.0,1319.0,0.0,0.0,1.0,90.0,21.0,0.0,10.0,1319.0,0.0063,0.0063,2.0,90.0,22.0,0.0,10.0,1320.0,0.7456,0.7519,3.0,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
10000.0,22.0,0.0,10.0,1323.0,0.0,0.0,1.0,92.0,22.0,0.0,10.0,1323.0,0.0046333333333333,0.0046333333333333,2.0,92.0,22.0,0.0,10.0,1323.0,0.2404333333333333,0.2450666666666666,3.0,92.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
12000.0,22.0,0.0,10.0,1323.0,0.0,0.0,1.0,93.0,22.0,0.0,10.0,1323.0,0.0065666666666666,0.0065666666666666,2.0,93.0,22.0,0.0,10.0,1323.0,0.1124833333333333,0.11905,3.0,93.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
6000.0,22.0,0.0,10.0,1337.0,0.0,0.0,1.0,94.0,22.0,0.0,10.0,1337.0,0.0043833333333333,0.0043833333333333,2.0,94.0,22.0,0.0,10.0,1337.0,0.6739833333333334,0.6783666666666667,3.0,94.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
10000.0,23.0,0.0,10.0,1384.0,0.0,0.0,1.0,96.0,23.0,0.0,10.0,1384.0,0.0094333333333333,0.0094333333333333,2.0,96.0,23.0,0.0,10.0,1384.0,0.7657166666666667,0.77515,3.0,96.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
50000.0,23.0,0.0,10.0,1439.0,0.0,0.0,1.0,98.0,23.0,0.0,10.0,1439.0,0.0047333333333333,0.0047333333333333,2.0,98.0,0.0,1.0,10.0,0.0,0.86035,0.8650833333333333,3.0,98.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,0.0,1.0,10.0,31.0,0.0,0.0,1.0,100.0,0.0,1.0,10.0,31.0,0.0098,0.0098,2.0,100.0,0.0,1.0,10.0,33.0,1.4491333333333334,1.4589333333333334,3.0,100.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
25000.0,0.0,1.0,10.0,33.0,0.0,0.0,1.0,101.0,0.0,1.0,10.0,33.0,0.0050333333333333,0.0050333333333333,2.0,101.0,0.0,1.0,10.0,34.0,0.8273166666666667,0.83235,3.0,101.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
5000.0,7.0,1.0,10.0,458.0,0.0,0.0,1.0,105.0,7.0,1.0,10.0,458.0,0.0939833333333333,0.0939833333333333,2.0,105.0,7.0,1.0,10.0,459.0,1.04105,1.1350333333333331,3.0,105.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,9.0,1.0,10.0,570.0,0.0,0.0,1.0,106.0,9.0,1.0,10.0,570.0,0.0277833333333333,0.0277833333333333,2.0,106.0,9.0,1.0,10.0,571.0,0.6307666666666667,0.65855,3.0,106.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
15000.0,9.0,1.0,10.0,590.0,0.0,0.0,1.0,107.0,9.0,1.0,10.0,590.0,0.0116,0.0116,2.0,107.0,9.0,1.0,10.0,591.0,0.7652166666666667,0.7768166666666667,3.0,107.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5000.0,10.0,1.0,10.0,631.0,0.0,0.0,1.0,105.0,10.0,1.0,10.0,631.0,0.03605,0.03605,2.0,105.0,10.0,1.0,10.0,632.0,0.8336166666666667,0.8696666666666667,3.0,105.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
30000.0,11.0,1.0,10.0,664.0,0.0,0.0,1.0,105.0,11.0,1.0,10.0,664.0,0.0261666666666666,0.0261666666666666,2.0,105.0,11.0,1.0,10.0,664.0,0.2799166666666666,0.3060833333333333,3.0,105.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
10000.0,11.0,1.0,10.0,677.0,0.0,0.0,1.0,105.0,11.0,1.0,10.0,677.0,0.0072166666666666,0.0072166666666666,2.0,105.0,11.0,1.0,10.0,679.0,1.1315166666666667,1.1387333333333334,3.0,105.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
7000.0,11.0,1.0,10.0,702.0,0.0,0.0,1.0,107.0,11.0,1.0,10.0,702.0,0.007,0.007,2.0,107.0,11.0,1.0,10.0,703.0,0.8513833333333334,0.8583833333333334,3.0,107.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6000.0,12.0,1.0,10.0,754.0,0.0,0.0,1.0,108.0,12.0,1.0,10.0,754.0,0.0077666666666666,0.0077666666666666,2.0,108.0,12.0,1.0,10.0,755.0,1.2135,1.2212666666666667,3.0,108.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
30000.0,12.0,1.0,10.0,773.0,0.0,0.0,1.0,109.0,12.0,1.0,10.0,773.0,0.0058166666666666,0.0058166666666666,2.0,109.0,12.0,1.0,10.0,774.0,0.9164,0.9222166666666668,3.0,109.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
