static__Work_Order_Qty,static__Part_Desc__Ballnut,static__Part_Desc__Bearing,static__Part_Desc__Cable Head,static__Part_Desc__Clamp,static__Part_Desc__Compound Dies,static__Part_Desc__Drill,static__Part_Desc__Drum,static__Part_Desc__Electrical Contact,static__Part_Desc__Flange,static__Part_Desc__Flange Bolt,static__Part_Desc__Housing,static__Part_Desc__O-Ring,static__Part_Desc__Piston,static__Part_Desc__Plug,static__Part_Desc__Punch Holder,static__Part_Desc__Punch Plate,static__Part_Desc__Socket,static__Part_Desc__Spur Gear,static__Part_Desc__Wheel Shaft,static__Rework_missing,agg__Activity_Final Inspection Q.C.,agg__Activity_Flat Grinding - Machine 11,agg__Activity_Grinding Rework - Machine 27,agg__Activity_Lapping - Machine 1,agg__Activity_Laser Marking - Machine 7,agg__Activity_Packing,agg__Activity_Round Grinding - Machine 12,agg__Activity_Round Grinding - Machine 2,agg__Activity_Round Grinding - Machine 3,agg__Activity_Round Grinding - Manual,agg__Activity_Round Grinding - Q.C.,agg__Activity_Turn & Mill. & Screw Assem - Machine 10,agg__Activity_Turning & Milling - Machine 10,agg__Activity_Turning & Milling - Machine 4,agg__Activity_Turning & Milling - Machine 5,agg__Activity_Turning & Milling - Machine 6,agg__Activity_Turning & Milling - Machine 8,agg__Activity_Turning & Milling - Machine 9,agg__Activity_Turning & Milling Q.C.,agg__Activity_Turning - Machine 8,agg__Activity_Turning - Machine 9,agg__Activity_Turning Q.C.,agg__Activity_Wire Cut - Machine 13,agg__Activity_other,agg__Resource_ID0420,agg__Resource_ID0937,agg__Resource_ID0997,agg__Resource_ID0998,agg__Resource_ID3767,agg__Resource_ID3846,agg__Resource_ID4132,agg__Resource_ID4163,agg__Resource_ID4167,agg__Resource_ID4219,agg__Resource_ID4287,agg__Resource_ID4355,agg__Resource_ID4385,agg__Resource_ID4429,agg__Resource_ID4445,agg__Resource_ID4491,agg__Resource_ID4493,agg__Resource_ID4528,agg__Resource_ID4529,agg__Resource_ID4618,agg__Resource_ID4641,agg__Resource_ID4718,agg__Resource_ID4794,agg__Resource_ID4820,agg__Resource_ID4872,agg__Resource_ID4882,agg__Resource_ID4932,agg__Resource_other,agg__Report_Type_B,agg__Report_Type_D,agg__Report_Type_S,agg__Resource.1_Machine 1 - Lapping,agg__Resource.1_Machine 10 - Grinding,agg__Resource.1_Machine 11 - Grinding,agg__Resource.1_Machine 12 - Grinding,agg__Resource.1_Machine 15 - Turning,agg__Resource.1_Machine 2 - Round Grinding,agg__Resource.1_Machine 27 - Grinding,agg__Resource.1_Machine 3 - Round Grinding,agg__Resource.1_Machine 4 - Turning & Milling,agg__Resource.1_Machine 5 - Turning & Milling,agg__Resource.1_Machine 6 - Turning & Milling,agg__Resource.1_Machine 7- Laser Marking,agg__Resource.1_Machine 8 - Turning & Milling,agg__Resource.1_Machine 9 - Turning & Milling,agg__Resource.1_Packing,agg__Resource.1_Quality Check 1,agg__Resource.1_Wire Cut - Machine 13,agg__Resource.1_other,agg__Qty_Completed_mean,agg__Qty_Completed_max,agg__Qty_Completed_min,agg__Qty_Completed_sum,agg__Qty_Completed_std,agg__Qty_for_MRB_mean,agg__Qty_for_MRB_max,agg__Qty_for_MRB_min,agg__Qty_for_MRB_sum,agg__Qty_for_MRB_std,agg__activity_duration_mean,agg__activity_duration_max,agg__activity_duration_min,agg__activity_duration_sum,agg__activity_duration_std,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
557.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333333333333332,82.0,0.0,350.0,29.097537123726926,0.0,0.0,0.0,0.0,0.0,310.46666666666664,661.0,1.0,4657.0,267.21122374488334,12.0,23.0,5.0,180.0,6.686874136267686,3.2,5.0,2.0,48.0,1.01418510567422,1.0,1.0,1.0,15.0,0.0,763.0666666666667,1434.0,331.0,11446.0,403.44613141332877,361.53333333333336,1803.0,0.0,5423.0,471.5506133517175,2160.0666666666666,5423.0,0.0,32401.0,1666.6019092181325,8.0,15.0,1.0,120.0,4.47213595499958,35.53333333333333,37.0,35.0,533.0,0.6399404734221836
200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,1.0,2.8666666666666667,11.0,0.0,43.0,3.8705235280194823,0.0,0.0,0.0,0.0,0.0,224.33333333333334,631.0,3.0,3365.0,198.4931329026871,10.8,20.0,6.0,162.0,4.09180365399626,3.066666666666667,6.0,1.0,46.0,1.486446705914413,1.8666666666666667,2.0,1.0,28.0,0.3518657752744984,678.6666666666666,1217.0,397.0,10180.0,245.16078300537694,3060.4,39188.0,0.0,45906.0,10015.15343866483,36558.666666666664,45906.0,0.0,548380.0,14951.350854720533,8.0,15.0,1.0,120.0,4.47213595499958,34.46666666666667,36.0,31.0,517.0,1.5522640914238208
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,2.533333333333333,13.0,0.0,38.0,4.34028746030666,0.0,0.0,0.0,0.0,0.0,134.0,489.0,1.0,2010.0,128.5251504014459,10.8,17.0,1.0,162.0,5.017113569716015,3.2,6.0,0.0,48.0,1.8593393604027362,1.0,1.0,1.0,15.0,0.0,675.2666666666667,1062.0,75.0,10129.0,306.56750984936104,1294.6666666666667,11559.0,0.0,19420.0,2941.086355818365,6360.266666666666,19420.0,0.0,95404.0,6807.499703233471,8.0,15.0,1.0,120.0,4.47213595499958,22.533333333333335,32.0,17.0,338.0,4.838338951491906
125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2,17.0,0.0,63.0,5.684565569529981,0.0,0.0,0.0,0.0,0.0,265.6666666666667,661.0,75.0,3985.0,199.76402745906648,7.133333333333334,23.0,0.0,107.0,7.347173087722405,1.7333333333333334,4.0,0.0,26.0,1.0997835284835875,1.0,1.0,1.0,15.0,0.0,450.8,1422.0,56.0,6762.0,448.94164431471495,382.73333333333335,1095.0,0.0,5741.0,295.16350593881896,2871.8,5741.0,0.0,43077.0,1695.233999861292,8.0,15.0,1.0,120.0,4.47213595499958,29.866666666666667,31.0,28.0,448.0,0.9904304018720238
170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,36.06666666666667,170.0,0.0,541.0,56.42500290102742,0.0,0.0,0.0,0.0,0.0,182.86666666666667,635.0,27.0,2743.0,186.11089883901658,14.066666666666666,23.0,2.0,211.0,6.441679757271243,2.066666666666667,6.0,0.0,31.0,2.520393015460278,1.0,1.0,1.0,15.0,0.0,875.0666666666667,1395.0,154.0,13126.0,380.0720733655407,941.6,8275.0,0.0,14124.0,2090.939153312966,4445.066666666667,14124.0,0.0,66676.0,5533.5884439183465,8.0,15.0,1.0,120.0,4.47213595499958,31.266666666666666,35.0,28.0,469.0,2.4918916127158903
85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,14.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,19.333333333333332,85.0,0.0,290.0,23.897599002729084,0.0,0.0,0.0,0.0,0.0,218.33333333333334,619.0,5.0,3275.0,224.70986584821728,11.733333333333333,21.0,0.0,176.0,5.921711464320654,3.6666666666666665,6.0,1.0,55.0,1.7593288763724921,1.0,1.0,1.0,15.0,0.0,728.1333333333333,1265.0,0.0,10922.0,353.4600132297583,487.4,2581.0,0.0,7311.0,638.7790586065621,3608.133333333333,7311.0,0.0,54122.0,2546.3513916040356,8.0,15.0,1.0,120.0,4.47213595499958,20.933333333333334,25.0,16.0,314.0,2.711527420547496
151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,31.333333333333332,151.0,0.0,470.0,51.03593505234,0.0,0.0,0.0,0.0,0.0,276.73333333333335,701.0,28.0,4151.0,259.6983048150479,11.866666666666667,22.0,1.0,178.0,6.069439450072407,4.066666666666666,6.0,0.0,61.0,2.1865389045137937,1.0,1.0,1.0,15.0,0.0,745.3333333333334,1338.0,75.0,11180.0,359.9380237657324,1115.0,11428.0,0.0,16725.0,2895.706723508344,5238.333333333333,16725.0,0.0,78575.0,5825.96954122128,8.0,15.0,1.0,120.0,4.47213595499958,30.133333333333333,35.0,28.0,452.0,2.325838302531757
30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,7.6,30.0,0.0,114.0,10.513936329598785,0.0,0.0,0.0,0.0,0.0,111.73333333333333,481.0,20.0,1676.0,112.37403529963588,9.8,17.0,1.0,147.0,6.427618977061857,1.2666666666666666,3.0,0.0,19.0,1.0997835284835873,1.4,2.0,1.0,21.0,0.50709255283711,610.0666666666667,1068.0,75.0,9151.0,388.2757611114382,866.6666666666666,7698.0,0.0,13000.0,1938.0376550472263,6950.066666666667,13615.0,0.0,104251.0,6069.469575161368,8.0,15.0,1.0,120.0,4.47213595499958,33.333333333333336,35.0,32.0,500.0,1.175139302786006
185.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,13.0,2.0,7.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,94.0,0.0,258.0,30.69481110173882,0.0,0.0,0.0,0.0,0.0,139.2,535.0,29.0,2088.0,141.55523909162005,11.866666666666667,23.0,1.0,178.0,8.069932436136595,4.6,6.0,0.0,69.0,1.9566735620873064,1.0,1.0,1.0,15.0,0.0,739.6666666666666,1414.0,75.0,11095.0,487.46540780810676,1640.9333333333334,14400.0,0.0,24614.0,3658.4659444453855,16875.666666666668,24614.0,0.0,253135.0,9498.236811314484,8.0,15.0,1.0,120.0,4.47213595499958,31.4,35.0,21.0,471.0,4.939635614091387
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.8,4.0,0.0,12.0,1.3732131246511903,0.0,0.0,0.0,0.0,0.0,242.13333333333333,633.0,1.0,3632.0,202.28228743398125,13.333333333333334,23.0,0.0,200.0,6.229729031789731,1.8666666666666667,4.0,0.0,28.0,1.4074631010979937,1.0,1.0,1.0,15.0,0.0,820.4666666666667,1410.0,3.0,12307.0,372.9270067733797,1021.6,6853.0,0.0,15324.0,1813.3937323624532,10048.466666666667,15324.0,0.0,150727.0,5859.393457964578,8.0,15.0,1.0,120.0,4.47213595499958,33.0,37.0,31.0,495.0,1.558387444947959
320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,27.6,94.0,0.0,414.0,32.07758451896633,0.0,0.0,0.0,0.0,0.0,316.73333333333335,660.0,9.0,4751.0,268.10964352738404,10.733333333333333,20.0,6.0,161.0,4.772939595359697,1.4666666666666666,3.0,0.0,22.0,1.0600988273786194,1.0,1.0,1.0,15.0,0.0,663.5333333333333,1218.0,392.0,9953.0,277.887404399353,306.1333333333333,900.0,0.0,4592.0,314.200769906001,2355.5333333333333,4592.0,0.0,35333.0,1524.8331930629874,8.0,15.0,1.0,120.0,4.47213595499958,15.4,21.0,2.0,231.0,5.704634707223342
5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,30.0,2.29906813420444,0.0,0.0,0.0,0.0,0.0,285.1333333333333,935.0,8.0,4277.0,286.9457058316749,8.133333333333333,18.0,1.0,122.0,5.488516149544385,2.4,6.0,0.0,36.0,1.8439088914585773,1.4,2.0,1.0,21.0,0.50709255283711,517.8,1084.0,60.0,7767.0,327.3159679226525,2745.133333333333,26392.0,0.0,41177.0,6650.102865656254,16800.8,41177.0,0.0,252012.0,17850.227170223112,8.0,15.0,1.0,120.0,4.47213595499958,32.86666666666667,36.0,27.0,493.0,2.5875158154566105
64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,4.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,21.0,63.0,0.0,315.0,24.634470622628424,0.0,0.0,0.0,0.0,0.0,209.4,540.0,44.0,3141.0,173.16004158003656,12.0,22.0,0.0,180.0,6.644009116704849,2.533333333333333,6.0,0.0,38.0,1.9223002094465094,1.0,1.0,1.0,15.0,0.0,746.8666666666667,1335.0,53.0,11203.0,395.22504740367623,621.1333333333333,3198.0,0.0,9317.0,800.9422902937217,5217.866666666667,9317.0,0.0,78268.0,3247.9517032534004,8.0,15.0,1.0,120.0,4.47213595499958,31.866666666666667,37.0,28.0,478.0,3.4406533155921495
325.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.133333333333333,27.0,0.0,167.0,10.534749754073534,0.0,0.0,0.0,0.0,0.0,283.0,625.0,16.0,4245.0,225.55455469322084,12.4,23.0,6.0,186.0,6.378535434228948,2.8666666666666667,6.0,0.0,43.0,1.9591057240729093,1.0,1.0,1.0,15.0,0.0,775.0666666666667,1422.0,390.0,11626.0,382.4364497471941,542.9333333333333,2712.0,0.0,8144.0,667.2819565399693,3235.0666666666666,8144.0,0.0,48526.0,2806.5505891616867,8.0,15.0,1.0,120.0,4.47213595499958,34.666666666666664,37.0,32.0,520.0,1.7182493859684502
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.733333333333333,13.0,0.0,71.0,4.963677592077797,0.0,0.0,0.0,0.0,0.0,179.13333333333333,517.0,5.0,2687.0,152.33040530686046,10.6,23.0,1.0,159.0,5.395765535518172,1.5333333333333334,6.0,0.0,23.0,1.8464895909600492,1.0,1.0,1.0,15.0,0.0,664.4666666666667,1438.0,75.0,9967.0,330.36427225254306,1102.1333333333334,7288.0,0.0,16532.0,1955.1811339788103,11246.466666666667,16532.0,0.0,168697.0,5629.804968287302,8.0,15.0,1.0,120.0,4.47213595499958,31.866666666666667,35.0,28.0,478.0,2.3563490726929546
315.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.533333333333333,83.0,0.0,188.0,22.756056232091165,0.0,0.0,0.0,0.0,0.0,211.93333333333334,487.0,30.0,3179.0,167.01474129406603,12.066666666666666,21.0,1.0,181.0,6.123335536718375,3.6,6.0,0.0,54.0,2.0632844828435215,1.0,1.0,1.0,15.0,0.0,747.4666666666667,1275.0,104.0,11212.0,361.7220453542168,1731.4,14924.0,0.0,25971.0,3791.4805777464517,18981.466666666667,25971.0,0.0,284722.0,6523.228953589807,8.0,15.0,1.0,120.0,4.47213595499958,33.6,35.0,30.0,504.0,1.3522468075656269
18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,4.0,0.0,0.0,7.2,18.0,0.0,108.0,8.410877311128557,0.0,0.0,0.0,0.0,0.0,104.93333333333334,366.0,0.0,1574.0,106.36760158369027,11.466666666666667,17.0,7.0,172.0,2.7996598432836874,1.8,3.0,0.0,27.0,1.01418510567422,1.0,1.0,1.0,15.0,0.0,704.9333333333333,1078.0,426.0,10574.0,176.36507050784772,1528.7333333333333,15993.0,0.0,22931.0,4044.055257264609,9356.933333333332,22931.0,0.0,140354.0,9288.37064341878,8.0,15.0,1.0,120.0,4.47213595499958,22.8,36.0,4.0,342.0,8.711240685787203
