static__Work_Order_Qty,static__Part_Desc__Adjusting Nut,static__Part_Desc__Ballnut,static__Part_Desc__Barrel,static__Part_Desc__Bearing,static__Part_Desc__Cable Head,static__Part_Desc__Cast,static__Part_Desc__Clamp,static__Part_Desc__Compound Dies,static__Part_Desc__Cutting Wheel,static__Part_Desc__Drill,static__Part_Desc__Drum,static__Part_Desc__Electrical Contact,static__Part_Desc__Fastener,static__Part_Desc__Flange,static__Part_Desc__Flange Bolt,static__Part_Desc__Gauge,static__Part_Desc__Hinge,static__Part_Desc__Housing,static__Part_Desc__Locker,static__Part_Desc__O-Ring,static__Part_Desc__Piston,static__Part_Desc__Plug,static__Part_Desc__Punch Holder,static__Part_Desc__Punch Plate,static__Part_Desc__Ring,static__Part_Desc__Slip Ring Adapter,static__Part_Desc__Socket,static__Part_Desc__Spindle,static__Part_Desc__Spinner,static__Part_Desc__Spur Gear,static__Part_Desc__Tube,static__Part_Desc__Wheel Shaft,static__Part_Desc__other,static__Rework_missing,agg__Activity_Final Inspection Q.C.,agg__Activity_Flat Grinding - Machine 11,agg__Activity_Grinding Rework - Machine 27,agg__Activity_Lapping - Machine 1,agg__Activity_Laser Marking - Machine 7,agg__Activity_Milling - Machine 16,agg__Activity_Packing,agg__Activity_Round Grinding - Machine 12,agg__Activity_Round Grinding - Machine 2,agg__Activity_Round Grinding - Machine 3,agg__Activity_Round Grinding - Manual,agg__Activity_Round Grinding - Q.C.,agg__Activity_Turn & Mill. & Screw Assem - Machine 10,agg__Activity_Turning & Milling - Machine 10,agg__Activity_Turning & Milling - Machine 4,agg__Activity_Turning & Milling - Machine 5,agg__Activity_Turning & Milling - Machine 6,agg__Activity_Turning & Milling - Machine 8,agg__Activity_Turning & Milling - Machine 9,agg__Activity_Turning & Milling Q.C.,agg__Activity_Turning - Machine 8,agg__Activity_Turning - Machine 9,agg__Activity_Turning Q.C.,agg__Activity_Wire Cut - Machine 13,agg__Activity_other,agg__Resource_ID0997,agg__Resource_ID0998,agg__Resource_ID3767,agg__Resource_ID3846,agg__Resource_ID4132,agg__Resource_ID4163,agg__Resource_ID4167,agg__Resource_ID4219,agg__Resource_ID4287,agg__Resource_ID4326,agg__Resource_ID4355,agg__Resource_ID4385,agg__Resource_ID4429,agg__Resource_ID4445,agg__Resource_ID4491,agg__Resource_ID4493,agg__Resource_ID4528,agg__Resource_ID4529,agg__Resource_ID4618,agg__Resource_ID4641,agg__Resource_ID4718,agg__Resource_ID4794,agg__Resource_ID4820,agg__Resource_ID4872,agg__Resource_ID4882,agg__Resource_ID4932,agg__Resource_other,agg__Report_Type_B,agg__Report_Type_D,agg__Report_Type_S,agg__Resource.1_Machine 1 - Lapping,agg__Resource.1_Machine 10 - Grinding,agg__Resource.1_Machine 11 - Grinding,agg__Resource.1_Machine 12 - Grinding,agg__Resource.1_Machine 15 - Turning,agg__Resource.1_Machine 16 - Milling,agg__Resource.1_Machine 2 - Round Grinding,agg__Resource.1_Machine 27 - Grinding,agg__Resource.1_Machine 3 - Round Grinding,agg__Resource.1_Machine 4 - Turning & Milling,agg__Resource.1_Machine 5 - Turning & Milling,agg__Resource.1_Machine 6 - Turning & Milling,agg__Resource.1_Machine 7- Laser Marking,agg__Resource.1_Machine 8 - Turning & Milling,agg__Resource.1_Machine 9 - Turning & Milling,agg__Resource.1_Packing,agg__Resource.1_Quality Check 1,agg__Resource.1_Wire Cut - Machine 13,agg__Resource.1_other,agg__Qty_Completed_mean,agg__Qty_Completed_max,agg__Qty_Completed_min,agg__Qty_Completed_sum,agg__Qty_Completed_std,agg__Qty_for_MRB_mean,agg__Qty_for_MRB_max,agg__Qty_for_MRB_min,agg__Qty_for_MRB_sum,agg__Qty_for_MRB_std,agg__activity_duration_mean,agg__activity_duration_max,agg__activity_duration_min,agg__activity_duration_sum,agg__activity_duration_std,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.5,3.0,0.0,9.0,1.378404875209022,0.0,0.0,0.0,0.0,0.0,190.33333333333334,483.0,75.0,1142.0,157.13136754533343,15.666666666666666,22.0,8.0,94.0,5.163977794943223,2.1666666666666665,4.0,1.0,13.0,1.1690451944500122,3.0,3.0,3.0,18.0,0.0,979.1666666666666,1326.0,520.0,5875.0,299.1504081004515,661.5,1639.0,0.0,3969.0,732.5568237345142,1589.1666666666667,3969.0,0.0,9535.0,1495.567774013156,3.5,6.0,1.0,21.0,1.8708286933869707,20.166666666666668,21.0,19.0,121.0,0.7527726527090804
69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,6.166666666666667,15.0,0.0,37.0,6.968978882638881,0.0,0.0,0.0,0.0,0.0,310.5,587.0,46.0,1863.0,213.9633146125756,11.0,20.0,6.0,66.0,4.979959839195494,3.3333333333333335,4.0,3.0,20.0,0.5163977794943222,1.0,1.0,1.0,6.0,0.0,687.3333333333334,1229.0,378.0,4124.0,308.0822401026496,298.5,589.0,0.0,1791.0,235.0682879505443,747.3333333333334,1791.0,0.0,4484.0,719.6462093742082,3.5,6.0,1.0,21.0,1.8708286933869707,33.0,34.0,32.0,198.0,0.6324555320336768
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,13.333333333333334,20.0,0.0,80.0,9.605553948974867,0.0,0.0,0.0,0.0,0.0,74.66666666666667,180.0,25.0,448.0,56.005952064639224,10.833333333333334,19.0,1.0,65.0,6.645800679125628,1.5,2.0,1.0,9.0,0.5477225575051662,1.0,1.0,1.0,6.0,0.0,677.3333333333334,1163.0,60.0,4064.0,406.86738216114924,171.33333333333334,403.0,0.0,1028.0,170.8691507167595,480.3333333333333,1028.0,0.0,2882.0,457.511821340899,3.5,6.0,1.0,21.0,1.8708286933869707,34.833333333333336,36.0,33.0,209.0,1.4719601443879746
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,17.5,35.0,0.0,105.0,16.622274212634082,0.0,0.0,0.0,0.0,0.0,165.66666666666666,378.0,1.0,994.0,166.21271511730583,10.166666666666666,17.0,0.0,61.0,6.112828041640519,4.333333333333333,6.0,0.0,26.0,2.3380903889000244,2.0,2.0,2.0,12.0,0.0,645.1666666666666,1059.0,42.0,3871.0,371.1088339916832,889.5,2556.0,0.0,5337.0,983.2004373473396,2763.1666666666665,5337.0,0.0,16579.0,2011.9388078832483,3.5,6.0,1.0,21.0,1.8708286933869707,28.0,31.0,27.0,168.0,1.549193338482967
48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,16.0,48.0,0.0,96.0,20.79422996891205,0.0,0.0,0.0,0.0,0.0,148.5,391.0,23.0,891.0,151.87856991689117,13.166666666666666,17.0,11.0,79.0,2.4013884872437163,5.0,6.0,4.0,30.0,1.0954451150103324,1.0,1.0,1.0,6.0,0.0,830.8333333333334,1020.0,716.0,4985.0,125.28913227677276,530.6666666666666,2766.0,0.0,3184.0,1097.5849245806298,1554.8333333333333,3184.0,0.0,9329.0,1648.5488669331785,3.5,6.0,1.0,21.0,1.8708286933869707,22.166666666666668,25.0,21.0,133.0,1.6020819787597216
600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,7.5,40.0,0.0,45.0,15.9968746947646,0.0,0.0,0.0,0.0,0.0,306.1666666666667,569.0,78.0,1837.0,183.33293939351614,8.833333333333334,23.0,3.0,53.0,7.194905605125523,1.8333333333333333,3.0,0.0,11.0,1.169045194450012,2.0,2.0,2.0,12.0,0.0,569.8333333333334,1430.0,236.0,3419.0,432.8456614853228,573.0,1447.0,0.0,3438.0,624.429980061816,1779.8333333333333,3438.0,0.0,10679.0,1418.6625274062421,3.5,6.0,1.0,21.0,1.8708286933869707,26.0,29.0,25.0,156.0,1.5491933384829668
150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,24.0,60.0,0.0,144.0,28.085583490467133,0.0,0.0,0.0,0.0,0.0,74.0,120.0,1.0,444.0,43.3358973600409,6.833333333333333,12.0,1.0,41.0,4.833908011812665,1.3333333333333333,6.0,0.0,8.0,2.3380903889000244,1.0,1.0,1.0,6.0,0.0,428.3333333333333,731.0,60.0,2570.0,303.50266336008764,3600.0,16984.0,0.0,21600.0,6624.654406080365,7328.333333333333,21600.0,0.0,43970.0,10139.943287152382,3.5,6.0,1.0,21.0,1.8708286933869707,30.166666666666668,34.0,26.0,181.0,2.9268868558020262
151.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.5,12.0,0.0,21.0,4.969909455915671,0.0,0.0,0.0,0.0,0.0,164.0,374.0,48.0,984.0,118.9773087609566,13.666666666666666,22.0,8.0,82.0,4.926120853842978,3.6666666666666665,6.0,1.0,22.0,2.581988897471611,1.0,1.0,1.0,6.0,0.0,852.1666666666666,1333.0,520.0,5113.0,287.74948595378356,3144.1666666666665,12147.0,0.0,18865.0,4999.180549516757,9347.166666666666,18865.0,0.0,56083.0,7663.610622067556,3.5,6.0,1.0,21.0,1.8708286933869707,25.5,32.0,18.0,153.0,5.244044240850759
250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.166666666666667,31.0,0.0,31.0,12.655697004379753,0.0,0.0,0.0,0.0,0.0,242.33333333333334,427.0,56.0,1454.0,150.92868072923272,13.833333333333334,23.0,4.0,83.0,6.337717780610515,3.3333333333333335,6.0,0.0,20.0,3.011090610836324,1.0,1.0,1.0,6.0,0.0,857.6666666666666,1427.0,290.0,5146.0,381.19006632737256,3246.1666666666665,13727.0,0.0,19477.0,5510.370565276591,12087.666666666666,19477.0,0.0,72526.0,9442.841620331597,3.5,6.0,1.0,21.0,1.8708286933869707,20.5,31.0,1.0,123.0,13.996428115772966
150.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.6666666666666665,10.0,0.0,22.0,4.96655480858378,0.0,0.0,0.0,0.0,0.0,109.5,232.0,60.0,657.0,67.39065217075732,9.5,22.0,1.0,57.0,7.867655305108378,2.8333333333333335,6.0,0.0,17.0,2.041241452319315,1.5,2.0,1.0,9.0,0.5477225575051662,586.8333333333334,1371.0,60.0,3521.0,491.7521394632327,10101.5,52550.0,0.0,60609.0,20820.96379853728,30655.833333333332,60609.0,0.0,183935.0,31241.73817454251,3.5,6.0,1.0,21.0,1.8708286933869707,28.0,31.0,26.0,168.0,1.897366596101027
100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,20.0,0.0,25.0,8.010409893798611,0.0,0.0,0.0,0.0,0.0,137.5,388.0,14.0,825.0,144.58181075086867,11.833333333333334,23.0,0.0,71.0,11.03479345826947,3.0,6.0,0.0,18.0,3.286335345030997,2.0,2.0,2.0,12.0,0.0,742.5,1387.0,29.0,4455.0,651.6449186481852,102.5,376.0,0.0,615.0,138.91112266481758,219.5,615.0,0.0,1317.0,212.94388932298574,3.5,6.0,1.0,21.0,1.8708286933869707,23.166666666666668,24.0,23.0,139.0,0.40824829046386263
17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,5.0,0.0,12.0,2.4494897427831783,0.0,0.0,0.0,0.0,0.0,86.66666666666667,190.0,43.0,520.0,53.237831160432016,7.5,18.0,1.0,45.0,7.556454194925025,2.5,3.0,1.0,15.0,0.8366600265340756,1.0,1.0,1.0,6.0,0.0,466.5,1111.0,60.0,2799.0,467.2432985073195,614.1666666666666,2476.0,0.0,3685.0,937.6343459295135,2551.5,3685.0,0.0,15309.0,1322.7291105891636,3.5,6.0,1.0,21.0,1.8708286933869707,19.666666666666668,21.0,16.0,118.0,1.9663841605003505
200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,33.0,0.0,70.0,14.151560573543353,0.0,0.0,0.0,0.0,0.0,310.5,647.0,140.0,1863.0,224.2219882170346,14.0,20.0,6.0,84.0,5.513619500836088,1.3333333333333333,2.0,0.0,8.0,0.816496580927726,1.0,1.0,1.0,6.0,0.0,881.3333333333334,1204.0,412.0,5288.0,326.2169012584521,2264.8333333333335,11899.0,0.0,13589.0,4725.422707723264,10631.333333333334,13589.0,0.0,63788.0,5249.169216806281,3.5,6.0,1.0,21.0,1.8708286933869707,25.0,30.0,3.0,150.0,10.788883167408942
350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,144.0,0.0,342.0,68.46312876286038,0.0,0.0,0.0,0.0,0.0,119.83333333333333,360.0,4.0,719.0,130.06216462394693,13.833333333333334,17.0,11.0,83.0,2.316606713852541,1.1666666666666667,6.0,0.0,7.0,2.401388487243717,1.0,1.0,1.0,6.0,0.0,842.0,1020.0,682.0,5052.0,126.68070097690494,6481.666666666667,21262.0,0.0,38890.0,10020.163784423221,10152.0,38890.0,0.0,60912.0,16473.755613095636,3.5,6.0,1.0,21.0,1.8708286933869707,15.333333333333334,32.0,6.0,92.0,12.58040804849615
557.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,80.0,0.0,90.0,31.9937493895292,0.0,0.0,0.0,0.0,0.0,183.66666666666666,634.0,16.0,1102.0,227.17100753984138,8.333333333333334,20.0,5.0,50.0,5.819507424745385,2.3333333333333335,3.0,2.0,14.0,0.5163977794943222,1.0,1.0,1.0,6.0,0.0,534.1666666666666,1212.0,331.0,3205.0,339.4120897473552,252.5,688.0,0.0,1515.0,293.63429636198833,683.1666666666666,1515.0,0.0,4099.0,691.7113318911775,3.5,6.0,1.0,21.0,1.8708286933869707,36.166666666666664,37.0,36.0,217.0,0.4082482904638636
200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.3333333333333333,7.0,0.0,8.0,2.804757862395017,0.0,0.0,0.0,0.0,0.0,194.33333333333334,423.0,61.0,1166.0,163.2343918010744,11.333333333333334,16.0,8.0,68.0,3.4448028487370173,1.8333333333333333,2.0,1.0,11.0,0.408248290463863,1.6666666666666667,2.0,1.0,10.0,0.5163977794943222,705.5,977.0,520.0,4233.0,206.13854564345795,6777.666666666667,39188.0,0.0,40666.0,15882.256938693148,26745.5,40666.0,0.0,160473.0,20695.436335095717,3.5,6.0,1.0,21.0,1.8708286933869707,33.166666666666664,35.0,31.0,199.0,1.7224014243685093
